dist_along,ATM_elev,idx_ATM,z_ATL06,t_ATL06,idx_ATL06,gt_ATL06
99640.31314803989,276.0404,2928.0,256.83513999999997,2019-01-29 11:08:55,313828.0,gt2l
99573.89495335183,273.7845,2926.0,253.92557000000002,2019-01-29 11:08:55,317800.0,gt2r
95849.36119836064,261.5344,2814.0,241.52292999999997,2019-01-29 11:08:55,321704.0,gt3l
72852.08152053902,61.6138,2123.0,86.38448000000001,2018-11-15 04:06:22,350504.0,gt3r
66150.65550138183,27.8603,1935.0,28.676136,2018-11-15 04:06:22,330937.0,gt1l
66745.34497847216,26.9486,1936.0,30.016866999999998,2018-11-15 04:06:22,334883.0,gt1r
69601.43646664455,65.2312,2023.0,29.730953000000003,2018-11-15 04:06:22,338759.0,gt2l
69666.28014006256,71.9059,2025.0,28.479167999999998,2018-11-15 04:06:22,342697.0,gt2r
72786.57024525803,27.5389,2121.0,85.60513,2018-11-15 04:06:22,346606.0,gt3l
88948.16141327414,262.6154,2602.0,247.8054,2018-11-19 03:57:57,373515.0,gt3r
82505.62653136277,141.1391,2412.0,107.54316000000001,2018-11-19 03:57:57,354083.0,gt1l
82573.74935764025,137.7296,2414.0,109.85106999999999,2018-11-19 03:57:57,357788.0,gt1r
85715.09928843615,112.0993,2506.0,92.86291999999999,2018-11-19 03:57:57,361695.0,gt2l
85783.1483667586,113.4977,2508.0,97.75874,2018-11-19 03:57:57,365645.0,gt2r
88882.21852223731,260.7937,2600.0,245.22081,2018-11-19 03:57:57,369583.0,gt3l
105401.16011103721,438.8864,3076.0,405.06237999999996,2018-12-02 13:56:37,375040.0,gt3r
45381.07631065665,27.7578,1326.0,27.841866999999997,2019-01-17 11:33:37,395032.0,gt3r
51924.76483264302,44.6581,1502.0,43.52493,2019-01-17 11:33:37,376953.0,gt1l
51827.358087805274,47.0236,1499.0,44.944373999999996,2019-01-17 11:33:37,380913.0,gt1r
48705.048670712014,44.7536,1428.0,41.827507000000004,2019-01-17 11:33:37,384876.0,gt2l
48639.315534906964,43.647,1426.0,41.249744,2019-01-17 11:33:37,388837.0,gt2r
45446.59560202333,27.7416,1328.0,27.835860999999998,2019-01-17 11:33:37,391946.0,gt3l
110431.00023435467,520.9965,3237.0,510.06903,2018-10-25 05:13:27,406842.0,gt3r
104090.78179945413,416.371,3034.0,358.96924,2018-10-25 05:13:27,398282.0,gt1l
104059.44457891694,414.8788,3033.0,392.5241,2018-10-25 05:13:27,400497.0,gt1r
107139.32379431053,416.776,3133.0,2154.631,2018-10-25 05:13:27,401953.0,gt2l
107262.25167928658,423.208,3137.0,410.35544,2018-10-25 05:13:27,403762.0,gt2r
110366.99918223236,520.7124,3235.0,509.0387,2018-10-25 05:13:27,405087.0,gt3l
70152.88823760647,78.3717,2040.0,29.81836,2019-02-13 23:46:06,428679.0,gt3r
63593.327430364836,27.0787,1857.0,41.566573999999996,2019-02-13 23:46:06,409992.0,gt1l
63658.67164163522,27.0586,1859.0,27.844753000000004,2019-02-13 23:46:06,413583.0,gt1r
66911.07763560071,26.9487,1941.0,27.723475,2019-02-13 23:46:06,417329.0,gt2l
66977.50217233035,27.0415,1943.0,27.527355,2019-02-13 23:46:06,421050.0,gt2r
70087.97720977993,84.9071,2038.0,29.075803999999998,2019-02-13 23:46:06,424890.0,gt3l
75505.07556134967,69.0849,2204.0,28.860854999999997,2018-10-26 15:37:16,450516.0,gt3r
82369.4196121211,136.3838,2408.0,106.80633,2018-10-26 15:37:16,431219.0,gt1l
82267.22006931415,137.4264,2405.0,107.07051000000001,2018-10-26 15:37:16,435063.0,gt1r
78966.05719297829,111.8659,2308.0,96.14365,2018-10-26 15:37:16,438910.0,gt2l
78898.16197799258,112.7574,2306.0,96.46808,2018-10-26 15:37:16,442774.0,gt2r
75570.53164978817,76.6337,2206.0,28.02265,2018-10-26 15:37:16,446614.0,gt3l
59240.110837047694,27.0899,1725.0,27.999259999999996,2019-01-12 01:18:14,475920.0,gt3r
52508.48293818037,39.6815,1520.0,39.423912,2019-01-12 01:18:14,459564.0,gt1l
52638.291648231374,38.7357,1524.0,38.176186,2019-01-12 01:18:14,462354.0,gt1r
55791.85319693247,27.2313,1620.0,28.016,2019-01-12 01:18:14,465921.0,gt2l
59108.31279016892,27.1209,1721.0,27.97975,2019-01-12 01:18:14,472754.0,gt3l
78389.8469573417,123.2028,2291.0,91.632164,2019-01-25 11:17:11,498192.0,gt3r
85203.64829949844,128.3811,2491.0,111.38233999999999,2019-01-25 11:17:11,478670.0,gt1l
85101.15636824354,130.129,2488.0,110.26565,2019-01-25 11:17:11,482607.0,gt1r
81824.4173313775,136.93200000000002,2392.0,104.083176,2019-01-25 11:17:11,486528.0,gt2l
81756.29313090301,135.5097,2390.0,105.07847,2019-01-25 11:17:11,490460.0,gt2r
78457.58412653214,120.8763,2293.0,91.81841999999999,2019-01-25 11:17:11,494318.0,gt3l
101964.3983054915,328.9371,2985.0,313.44266,2018-12-31 12:32:45,519831.0,gt3r
109145.97950128735,484.5558,3197.0,469.96957000000003,2018-12-31 12:32:45,502473.0,gt1l
109081.87272979597,480.6967,3195.0,466.98862,2018-12-31 12:32:45,505437.0,gt1r
105585.16938776316,432.7544,3082.0,421.4308,2018-12-31 12:32:45,508370.0,gt2l
105493.27199201568,435.9204,3079.0,423.9242,2018-12-31 12:32:45,512132.0,gt2r
101964.3983054915,328.9371,2985.0,314.17828,2018-12-31 12:32:45,515854.0,gt3l
99739.89166615203,280.3717,2931.0,260.64032000000003,2018-12-22 02:25:33,544463.0,gt3r
93203.92630290016,294.7692,2734.0,274.3881,2018-12-22 02:25:33,524771.0,gt1l
93269.1237629256,292.6708,2736.0,276.03934,2018-12-22 02:25:33,528733.0,gt1r
96417.32084821381,265.161,2831.0,247.62357999999998,2018-12-22 02:25:33,532656.0,gt2l
96484.14255961256,265.6065,2833.0,248.34206,2018-12-22 02:25:33,536624.0,gt2r
99640.31314803989,276.0404,2928.0,257.89943999999997,2018-12-22 02:25:33,540515.0,gt3l
86833.83872112702,146.851,2539.0,109.23863999999999,2018-11-28 14:04:55,567095.0,gt3r
93957.51885751846,276.9222,2757.0,257.12247,2018-11-28 14:04:55,547443.0,gt1l
93891.685352081,278.5939,2755.0,256.7188,2018-11-28 14:04:55,551427.0,gt1r
90471.37877250878,271.8402,2649.0,252.12225,2018-11-28 14:04:55,555344.0,gt2l
90375.44209981457,270.5396,2646.0,248.53028999999998,2018-11-28 14:04:55,559292.0,gt2r
86901.48228143204,151.3191,2541.0,110.70931999999999,2018-11-28 14:04:55,563185.0,gt3l
56154.977686106125,27.3633,1631.0,28.306504999999998,2019-02-19 10:01:34,590579.0,gt3r
62710.328727557724,27.1519,1830.0,28.619457,2019-02-19 10:01:34,570845.0,gt1l
62611.960890681505,27.0653,1827.0,30.407562,2019-02-19 10:01:34,574757.0,gt1r
59471.04830251969,27.0694,1732.0,28.144627000000003,2019-02-19 10:01:34,578726.0,gt2l
59405.00000963832,27.052,1730.0,28.17053,2019-02-19 10:01:34,582689.0,gt2r
56253.83465142438,27.0823,1634.0,28.287823,2019-02-19 10:01:34,586663.0,gt3l
69925.73777191804,83.1051,2033.0,28.105375,2018-11-24 14:13:17,614007.0,gt3r
76718.7368107076,91.1715,2241.0,72.92184,2018-11-24 14:13:17,594528.0,gt1l
76619.99420481651,88.3008,2238.0,65.31258000000001,2018-11-24 14:13:17,598414.0,gt1r
73345.10181575619,91.6657,2138.0,29.004215000000002,2018-11-24 14:13:17,602286.0,gt2l
73279.19970660034,92.5172,2136.0,28.376568,2018-11-24 14:13:17,606198.0,gt2r
69990.64504146116,86.1517,2035.0,33.222409999999996,2018-11-24 14:13:17,610105.0,gt3l
49165.513987240236,46.7459,1442.0,43.13947,2018-10-18 15:53:52,617767.0,gt1l
49099.625708748245,45.372,1440.0,42.92324,2018-10-18 15:53:52,621074.0,gt1r
45936.55496996295,38.986,1343.0,34.940983,2018-10-18 15:53:52,624012.0,gt2l
45871.38022055823,39.4977,1341.0,31.259686,2018-10-18 15:53:52,626687.0,gt2r
53647.74081895727,42.4927,1555.0,40.06961,2019-02-09 23:54:28,648792.0,gt3r
47041.099754800154,38.5506,1377.0,36.615715,2019-02-09 23:54:28,633447.0,gt1l
47106.00109002336,38.8396,1379.0,37.674423,2019-02-09 23:54:28,635527.0,gt1r
50321.164244252264,45.5479,1477.0,46.470333000000004,2019-02-09 23:54:28,638427.0,gt2l
50387.152853491934,45.0145,1479.0,44.875840000000004,2019-02-09 23:54:28,641333.0,gt2r
53582.32386413439,43.2367,1553.0,40.508045,2019-02-09 23:54:28,645057.0,gt3l
56451.493294516906,27.1719,1640.0,28.103409000000003,2018-11-11 04:14:44,669478.0,gt3r
49792.6557044782,46.1258,1461.0,44.4015,2018-11-11 04:14:44,651541.0,gt1l
49891.832955968865,46.0785,1464.0,45.410145,2018-11-11 04:14:44,654324.0,gt1r
53093.19030554752,40.8969,1538.0,36.41986,2018-11-11 04:14:44,657927.0,gt2l
53158.26916432441,42.8026,1540.0,40.090790000000005,2018-11-11 04:14:44,661532.0,gt2r
56385.61812833666,27.1678,1638.0,35.327938,2018-11-11 04:14:44,665513.0,gt3l
72721.09452739674,26.9317,2119.0,27.947126,2019-02-23 09:53:16,691356.0,gt3r
79476.32016454714,125.6959,2323.0,93.38721,2019-02-23 09:53:16,671953.0,gt1l
79408.2055519362,124.0296,2321.0,88.6836,2019-02-23 09:53:16,675852.0,gt1r
76094.68801149049,94.9117,2222.0,85.12034,2019-02-23 09:53:16,679715.0,gt2l
76029.1057607525,95.6941,2220.0,79.91842,2019-02-23 09:53:16,683572.0,gt2r
72786.57024525803,27.5389,2121.0,41.69096,2019-02-23 09:53:16,687446.0,gt3l
107725.53322867051,440.0761,3152.0,428.2671,2019-01-24 00:53:21,716129.0,gt3r
101256.08976362436,322.6698,2977.0,309.07327000000004,2019-01-24 00:53:21,696449.0,gt1l
101321.14939939155,322.7607,2979.0,308.6034,2019-01-24 00:53:21,700374.0,gt1r
104467.39208494943,432.7955,3046.0,421.8472,2019-01-24 00:53:21,704254.0,gt2l
104530.1204553903,436.1042,3048.0,424.25653,2019-01-24 00:53:21,708214.0,gt2r
107663.5189271098,438.2743,3150.0,425.27617999999995,2019-01-24 00:53:21,712147.0,gt3l
