dist_along,ATM_elev,idx_ATM,z_ATL06,t_ATL06,idx_ATL06,gt_ATL06,slope_ATM,slope_ATL06
69849.08594282767,319.0053,1841.0,311.867665,2018-12-31 12:32:45,515852.0,gt3l,0.0038675953913268053,-0.023089986410043357
69914.70811224311,319.2591,1843.0,310.35245,2018-12-31 12:32:45,519828.0,gt3r,,
119258.0227360175,39.9032,3229.0,38.36893,2019-01-12 01:18:14,459562.0,gt1l,,
119132.84939907867,38.951,3225.0,37.532403,2019-01-12 01:18:14,462354.0,gt1r,,
115956.594777149,28.2475,3124.0,28.034341,2019-01-12 01:18:14,465921.0,gt2l,,
112350.59164340814,28.2649,3040.0,27.970069,2019-01-12 01:18:14,472760.0,gt3l,,
112350.59164340814,28.2649,3040.0,28.8805145,2019-01-12 01:18:14,475920.0,gt3r,,
102715.05440843706,30.486,2761.0,28.789461,2019-01-16 01:09:49,19993.0,gt1l,-0.04588585156741666,-0.006983254540225605
102652.75415896256,33.3447,2759.0,29.2245195,2019-01-16 01:09:49,23915.0,gt1r,,
99520.16947981642,30.0488,2662.0,61.209326,2019-01-16 01:09:49,27843.0,gt2l,0.008081321582597141,0.12482814856868082
99425.20976411193,29.2814,2659.0,49.3556805,2019-01-16 01:09:49,31758.0,gt2r,,
96311.33901821374,91.5448,2583.0,69.0620325,2019-01-16 01:09:49,35601.0,gt3l,0.033895708717991406,-0.0022437415938187633
96217.51003158712,88.3644,2580.0,69.2725605,2019-01-16 01:09:49,39471.0,gt3r,,
119851.8226216502,44.9813,3248.0,43.3018795,2019-01-17 11:33:37,376956.0,gt1l,0.01976469605396208,0.0226727273549064
119914.24199792756,46.215,3250.0,44.717097,2019-01-17 11:33:37,380916.0,gt1r,,
123091.38737295568,42.7683,3329.0,41.93594900000001,2019-01-17 11:33:37,384871.0,gt2l,-0.020762142006426714,-0.004253546982862003
123153.9772540767,41.4688,3331.0,41.66972,2019-01-17 11:33:37,388832.0,gt2r,,
126303.81221689847,28.4693,3431.0,30.543832,2019-01-17 11:33:37,391947.0,gt3l,4.525625154958527e-05,-0.008074662500314406
126398.82671440473,28.4736,3434.0,29.776622000000003,2019-01-17 11:33:37,395032.0,gt3r,,
86592.68112238972,113.9791,2301.0,105.11004799999999,2019-01-20 01:01:33,258438.0,gt1l,0.05190852063610782,0.04011127823700691
86526.63416212218,110.5507,2299.0,102.46082,2019-01-20 01:01:33,262376.0,gt1r,,
83412.96267564189,216.9303,2203.0,210.662575,2019-01-20 01:01:33,266315.0,gt2l,-0.06325141215091706,-0.12020890314444896
83318.7924461174,222.8867,2200.0,221.982675,2019-01-20 01:01:33,270267.0,gt2r,,
80237.52235562791,281.2049,2124.0,274.96199,2019-01-20 01:01:33,274199.0,gt3l,-0.040627700129030386,-0.0039041597566471602
80142.09977478559,285.0817,2121.0,275.334535,2019-01-20 01:01:33,278181.0,gt3r,,
70509.57022790058,308.8483,1861.0,306.05781,2019-01-24 00:53:21,696456.0,gt1l,-0.011319941390815118,-0.030928035484200173
70443.09461870612,309.6008,1859.0,308.11377000000005,2019-01-24 00:53:21,700379.0,gt1r,,
67303.15042536659,417.4145,1764.0,418.04051,2019-01-24 00:53:21,704250.0,gt2l,-0.026663907334495508,-0.041013880331597086
67234.72834539485,419.2389,1762.0,420.84676500000006,2019-01-24 00:53:21,708210.0,gt2r,,
64117.081248554365,428.9731,1695.0,425.139725,2019-01-24 00:53:21,712147.0,gt3l,-0.027624922957577937,-0.03930579746796567
64045.033988800686,430.9634,1693.0,427.9716,2019-01-24 00:53:21,716129.0,gt3r,,
86559.66508795056,112.4439,2300.0,106.41805,2019-01-25 11:17:11,478668.0,gt1l,0.024721230949629427,0.013566792662412688
86658.71355382142,114.8925,2303.0,107.76182,2019-01-25 11:17:11,482605.0,gt1r,,
89547.84591391348,106.2592,2393.0,107.4915025,2019-01-25 11:17:11,486535.0,gt2l,,
90323.1069241382,103.52600000000001,2394.0,103.939293,2019-01-25 11:17:11,490454.0,gt2r,,
93323.60636602053,87.3224,2490.0,89.488095,2019-01-25 11:17:11,494311.0,gt3l,-0.04610987925797698,0.01699483033356145
93419.32988711902,82.9086,2493.0,91.1149,2019-01-25 11:17:11,498185.0,gt3r,,
68640.25733447567,291.4927,1804.0,289.564045,2019-01-29 11:08:55,305913.0,gt1l,-0.07101829173921392,-0.10498610404180628
68738.76294237861,284.497,1807.0,279.222325,2019-01-29 11:08:55,309886.0,gt1r,,
72261.70901318653,266.4004,1913.0,265.44606,2019-01-29 11:08:55,313812.0,gt2l,-0.00021676348073413612,-0.06355623221642889
72329.52486459387,266.3857,1915.0,261.13594,2019-01-29 11:08:55,317784.0,gt2r,,
75826.59826956945,251.9105,1989.0,245.460955,2019-01-29 11:08:55,321711.0,gt3l,,
75927.41838672111,251.7872,1992.0,244.61589,2019-01-29 11:08:55,325688.0,gt3r,,
124757.21212163297,38.0955,3382.0,36.92313,2019-02-09 23:54:28,633445.0,gt1l,-0.00433013656628256,-0.008645615578001814
124662.61926209375,38.5051,3379.0,37.7409435,2019-02-09 23:54:28,635526.0,gt1r,,
121440.66819464914,47.0928,3276.0,45.42964,2019-02-09 23:54:28,638427.0,gt2l,0.021728694493851376,0.0016847941989169034
121378.50155134794,45.742,3274.0,45.324902,2019-02-09 23:54:28,641333.0,gt2r,,
118193.004274936,41.9904,3195.0,41.009399,2019-02-09 23:54:28,645055.0,gt3l,0.007018930470944866,0.022650031176010957
118130.34515588352,41.5506,3193.0,39.590168,2019-02-09 23:54:28,648791.0,gt3r,,
108162.58416308444,27.9932,2906.0,28.418760499999998,2019-02-13 23:46:06,409993.0,gt1l,-0.026496865804941407,-0.0025198663555544083
108098.77284243818,29.684,2904.0,28.5795565,2019-02-13 23:46:06,413585.0,gt1r,,
104647.8058682899,28.8785,2822.0,27.8449765,2019-02-13 23:46:06,417327.0,gt2l,,
104647.8058682899,28.8785,2822.0,27.948964500000002,2019-02-13 23:46:06,421048.0,gt2r,,
101683.78395614868,28.5497,2730.0,30.402657,2019-02-13 23:46:06,424883.0,gt3l,0.0008652857941719312,-0.00776788345365077
101589.36428515641,28.468000000000004,2727.0,31.136097999999997,2019-02-13 23:46:06,428672.0,gt3r,,
125293.54953674375,36.6189,3399.0,35.672745000000006,2019-02-15 10:09:55,1578.0,gt1l,-0.01638427027559833,-0.015135821638571214
125388.18298540635,35.0684,3402.0,34.240390000000005,2019-02-15 10:09:55,4933.0,gt1r,,
91936.4243084302,98.9482,2446.0,95.87926,2019-02-17 23:37:46,146167.0,gt1l,-0.001262708886780156,-0.010949735415300308
91842.73683918171,99.0665,2443.0,96.905113,2019-02-17 23:37:46,150060.0,gt1r,,
88732.70739924703,117.4146,2367.0,110.407547,2019-02-17 23:37:46,154002.0,gt2l,0.009209826549228188,-0.024804921774134313
88669.53574265934,116.8328,2365.0,111.974515,2019-02-17 23:37:46,157951.0,gt2r,,
85538.5749893125,100.1871,2269.0,100.608815,2019-02-17 23:37:46,161878.0,gt3l,0.01624703794053143,0.03415566393720726
85472.88301494114,99.1198,2267.0,98.365062,2019-02-17 23:37:46,165795.0,gt3r,,
109083.82689761207,28.4033,2935.0,28.824031,2019-02-19 10:01:34,570844.0,gt1l,0.005240131371528253,-0.0005549193149372862
109147.05050337892,28.7346,2937.0,28.788946999999997,2019-02-19 10:01:34,574757.0,gt1r,,
112287.44970017836,28.3366,3038.0,28.198229500000004,2019-02-19 10:01:34,578724.0,gt2l,-0.0011355367974512798,9.909419444416065e-05
112350.59164340814,28.2649,3040.0,28.204486499999998,2019-02-19 10:01:34,582688.0,gt2r,,
115510.52278978904,27.3396,3116.0,28.312929500000006,2019-02-19 10:01:34,586660.0,gt3l,,
115510.52278978904,27.3396,3116.0,28.3031635,2019-02-19 10:01:34,590577.0,gt3r,,
92280.61417473348,89.3741,2457.0,93.011637,2019-02-23 09:53:16,671951.0,gt1l,0.05057940765523028,-0.07070731841207413
92374.76711603443,94.1363,2460.0,86.35433499999999,2019-02-23 09:53:16,675849.0,gt1r,,
95622.54802751157,36.7582,2562.0,82.40315000000002,2019-02-23 09:53:16,679719.0,gt2l,-0.01461097800856835,-0.025832432187515724
95685.3090555182,35.8412,2564.0,80.78188,2019-02-23 09:53:16,683577.0,gt2r,,
98983.56738291091,44.5583,2645.0,32.3798965,2019-02-23 09:53:16,687443.0,gt3l,-0.055530968008453294,0.027129462554703304
99078.00838021537,39.3139,2648.0,34.942029999999995,2019-02-23 09:53:16,691352.0,gt3r,,0
