ATM_long,ATM_lat,PS_x,PS_y,ATM_elev,dist_along
334.934344,79.20501,399832.1822606281,-1102459.017226588,889.8761,18112.776827927773
334.935733,79.20568399999999,399833.80053403904,-1102380.0984627893,890.3382,18191.71218178358
334.937123,79.206358,399835.43448163837,-1102301.1733639333,890.833,18270.65419223545
334.93600499999997,79.205816,399834.1164775885,-1102364.6428448719,890.4175,18334.13735650189
334.935945,79.204898,399867.16012194596,-1102459.3477290121,889.8435,18434.441381906898
334.93733199999997,79.205572,399868.7379842293,-1102380.4427646478,890.3189,18513.36212094758
334.93872000000005,79.206246,399870.3315262359,-1102301.5314648226,890.8256,18592.289509199225
334.937598,79.205701,399869.04987791285,-1102365.337111266,890.4075,18656.108026421876
334.93754,79.204786,399902.0228653474,-1102459.7190171585,889.807,18756.08383379666
334.93892900000003,79.20545899999999,399903.6745435455,-1102380.9026426382,890.3056,18834.91751272512
334.940317,79.206133,399905.26616271713,-1102301.9911840444,890.8105,18913.845020914516
334.939189,79.205586,399903.9451468639,-1102366.044248713,890.3958,18977.911706300278
334.939135,79.204673,399936.9231985638,-1102460.191926966,889.7848,19077.66809564129
334.94052400000004,79.205347,399938.535698561,-1102381.2726867753,890.2818,19156.603807638523
334.941913,79.20602099999999,399940.14463400876,-1102302.3540902562,890.7768,19235.538803361767
334.94077999999996,79.205471,399938.8407641914,-1102366.7503003473,890.373,19299.948212228865
334.940731,79.204561,399971.805848939,-1102460.5540639888,889.7684,19399.375788311798
334.94212000000005,79.205235,399973.4164250131,-1102381.634665459,890.246,19478.311619336844
334.943509,79.205908,399975.06070283864,-1102302.8186139397,890.7241,19557.144820633326
334.94237000000004,79.20535600000001,399973.71748992114,-1102367.4622470096,890.33,19621.80240732988
334.94232400000004,79.204447,400006.7056343388,-1102461.141467938,889.7451,19721.120150487186
334.943714,79.20512099999999,400008.33353570884,-1102382.214927711,890.2007,19800.063477089632
334.945104,79.205795,400009.9578698053,-1102303.2890312816,890.6631,19879.006086550242
334.943961,79.205241,400008.61380389,-1102368.1661275732,890.2862,19943.897103928753
334.943916,79.204335,400041.5119865305,-1102461.5293611288,889.6559,20042.88692058178
334.945309,79.20501,400043.1584205255,-1102382.4790137226,890.1461,20121.954411815143
334.94670299999996,79.20568399999999,400044.8577849295,-1102303.5250311769,890.5892,20200.92668036059
334.94555,79.205126,400043.47198620386,-1102368.8828864207,890.2363,20266.299225669634
334.945512,79.204222,400076.43290618283,-1102461.9909448829,889.5917,20365.069326390712
334.946904,79.204897,400078.0581756301,-1102382.9474195214,890.086,20444.129559139823
334.94829599999997,79.205572,400079.67986741,-1102303.9045400645,890.5459,20523.18907265379
334.947139,79.205011,400078.3305167103,-1102369.5985618192,890.1674,20588.89695073255
334.94710499999997,79.20411,400111.2591650582,-1102462.369689237,889.5324,20687.338699825155
334.948499,79.204785,400112.92099227634,-1102383.312038424,890.0091,20766.41381488542
334.949894,79.20546,400114.5984751625,-1102304.2480501742,890.4709,20845.49559652184
334.948729,79.20489599999999,400113.2086353707,-1102370.3061704536,890.0757,20911.568336055527
334.94869900000003,79.203997,400146.1422723089,-1102462.8430675992,889.4444,21009.79105122531
334.950094,79.204672,400147.82141817186,-1102383.7782717957,889.9082,21088.873675525978
334.951488,79.205348,400149.44045864994,-1102304.6184076853,890.3388,21168.050094856786
334.950317,79.20478100000001,400148.0486221737,-1102371.0266621816,889.971,21234.47293335395
334.950292,79.203884,400181.00647471246,-1102463.3223448594,889.366,21332.47657147479
334.951688,79.204561,400182.628378548,-1102384.045006628,889.81,21411.770498916398
334.953083,79.205237,400184.26472851867,-1102304.8780000852,890.2648,21490.954414998858
334.95190499999995,79.204666,400182.8889570472,-1102371.7460716208,889.874,21557.836637883807
334.95188199999996,79.203772,400215.77600753866,-1102463.718794843,889.291,21655.51232527283
334.953281,79.204448,400217.49099174695,-1102384.5230393533,889.7459,21734.726647578893
334.95468,79.205125,400219.16508773394,-1102305.2252356634,890.2177,21814.042120643262
334.953492,79.204551,400217.71039992786,-1102372.4713838655,889.8139,21881.30400111528
334.95347200000003,79.203659,400250.583155571,-1102464.21686324,889.2292,21978.760920055192
334.954872,79.204336,400252.2781743771,-1102384.9112630559,889.6923,22058.0846322057
334.956272,79.205013,400253.9695836349,-1102305.6063128554,890.1473,22137.407617472138
334.95507799999996,79.204436,400252.5129507448,-1102373.2026007208,889.7672,22205.01959801229
334.955064,79.203547,400285.39183634013,-1102464.597182158,889.1555,22302.14833029094
334.95646400000004,79.204224,400287.08492815524,-1102385.2914205282,889.608,22381.472162696868
334.95786499999997,79.204901,400288.79364930437,-1102305.9793226165,890.0445,22460.802665047
334.956664,79.204321,400287.3158494818,-1102373.9327376608,889.6766,22528.77214723206
334.956656,79.203434,400320.2381379964,-1102465.0791149884,889.076,22625.682101215065
334.958055,79.204111,400321.910065019,-1102385.780177873,889.5094,22704.99866170273
334.959454,79.204789,400323.54109035525,-1102306.3791979305,889.9155,22784.416391835868
334.958249,79.204205,400322.1371488515,-1102374.7714755356,889.5716,22852.823077823155
334.958241,79.20331999999999,400354.9873774893,-1102465.7115712601,888.9648,22949.514538314455
334.95964399999997,79.203998,400356.6970578878,-1102386.2818283269,889.3796,23028.962679069966
334.961047,79.204676,400358.40311552613,-1102306.8527375276,889.7589,23108.410089964647
334.959835,79.20409000000001,400356.94074616267,-1102375.4994521795,889.4379,23177.072379153564
334.959827,79.20320699999999,400389.71890506,-1102466.2332695583,888.8245,23273.545345920542
334.961231,79.203885,400391.4459066734,-1102386.7963755184,889.2223,23353.00101072345
334.96263500000003,79.20456300000001,400393.1692827748,-1102307.3601336444,889.6074,23432.45594479461
334.961419,79.203975,400391.70621110575,-1102376.2403251592,889.2737,23501.351672977242
334.961411,79.203092,400424.48688276904,-1102466.973253433,888.7109,23597.82465731909
334.962817,79.203771,400426.2131526089,-1102387.4195253395,889.0779,23677.39711273626
334.964223,79.20445,400427.93578643905,-1102307.8664514418,889.4897,23756.96883531338
334.963002,79.20385999999999,400426.4527836793,-1102376.9871093351,889.1309,23826.105400492717
334.96299,79.202977,400459.15899973316,-1102467.7471063326,888.6058,23922.578576161057
334.964402,79.20365600000001,400460.99880416924,-1102388.1512765544,888.9557,24002.19566602517
334.965814,79.204336,400462.7976495855,-1102308.4534117037,889.3532,24081.91382899071
334.964587,79.203745,400461.23818417086,-1102377.7188384081,889.01,24151.19680863886
334.96457599999997,79.202862,400493.9661561777,-1102468.4709580815,888.458,24247.669951932203
334.965986,79.203542,400495.72825639375,-1102388.7862499156,888.8252,24327.374140734686
334.967396,79.204222,400497.48670454934,-1102309.1021979405,889.1948,24407.077592849968
334.96616800000004,79.20363,400495.94697182265,-1102378.4774485608,888.8789,24476.46992798505
334.96615499999996,79.202747,400528.63896829804,-1102469.242663544,888.3045,24572.94319311318
334.96756899999997,79.203428,400530.43881023955,-1102389.4271382499,888.6649,24652.779009066795
334.968983,79.204109,400532.23498402425,-1102309.6122710535,889.0304,24732.61408447754
334.967749,79.203515,400530.6561070316,-1102379.234984733,888.7091,24802.254698436984
334.967738,79.20263299999999,400563.35178491287,-1102469.882644771,888.1264,24898.618621263286
334.969154,79.203314,400565.1881866528,-1102390.0529698152,888.4807,24978.46941571695
334.970569,79.20399599999999,400566.96436082403,-1102310.1282581978,888.8736,25058.413860938694
334.969331,79.2034,400565.3848299288,-1102379.98445572,888.526,25128.28791370592
334.96931800000004,79.20251800000001,400598.0445309227,-1102470.6452137895,887.9398,25224.651958467155
334.970737,79.203201,400599.8621090186,-1102390.5890221416,888.2915,25304.72878040271
334.972155,79.20388299999999,400601.6940738444,-1102310.6431693535,888.7101,25384.69562023742
334.970911,79.203285,400600.07541999815,-1102380.74683506,888.3418,25454.81797035319
334.9709,79.202404,400632.7387922956,-1102471.2900392252,887.7421,25551.07267262982
334.972321,79.203088,400634.55560787796,-1102391.1170096595,888.1039,25631.26628514731
334.973742,79.203771,400636.4060414033,-1102311.047328159,888.5042,25711.35734582097
334.972491,79.20316899999999,400634.803675902,-1102381.6108264017,888.1473,25781.939035085645
334.972475,79.20228900000001,400667.3360215083,-1102472.0854270996,887.5385,25878.084793609287
334.97390099999996,79.202973,400669.24712328124,-1102391.8772634033,887.9051,25958.315721769974
334.975327,79.20365799999999,400671.1171849571,-1102311.5670807245,888.2827,26038.64767414613
334.97407000000004,79.20305400000001,400669.4757234449,-1102382.3780520589,887.9458,26109.477668196738
334.974056,79.202176,400701.9744061306,-1102472.6324187503,887.3512,26205.404802435092
334.975485,79.202861,400703.9039762275,-1102392.3004210745,887.702,26285.759970852232
334.97691499999996,79.203547,400705.811728926,-1102311.8594137742,888.0733,26366.22359726717
334.975648,79.202939,400704.12887811195,-1102383.151199674,887.7455,26437.535242344555
334.975639,79.202062,400736.6889344402,-1102473.267034915,887.132,26533.352887010293
334.977069,79.202749,400738.561159542,-1102392.7225070896,887.4925,26613.91917145642
334.978499,79.203435,400740.4669708527,-1102312.2813302376,887.8265,26694.38292136955
334.977225,79.202823,400738.80046673986,-1102384.0329528388,887.5319,26766.153894484454
