,ATM_lat,ATM_long,PS_x,PS_y,ATM_elev,dist_along,slope_NS,slope_EW,ATM_elev_Sm,ATM_elev_SupSm
0,79.150302,335.663786,415944.31738589297,-1102872.3488582098,883.1842,18036.512688908148,-0.0063589,-0.009239,,
1,79.15019000000002,335.6652180000001,415976.20023372624,-1102873.4030598458,883.0373,18068.41296049083,-0.005455699999999999,-0.0061677,,
2,79.15007800000002,335.666651,416008.10264363344,-1102874.4490980208,882.8962,18100.332514901045,-0.0038374,-0.0068962,,
3,79.149967,335.668086,416040.0052989411,-1102875.377476926,882.7560000000001,18132.248675432587,-0.0048218,-0.0055706,,
4,79.149855,335.669519,416071.90833289054,-1102876.421707155,882.5889,18164.168794353882,-0.0033729,-0.0092499,,
5,79.149743,335.670953,416103.830928928,-1102877.4577710892,882.3164,18196.10819895461,-0.0017311,-0.0111151,,
6,79.149631,335.672386,416135.73458936,-1102878.5001929211,882.0158,18228.02888491583,-0.0025656,-0.0108933,,
7,79.149519,335.673819,416167.63856299,-1102879.5417108128,881.7639999999999,18259.94985440145,-0.0048146000000000005,-0.0091406,,
8,79.149407,335.675253,416199.5620986868,-1102880.5750606938,881.587,18291.890110245167,-0.005222,-0.007041800000000002,,
9,79.149295,335.676685,416231.4474497349,-1102881.6220347078,881.4175,18323.792645662365,-0.004524800000000001,-0.008247299999999999,,
10,79.149183,335.6781180000001,416263.3523627979,-1102882.6608406832,881.2351,18355.714465714034,-0.0065215,-0.007913,,
11,79.14907,335.67955,416295.2769260272,-1102883.8082336565,881.0249,18387.659641375067,-0.0062896,-0.0115915,,
12,79.148957,335.680983,416327.2210563886,-1102884.9474555529,880.758,18419.624079287805,-0.0057375,-0.0102494,880.758,
13,79.148845,335.682415,416359.10766477796,-1102885.9908149785,880.5387,18451.527752955146,-0.0075265,-0.0101462,880.5387,
14,79.148733,335.683847,416390.9945861526,-1102887.0332714706,880.2516,18483.43170992427,-0.0060438,-0.0150537,880.2516,
15,79.14862,335.685278,416422.9011677245,-1102888.1843144551,879.9043,18515.35904691866,-0.0054002,-0.012610799999999998,879.9043,
16,79.14850799999998,335.686712,416454.8272156265,-1102889.2104276314,879.558,18547.30158036379,-0.004003199999999999,-0.0141804,879.558,
17,79.148395,335.688142,416486.71518163796,-1102890.3669314568,879.2816,18579.210511362042,-0.004974899999999999,-0.008937299999999999,879.2816,
18,79.14828299999998,335.689573,416518.58411070943,-1102891.4130443486,879.0462,18611.0966053897,-0.005100899999999999,-0.0113049,879.0462,
19,79.14817,335.691005,416550.5112082207,-1102892.553202875,878.7399,18643.044054692597,-0.005956100000000001,-0.0132815,878.7399,
20,79.14805799999998,335.692436,416582.38076548843,-1102893.5975104568,878.4028,18674.93071740233,-0.0066089,-0.0143256,878.4028,
21,79.14794499999998,335.693868,416614.3084963053,-1102894.7358606372,877.9824,18706.87873512257,-0.0046021000000000005,-0.0190006,877.9824,
22,79.147832,335.6953,416646.23654502525,-1102895.873305871,877.5274,18738.82703831249,-0.0043318,-0.0153009,877.5274,
23,79.147719,335.69673,416678.12641325634,-1102897.0243909522,877.1533,18770.737674355358,-0.0049004,-0.0138716,877.1533,
24,79.147607,335.698162,416710.01647835283,-1102898.057814387,876.8321,18802.644479520663,-0.0044158,-0.0119859,876.8321,
25,79.147494,335.699594,416741.94547803386,-1102899.1925467483,876.5082,18834.59363660125,-0.001704,-0.0134314,876.5082,
26,79.14738100000002,335.701026,416773.8747955187,-1102900.326374102,876.1565,18866.543079155377,-0.0012376,-0.0125295,876.1565,
27,79.14726800000003,335.702456,416805.7659322598,-1102901.4738457005,875.9922,18898.454852746134,0.0031550000000000003,-0.0013703,875.9922,
28,79.14715600000002,335.703888,416837.65725567937,-1102902.5036549196,875.6543,18930.362798723283,0.0057154,-0.016612599999999998,875.6543,
29,79.14704300000002,335.705317,416869.5297759234,-1102903.6565964608,875.1431,18962.25616513238,-0.0029159000000000003,-0.015380200000000004,875.1431,
30,79.14693,335.706748,416901.4411123949,-1102904.7940836705,874.7942,18994.187768169893,-0.0045303,-0.0102985,874.7942,
31,79.14681800000002,335.70818,416933.3333786035,-1102905.821183699,874.4314,19026.096569124995,-0.0037165,-0.0168922,874.4314,
32,79.14670500000003,335.709611,416965.2453477861,-1102906.956863343,873.9415,19058.02874013421,-0.0026186,-0.017556099999999998,873.9415,
33,79.146592,335.711042,416997.1576345551,-1102908.0916389895,873.4782,19089.961196391123,0.0001567,-0.0118009,873.4782,
34,79.146479,335.712473,417029.07023888617,-1102909.2255106205,873.1665,19121.8939378968,0.0003315,-0.0080426,873.1665,
35,79.146367,335.713903,417060.9252638643,-1102910.263554745,872.9187,19153.76587150549,0.0023779,-0.0072197,872.9187,
36,79.146254,335.715336,417092.8769995353,-1102911.3810605172,872.6128,19185.73714347804,0.0036101,-0.0112325,872.6128,
37,79.146141,335.716765,417124.75205495476,-1102912.5267808037,872.1764,19217.63278319527,0.0009689,-0.0161932,872.1764,
38,79.146028,335.718194,417156.6274277565,-1102913.6715992405,871.7421,19249.528707707585,-0.0007384,-0.0125,871.7421,
39,79.145915,335.719627,417188.580115893,-1102914.7863905607,871.3906,19281.500836802148,-0.0006545,-0.0111289,871.3906,
40,79.145802,335.721057,417220.47537297866,-1102915.9221211604,871.0633,19313.416308106152,-0.0019166,-0.0114092,871.0633,
41,79.145689,335.722487,417252.370947411,-1102917.0569487528,870.7924,19345.33206443485,-0.0026475,-0.0088521,870.7924,
42,79.145577,335.723915,417284.1896746771,-1102918.1032433538,870.5369,19377.16798969589,-0.0025571,-0.0100571,870.5369,
43,79.145463,335.725347,417316.1630482157,-1102919.323894855,870.205,19409.164655233497,-0.0016087,-0.0128954,870.205,
44,79.145349,335.726777,417348.09824503853,-1102920.55820738,869.8366,19441.12369657581,-0.0017514,-0.012888399999999998,869.8366,
45,79.145236,335.728206,417379.9758415501,-1102921.6967065015,869.5308,19473.02161719154,-0.0032731,-0.0102734,869.5308,
46,79.145123,335.7296350000001,417411.85375524283,-1102922.834303652,869.2575,19504.91982260624,-0.0036561,-0.0112594,869.2575,
47,79.14501,335.731064,417443.7319860926,-1102923.970998819,868.9415,19536.81831282149,-0.0045332,-0.0123448,868.9415,
48,79.144897,335.7324930000001,417475.61053407367,-1102925.1067919864,868.6062,19568.71708783724,-0.0040015,-0.013521600000000002,868.6062,
49,79.14478299999998,335.733923,417507.5473321331,-1102926.3365855704,868.2362,19600.677555020076,-0.0024566,-0.014328799999999997,868.2362,
50,79.144669,335.73535,417539.42670327646,-1102927.587336431,867.9002,19632.58145262232,-0.0037605,-0.0112251,867.9002,870.0054
51,79.14455600000002,335.736781,417571.3447070656,-1102928.7058461804,867.6076,19664.51904849208,-0.003291,-0.0107929,867.6076,869.9494
52,79.144442,335.73821,417603.2632193998,-1102929.9402152211,867.367,19696.461419984436,-0.0033467,-0.0076816,867.367,869.8906
53,79.144328,335.739638,417635.16280406975,-1102931.1809693994,867.1808,19728.38512548757,-0.003597,-0.0078206,867.1808,869.8598999999999
54,79.144215,335.741067,417667.043264534,-1102932.311346464,867.0058,19760.285619397833,-0.005720899999999999,-0.0078908,867.0058,869.8123499999999
55,79.144101,335.742493,417698.9049910989,-1102933.5648757194,866.8239,19792.171995097957,-0.0061962,-0.0086417,866.8239,869.7180000000001
56,79.143987,335.74392,417730.7862894192,-1102934.8102135241,866.6575,19824.077606655108,-0.0044426000000000005,-0.0061995,866.8239,869.64215
57,79.143873,335.74535,417762.72565926646,-1102936.0327755224,866.5564,19856.04036629946,-0.0048302,-0.0044179,866.8239,869.5835999999999
58,79.14376,335.746778,417794.5881451054,-1102937.166835349,866.4357,19887.92302766145,-0.006795699999999999,-0.008878200000000001,866.8239,869.4926
59,79.14364499999998,335.748204,417826.4898655864,-1102938.518938718,866.2544,19919.853388654832,-0.0095793,-0.0096852,866.8239,869.4075499999999
