dist_along,ATM_elev,idx_ATM,z_ATL06,t_ATL06,idx_ATL06,gt_ATL06,slope_ATM,slope_ATL06
122622.95961477733,44.03935,3314.0,42.769033500000006,2018-10-18 15:53:52,617767.0,gt1l,-0.0021302187062876106,-0.012068073660727808
122685.34757504062,43.90645,3316.0,42.016131,2018-10-18 15:53:52,621070.0,gt1r,,
125829.73210943102,35.31125,3416.0,34.9730215,2018-10-18 15:53:52,624014.0,gt2l,-0.003442450872901368,-0.03140530663646792
125892.85574082706,35.09395,3418.0,32.990604499999996,2018-10-18 15:53:52,626689.0,gt2r,,
80616.60919097232,275.81145000000004,2136.0,,2018-10-21 05:21:45,205271.0,gt2r,,
77393.27969122582,252.0438,2036.0,255.10899500000002,2018-10-21 05:21:45,205803.0,gt3r,,
67676.28265430656,389.56955,1775.0,361.94800000000004,2018-10-25 05:13:27,398282.0,gt1l,0.0,0.7942755356970382
67709.96818759762,389.56955,1776.0,388.703595,2018-10-25 05:13:27,400495.0,gt1r,,
64585.038715401315,423.86985,1708.0,,2018-10-25 05:13:27,401953.0,gt2l,-0.019261886322663582,
64513.12727449689,425.255,1706.0,410.9616,2018-10-25 05:13:27,403761.0,gt2r,,
61396.07750790221,515.04695,1620.0,509.64204,2018-10-25 05:13:27,405089.0,gt3l,-0.0035841874998767667,-0.05885746427140225
61323.41110861124,515.3073999999998,1618.0,513.919,2018-10-25 05:13:27,406848.0,gt3r,,
89391.97684905643,109.0827,2388.0,108.306745,2018-10-26 15:37:16,431218.0,gt1l,-0.004027281167354143,-0.01903020535221058
89454.38868214062,108.83135,2390.0,107.11903500000001,2018-10-26 15:37:16,435063.0,gt1r,,
92815.66609283313,94.029,2474.0,96.149525,2018-10-26 15:37:16,438904.0,gt2l,-0.0033742479458278053,0.012086086420071496
92878.8949969994,93.81565,2476.0,96.913715,2018-10-26 15:37:16,442768.0,gt2r,,
96123.63888258426,76.15875,2577.0,28.349982500000007,2018-10-26 15:37:16,446618.0,gt3l,-0.018451356123776966,0.004020804091664781
96217.51003158712,74.4267,2580.0,28.727420000000002,2018-10-26 15:37:16,450520.0,gt3r,,
121969.2262203602,45.64595,3293.0,44.85763,2018-11-11 04:14:44,651543.0,gt1l,-0.0,0.008904235546261593
121875.94156996158,45.64595,3290.0,44.027001500000004,2018-11-11 04:14:44,654325.0,gt1r,,
118694.37683267426,40.8471,3211.0,39.006813,2018-11-11 04:14:44,657924.0,gt2l,0.003065006472733574,-0.025308786494630926
118631.68528480662,40.65495,3209.0,40.59345999999999,2018-11-11 04:14:44,661529.0,gt2r,,
115382.58439724693,28.34405,3112.0,28.129114500000004,2018-11-11 04:14:44,665515.0,gt3l,-0.00010717298258782828,0.0007751624132842671
115286.47808620385,28.35435,3109.0,28.054616499999998,2018-11-11 04:14:44,669480.0,gt3r,,
105440.02629630336,28.741950000000006,2823.0,28.661965500000004,2018-11-15 04:06:22,330938.0,gt1l,,
105440.02629630336,28.741950000000006,2823.0,29.297359999999998,2018-11-15 04:06:22,334879.0,gt1r,,
102185.1832942543,34.32015,2746.0,28.879676000000003,2018-11-15 04:06:22,338753.0,gt2l,-0.011263020953813303,-0.005341873180820155
102091.40738774296,35.37635,2743.0,29.380615000000002,2018-11-15 04:06:22,342690.0,gt2r,,
98952.1369473492,49.9205,2644.0,68.897153,2018-11-15 04:06:22,346611.0,gt3l,-0.0,0.023125251045525052
