,ATM_lat,ATM_long,PS_x,PS_y,ATM_elev,dist_along,ATM_elev_Sm,ATM_elev_SupSm
3253,78.92111,340.3599490000001,515569.8790125374,-1087749.3538278192,47.8902,120724.8109833851,46.0298,45.1783
3254,78.921112,340.361432,515597.9396727759,-1087735.811306503,47.7503,120755.9686555804,46.215,45.1783
3255,78.921114,340.3629160000001,515626.0189617057,-1087722.2590619398,47.2696,120787.14733097715,46.3463,45.1783
3256,78.921116,340.364398,515654.0599262982,-1087708.7240922605,46.4215,120818.28398300493,46.3463,45.1783
3257,78.921118,340.365881,515682.119519545,-1087695.1793993537,45.0354,120849.44163822992,46.3463,45.1783
3258,78.92111899999998,340.367364,515710.22558572225,-1087681.732748632,43.9099,120880.5987140168,46.3463,45.1783
3259,78.92112,340.368846,515738.3123178968,-1087668.294372979,44.3623,120911.73477774412,46.3463,45.32055
3260,78.921122,340.370328,515766.3518661698,-1087654.7565084577,46.0298,120942.87141280885,46.3463,45.456050000000005
3261,78.921123,340.3718120000001,515794.4758613006,-1087641.298678865,47.2971,120974.04948650596,46.3463,45.5339
3262,78.921124,340.373293,515822.54255723505,-1087627.8671304658,47.8889,121005.1645297018,46.3463,45.58855
3263,78.921125,340.374775,515850.62788587686,-1087614.4258545141,48.0887,121036.30057929276,46.3463,45.64595
3264,78.921126,340.376256,515878.6938820666,-1087600.9928571128,48.0359,121067.41561683573,46.3463,45.64595
3265,78.921126,340.377738,515906.8253569733,-1087587.6488887386,47.7215,121098.55147032325,46.3463,45.64595
3266,78.921127,340.379219,515934.8906558986,-1087574.2144411565,47.121,121129.66650504294,46.3463,45.64595
3267,78.921128,340.380698,515962.9176419706,-1087560.7972798552,46.3463,121160.73951850574,46.3463,45.64595
3268,78.921128,340.38218,515991.0480771611,-1087547.4511329802,45.5401,121191.87536634096,46.3463,45.64595
3269,78.921128,340.38366,516019.1402050286,-1087534.1222709622,45.0999,121222.96919548465,46.3463,45.64595
3270,78.921128,340.3851410000001,516047.25096941064,-1087520.7836765805,45.5277,121254.08403397414,46.3463,45.64595
3271,78.92112900000002,340.3866220000001,516075.31452717533,-1087507.3456053068,45.8488,121285.19906304312,46.3463,45.64595
3272,78.92112900000002,340.388101,516103.3866387031,-1087494.0235743294,46.0159,121316.2718800218,46.3463,45.64595
3273,78.92112900000002,340.389582,516131.49636657076,-1087480.6828023326,46.1025,121347.38671568375,46.4056,45.64595
3274,78.92112900000002,340.391063,516159.6057495945,-1087467.3413037495,45.742,121378.50155134794,46.4056,45.64595
3275,78.92112900000002,340.392543,516187.6958081009,-1087454.0080877657,46.1718,121409.59537767046,46.4056,45.64595
3276,78.92112900000002,340.394022,516215.76654276776,-1087440.683155861,47.0928,121440.66819464914,46.4056,45.64595
3277,78.92112900000002,340.395503,516243.87489183724,-1087427.3394790494,47.4552,121471.7830303111,46.4056,45.64595
3278,78.92112900000002,340.3969830000001,516271.9639170354,-1087414.0040863324,47.3602,121502.87685663564,46.3463,45.64595
3279,78.92113,340.398464,516300.0246942418,-1087400.560216332,47.1194,121533.99188287715,46.3157,45.64595
3280,78.92113,340.399943,516328.0940491986,-1087387.2323848526,46.8239,121565.06469703426,46.1718,45.64595
