# Filename: ILATM2_20140429_160009_smooth_nadir3seg_50pt.csv
# Input filename: ILATM1B_20140429_160009.ATM4BT4.qi
# Number of segments: 3
# Nadir block width: 80.0m
# Output interval: 0.25sec
# Smoothing interval: 0.5sec
# Trajectory file used: 140429_aa_l12_cfm_itrf08_05jun14_b898
# International Terrestrial Reference Frame: ITRF08
#
# UTC_Seconds_Of_Day, Latitude(deg), Longitude(deg), WGS84_Ellipsoid_Height(m), South-to-North_Slope, West-to-East_Slope, RMS_Fit(cm), Number_Of_ATM_Measurments_Used, Number_Of_ATM_Measurements_Removed, Distance_Of_Block_To_The_Right_Of_Aircraft(m), Track_Identifier
57598.25, 78.920225, 340.313640, 44.5217, -0.0073791, -0.0084802, 8.95, 360, 1, -34, 2
57598.25, 78.919372, 340.313657, 45.1644, -0.0050827, -0.0084890, 7.80, 607, 5, -129, 3
57598.25, 78.920531, 340.313635, 44.2426, -0.0091278, -0.0069223, 8.91, 308, 0, 0, 0
57598.50, 78.921133, 340.312078, 43.5783, -0.0144793, -0.0010904, 9.22, 554, 1, 67, 1
57598.50, 78.920288, 340.312094, 44.6312, -0.0086513, -0.0017687, 8.02, 357, 0, -27, 2
57598.50, 78.919442, 340.312110, 45.3178, -0.0045117, -0.0029978, 8.45, 633, 1, -121, 3
57598.50, 78.920530, 340.312090, 44.3856, -0.0094040, -0.0014556, 7.58, 304, 0, 0, 0
57598.75, 78.921171, 340.310538, 43.3619, -0.0143000, 0.0102655, 8.35, 552, 1, 71, 1
57598.75, 78.920341, 340.310549, 44.4873, -0.0099030, 0.0071770, 8.44, 348, 1, -21, 2
57598.75, 78.919511, 340.310559, 45.2788, -0.0059027, 0.0023538, 8.65, 644, 2, -113, 3
57598.75, 78.920529, 340.310546, 44.2770, -0.0103290, 0.0085177, 9.36, 297, 0, 0, 0
57599.00, 78.921195, 340.308992, 42.9673, -0.0117137, 0.0099665, 10.48, 553, 2, 74, 1
57599.00, 78.920380, 340.309007, 44.1009, -0.0120018, 0.0138523, 7.95, 342, 3, -17, 2
57599.00, 78.919564, 340.309023, 45.0413, -0.0072661, 0.0086025, 9.01, 640, 2, -107, 3
57599.00, 78.920529, 340.309005, 43.8970, -0.0120415, 0.0150643, 7.13, 298, 2, 0, 0
57599.25, 78.921206, 340.307454, 42.5470, -0.0072771, 0.0121874, 10.64, 557, 1, 75, 1
57599.25, 78.920401, 340.307462, 43.4809, -0.0127208, 0.0220252, 7.87, 340, 2, -14, 2
57599.25, 78.919595, 340.307470, 44.5448, -0.0089612, 0.0182463, 9.60, 636, 3, -104, 3
57599.25, 78.920528, 340.307461, 43.2989, -0.0120781, 0.0217569, 7.41, 306, 2, 0, 0
57599.50, 78.921211, 340.305914, 42.0396, -0.0036662, 0.0156508, 7.55, 558, 3, 76, 1
57599.50, 78.920409, 340.305919, 42.6662, -0.0110581, 0.0266923, 6.81, 340, 1, -13, 2
57599.50, 78.919607, 340.305923, 43.7145, -0.0110737, 0.0293046, 8.17, 630, 5, -102, 3
57599.50, 78.920527, 340.305918, 42.5230, -0.0101252, 0.0255062, 7.09, 301, 1, 0, 0
57599.75, 78.921213, 340.304369, 41.4372, -0.0019757, 0.0195667, 5.58, 560, 0, 76, 1
57599.75, 78.920411, 340.304375, 41.7976, -0.0077288, 0.0260725, 8.38, 334, 0, -13, 2
57599.75, 78.919609, 340.304382, 42.6574, -0.0110422, 0.0345882, 6.46, 619, 1, -102, 3
57599.75, 78.920526, 340.304374, 41.6977, -0.0062682, 0.0241967, 7.80, 288, 2, 0, 0
57600.00, 78.921216, 340.302821, 40.7914, -0.0005332, 0.0183544, 7.09, 559, 2, 77, 1
57600.00, 78.920412, 340.302832, 40.9834, -0.0036044, 0.0237423, 8.34, 332, 1, -13, 2
57600.00, 78.919609, 340.302844, 41.5372, -0.0098395, 0.0344047, 7.00, 613, 5, -102, 3
57600.00, 78.920526, 340.302831, 40.9300, -0.0027595, 0.0222994, 6.85, 290, 3, 0, 0
57600.25, 78.921220, 340.301279, 40.1357, 0.0000000, 0.0211272, 8.91, 559, 1, 77, 1
57600.25, 78.920414, 340.301289, 40.1935, -0.0012721, 0.0241997, 6.65, 327, 6, -12, 2
57600.25, 78.919609, 340.301299, 40.4840, -0.0072323, 0.0317665, 8.79, 606, 7, -102, 3
57600.25, 78.920525, 340.301288, 40.1761, -0.0009399, 0.0237027, 7.41, 295, 2, 0, 0
57600.50, 78.921223, 340.299736, 39.4411, -0.0015100, 0.0212255, 11.93, 561, 3, 78, 1
57600.50, 78.920416, 340.299748, 39.5045, -0.0007448, 0.0165856, 15.87, 334, 0, -12, 2
57600.50, 78.919609, 340.299761, 39.6983, -0.0038474, 0.0184451, 17.02, 617, 0, -102, 3
57600.50, 78.920524, 340.299747, 39.4923, -0.0003992, 0.0164834, 16.39, 297, 0, 0, 0
57600.75, 78.921226, 340.298190, 39.2348, -0.0031034, -0.0077155, 18.31, 562, 0, 78, 1
57600.75, 78.920417, 340.298204, 39.3449, -0.0005164, -0.0097416, 10.76, 331, 2, -12, 2
57600.75, 78.919609, 340.298218, 39.5448, -0.0045997, -0.0102579, 12.67, 616, 2, -102, 3
57600.75, 78.920523, 340.298202, 39.3436, -0.0006330, -0.0106967, 10.35, 292, 1, 0, 0
57601.00, 78.921230, 340.296644, 39.6967, -0.0037395, -0.0187084, 10.27, 562, 0, 79, 1
57601.00, 78.920422, 340.296660, 39.8436, -0.0005155, -0.0205698, 8.56, 330, 1, -11, 2
57601.00, 78.919614, 340.296675, 40.0518, -0.0049763, -0.0201801, 7.78, 611, 1, -101, 3
57601.00, 78.920522, 340.296658, 39.8420, -0.0006437, -0.0200793, 8.27, 294, 1, 0, 0
57601.25, 78.921235, 340.295099, 40.0951, -0.0048602, -0.0040139, 10.05, 564, 1, 79, 1
57601.25, 78.920427, 340.295117, 40.3848, -0.0019154, -0.0117686, 11.07, 332, 0, -10, 2
57601.25, 78.919619, 340.295134, 40.6159, -0.0027383, -0.0119715, 11.90, 624, 0, -100, 3
57601.25, 78.920521, 340.295115, 40.3703, -0.0017025, -0.0107153, 10.74, 294, 2, 0, 0
57601.50, 78.921242, 340.293552, 40.0786, -0.0054597, 0.0055672, 7.27, 567, 2, 80, 1
57601.50, 78.920434, 340.293575, 40.5189, -0.0034563, 0.0038748, 10.63, 332, 0, -10, 2
57601.50, 78.919626, 340.293597, 40.7575, -0.0017923, 0.0045302, 10.53, 619, 1, -99, 3
57601.50, 78.920519, 340.293572, 40.4848, -0.0038223, 0.0043911, 10.56, 294, 0, 0, 0
57601.75, 78.921250, 340.292005, 39.7627, -0.0063017, 0.0142611, 10.31, 575, 0, 81, 1
57601.75, 78.920440, 340.292031, 40.2335, -0.0046228, 0.0132457, 7.40, 336, 0, -9, 2
57601.75, 78.919631, 340.292056, 40.5064, -0.0015851, 0.0112294, 7.18, 619, 2, -99, 3
57601.75, 78.920518, 340.292028, 40.1966, -0.0051086, 0.0137007, 7.25, 295, 0, 0, 0
57602.00, 78.921269, 340.290457, 39.1397, -0.0086688, 0.0249306, 7.50, 562, 7, 84, 1
57602.00, 78.920454, 340.290488, 39.7193, -0.0056402, 0.0174959, 7.70, 338, 1, -7, 2
57602.00, 78.919639, 340.290520, 40.0831, -0.0019875, 0.0141493, 8.16, 611, 0, -98, 3
57602.00, 78.920516, 340.290486, 39.6815, -0.0055687, 0.0178315, 7.64, 296, 1, 0, 0
57602.25, 78.921293, 340.288909, 38.2806, -0.0089414, 0.0251345, 9.08, 540, 29, 87, 1
57602.25, 78.920471, 340.288943, 39.0086, -0.0068359, 0.0251432, 8.37, 338, 0, -5, 2
57602.25, 78.919650, 340.288977, 39.5341, -0.0015343, 0.0189761, 8.33, 599, 9, -96, 3
57602.25, 78.920513, 340.288941, 38.9743, -0.0067083, 0.0253504, 8.19, 293, 0, 0, 0
57602.50, 78.921317, 340.287360, 37.9788, -0.0005250, -0.0096866, 25.36, 560, 5, 90, 1
57602.50, 78.920491, 340.287398, 38.4144, -0.0040582, 0.0087256, 26.52, 339, 0, -2, 2
57602.50, 78.919665, 340.287437, 38.9043, -0.0044892, 0.0167478, 22.83, 599, 16, -94, 3
57602.50, 78.920511, 340.287397, 38.4096, -0.0040118, 0.0077175, 26.27, 293, 0, 0, 0
57602.75, 78.921344, 340.285809, 38.3776, 0.0052442, -0.0158754, 11.55, 554, 0, 93, 1
57602.75, 78.920518, 340.285852, 38.4884, -0.0033687, -0.0135626, 13.21, 337, 1, 1, 2
57602.75, 78.919691, 340.285895, 38.6533, -0.0034025, -0.0028741, 34.07, 614, 5, -91, 3
57602.75, 78.920508, 340.285852, 38.4981, -0.0033279, -0.0134983, 13.40, 297, 0, 0, 0
57603.00, 78.921366, 340.284259, 38.7344, 0.0088141, -0.0086581, 19.37, 542, 10, 96, 1
57603.00, 78.920541, 340.284306, 38.7153, -0.0051581, 0.0008971, 11.15, 337, 0, 4, 2
57603.00, 78.919717, 340.284353, 39.0590, 0.0018849, -0.0186564, 12.65, 598, 23, -88, 3
57603.00, 78.920505, 340.284308, 38.7357, -0.0055497, 0.0008391, 10.81, 297, 1, 0, 0
57603.25, 78.921379, 340.282708, 38.9448, 0.0204234, -0.0206274, 16.29, 514, 31, 98, 1
57603.25, 78.920562, 340.282760, 38.2338, -0.0053930, 0.0280814, 23.97, 330, 8, 7, 2
57603.25, 78.919745, 340.282811, 39.0104, -0.0062881, 0.0118955, 20.18, 617, 6, -84, 3
57603.25, 78.920502, 340.282763, 38.2559, -0.0064149, 0.0287034, 24.07, 295, 2, 0, 0
57603.50, 78.921383, 340.281167, 39.7773, 0.0193283, -0.0272187, 7.67, 526, 19, 98, 1
57603.50, 78.920574, 340.281216, 37.9005, 0.0137722, -0.0071053, 63.94, 334, 0, 8, 2
57603.50, 78.919766, 340.281264, 38.0522, -0.0150347, 0.0363646, 21.90, 632, 5, -81, 3
57603.50, 78.920498, 340.281220, 37.7788, 0.0108765, -0.0002440, 65.04, 296, 0, 0, 0
57603.75, 78.921382, 340.279612, 40.7549, 0.0155404, -0.0283437, 10.89, 545, 1, 99, 1
57603.75, 78.920578, 340.279668, 38.7648, 0.0270589, -0.0455657, 15.61, 322, 6, 9, 2
57603.75, 78.919774, 340.279725, 37.4823, -0.0033339, 0.0062378, 63.89, 625, 3, -80, 3
57603.75, 78.920495, 340.279674, 38.5097, 0.0270113, -0.0481608, 14.51, 289, 7, 0, 0
57604.00, 78.921378, 340.278060, 41.6558, 0.0093932, -0.0210587, 13.79, 543, 3, 99, 1
57604.00, 78.920575, 340.278122, 40.1881, 0.0197346, -0.0387896, 9.70, 321, 9, 9, 2
57604.00, 78.919773, 340.278184, 38.3193, 0.0159104, -0.0466179, 11.59, 595, 30, -80, 3
57604.00, 78.920490, 340.278128, 39.9867, 0.0201029, -0.0405835, 9.79, 291, 6, 0, 0
57604.25, 78.921373, 340.276509, 42.3263, 0.0038842, -0.0142777, 9.58, 540, 13, 99, 1
57604.25, 78.920572, 340.276576, 41.3747, 0.0159560, -0.0329218, 8.87, 325, 6, 10, 2
57604.25, 78.919771, 340.276642, 39.7790, 0.0160842, -0.0425602, 8.30, 617, 1, -80, 3
57604.25, 78.920486, 340.276583, 41.2200, 0.0165621, -0.0339074, 8.19, 291, 6, 0, 0
57604.50, 78.921366, 340.274960, 42.8377, 0.0035719, -0.0164502, 8.64, 552, 2, 98, 1
57604.50, 78.920566, 340.275030, 42.2842, 0.0103025, -0.0229550, 12.31, 325, 4, 9, 2
57604.50, 78.919767, 340.275099, 41.0768, 0.0140567, -0.0387135, 8.90, 618, 2, -79, 3
57604.50, 78.920481, 340.275037, 42.1812, 0.0113424, -0.0246771, 11.83, 298, 1, 0, 0
57604.75, 78.921355, 340.273409, 43.3308, 0.0045292, -0.0137568, 9.10, 549, 4, 98, 1
57604.75, 78.920558, 340.273484, 43.0135, 0.0049044, -0.0218707, 10.79, 328, 2, 9, 2
57604.75, 78.919761, 340.273559, 42.2318, 0.0104302, -0.0347102, 11.26, 617, 1, -80, 3
57604.75, 78.920476, 340.273492, 42.9673, 0.0060564, -0.0232519, 9.67, 297, 3, 0, 0
57605.00, 78.921346, 340.271858, 43.4872, 0.0028314, 0.0057362, 17.51, 560, 3, 97, 1
57605.00, 78.920551, 340.271938, 43.5026, -0.0022124, -0.0067643, 21.79, 330, 0, 9, 2
57605.00, 78.919756, 340.272017, 43.1986, 0.0071016, -0.0267313, 9.73, 615, 6, -80, 3
57605.00, 78.920471, 340.271946, 43.5162, -0.0016401, -0.0087483, 21.84, 300, 0, 0, 0
57605.25, 78.921344, 340.270305, 42.9412, -0.0047381, 0.0349025, 18.44, 550, 10, 98, 1
57605.25, 78.920548, 340.270389, 43.3964, -0.0081054, 0.0174257, 11.82, 322, 12, 9, 2
57605.25, 78.919752, 340.270474, 43.7368, 0.0029604, -0.0095004, 21.62, 611, 10, -79, 3
57605.25, 78.920465, 340.270398, 43.4523, -0.0080274, 0.0157664, 14.67, 296, 5, 0, 0
57605.50, 78.921353, 340.268753, 41.6764, -0.0099769, 0.0443859, 10.42, 509, 52, 100, 1
57605.50, 78.920552, 340.268843, 42.6280, -0.0101348, 0.0303996, 11.19, 334, 0, 10, 2
57605.50, 78.919750, 340.268933, 43.4683, -0.0030842, 0.0189606, 11.57, 613, 10, -79, 3
57605.50, 78.920458, 340.268853, 42.7378, -0.0109861, 0.0290402, 10.19, 302, 0, 0, 0
57605.75, 78.921358, 340.267194, 39.7513, -0.0174328, 0.0607231, 45.06, 558, 0, 101, 1
57605.75, 78.920554, 340.267292, 41.5563, -0.0129596, 0.0342378, 6.70, 312, 24, 11, 2
57605.75, 78.919750, 340.267390, 42.6645, -0.0077059, 0.0244312, 13.55, 622, 2, -78, 3
57605.75, 78.920452, 340.267305, 41.7143, -0.0130871, 0.0339510, 6.43, 295, 6, 0, 0
57606.00, 78.921359, 340.265637, 38.6903, 0.0038892, -0.0365030, 49.23, 526, 31, 102, 1
57606.00, 78.920555, 340.265743, 40.2952, -0.0152063, 0.0318627, 43.20, 335, 0, 12, 2
57606.00, 78.919751, 340.265849, 41.6701, -0.0126585, 0.0327199, 6.73, 596, 23, -77, 3
57606.00, 78.920445, 340.265757, 40.4843, -0.0153969, 0.0376868, 25.70, 286, 14, 0, 0
57606.25, 78.921364, 340.264083, 40.1773, 0.0137341, -0.0591741, 13.49, 532, 18, 103, 1
57606.25, 78.920561, 340.264192, 39.9184, -0.0013349, -0.0330709, 19.79, 305, 26, 14, 2
57606.25, 78.919757, 340.264302, 40.7565, -0.0124169, 0.0224791, 15.65, 590, 29, -76, 3
57606.25, 78.920437, 340.264209, 40.1450, -0.0076404, -0.0162955, 42.60, 301, 0, 0, 0
57606.50, 78.921368, 340.262521, 41.8969, 0.0132674, -0.0420635, 10.98, 551, 0, 105, 1
57606.50, 78.920566, 340.262640, 40.9910, 0.0053648, -0.0314181, 13.30, 337, 0, 15, 2
57606.50, 78.919763, 340.262760, 40.8120, -0.0025061, -0.0118804, 22.05, 612, 2, -74, 3
57606.50, 78.920429, 340.262661, 40.8969, 0.0036395, -0.0284810, 11.05, 297, 3, 0, 0
57606.75, 78.921374, 340.260964, 43.0759, 0.0118284, -0.0265613, 8.57, 543, 5, 106, 1
57606.75, 78.920573, 340.261089, 42.0394, 0.0087439, -0.0315956, 10.63, 329, 0, 17, 2
57606.75, 78.919771, 340.261214, 41.5252, 0.0026364, -0.0262985, 8.34, 614, 2, -72, 3
57606.75, 78.920420, 340.261113, 41.8810, 0.0069650, -0.0310386, 9.57, 299, 0, 0, 0
57607.00, 78.921374, 340.259409, 43.8447, 0.0111077, -0.0195189, 6.70, 548, 2, 107, 1
57607.00, 78.920577, 340.259539, 42.9719, 0.0083815, -0.0231763, 7.33, 328, 4, 18, 2
57607.00, 78.919779, 340.259668, 42.3951, 0.0029801, -0.0253869, 8.12, 616, 1, -70, 3
57607.00, 78.920411, 340.259565, 42.8026, 0.0075322, -0.0240992, 7.68, 298, 1, 0, 0
57607.25, 78.921371, 340.257848, 44.4407, 0.0103417, -0.0158998, 7.19, 541, 5, 108, 1
57607.25, 78.920578, 340.257985, 43.6457, 0.0077667, -0.0174632, 6.61, 334, 0, 20, 2
57607.25, 78.919785, 340.258122, 43.0996, 0.0027820, -0.0169808, 6.32, 624, 3, -69, 3
57607.25, 78.920401, 340.258016, 43.4850, 0.0072663, -0.0175549, 6.58, 305, 0, 0, 0
57607.50, 78.921364, 340.256286, 44.7888, 0.0073729, -0.0031949, 13.66, 551, 2, 108, 1
57607.50, 78.920575, 340.256432, 44.1522, 0.0071707, -0.0132631, 6.66, 337, 0, 20, 2
57607.50, 78.919785, 340.256578, 43.6298, 0.0029479, -0.0154986, 6.31, 626, 2, -67, 3
57607.50, 78.920391, 340.256466, 43.9975, 0.0067893, -0.0142840, 6.20, 306, 2, 0, 0
57607.75, 78.921355, 340.254726, 44.7637, 0.0029904, 0.0062014, 11.84, 552, 1, 109, 1
57607.75, 78.920568, 340.254879, 44.5334, 0.0032007, -0.0101927, 11.26, 332, 0, 21, 2
57607.75, 78.919782, 340.255033, 44.2384, 0.0018755, -0.0219901, 7.06, 630, 0, -67, 3
57607.75, 78.920380, 340.254916, 44.4585, 0.0030848, -0.0143911, 9.40, 309, 0, 0, 0
57608.00, 78.921344, 340.253174, 44.8956, 0.0025083, -0.0148934, 15.49, 555, 0, 109, 1
57608.00, 78.920558, 340.253331, 44.9385, -0.0029279, -0.0155150, 8.93, 325, 6, 21, 2
57608.00, 78.919772, 340.253488, 44.9964, -0.0007131, -0.0253933, 7.68, 632, 1, -66, 3
57608.00, 78.920369, 340.253369, 44.9820, -0.0022047, -0.0173137, 8.63, 312, 0, 0, 0
57608.25, 78.921328, 340.251618, 45.5100, 0.0040450, -0.0227543, 8.59, 554, 0, 108, 1
57608.25, 78.920543, 340.251779, 45.6075, -0.0054083, -0.0243381, 9.35, 328, 0, 21, 2
57608.25, 78.919758, 340.251941, 45.8288, -0.0020024, -0.0254398, 6.77, 632, 2, -67, 3
57608.25, 78.920357, 340.251818, 45.6888, -0.0049995, -0.0247150, 9.36, 308, 0, 0, 0
57608.50, 78.921309, 340.250061, 46.0569, 0.0031838, -0.0088823, 14.32, 555, 1, 107, 1
57608.50, 78.920526, 340.250227, 46.3059, -0.0064517, -0.0156292, 19.75, 325, 0, 20, 2
57608.50, 78.919742, 340.250393, 46.5196, -0.0003231, -0.0145108, 14.55, 631, 2, -67, 3
57608.50, 78.920345, 340.250265, 46.4112, -0.0045978, -0.0167388, 19.14, 305, 0, 0, 0
57608.75, 78.921289, 340.248504, 46.0495, 0.0028295, 0.0107546, 9.46, 549, 5, 106, 1
57608.75, 78.920506, 340.248677, 46.2550, -0.0037855, 0.0197490, 13.49, 324, 5, 19, 2
57608.75, 78.919723, 340.248850, 46.4013, 0.0009623, 0.0210359, 20.27, 626, 0, -68, 3
57608.75, 78.920332, 340.248715, 46.3320, -0.0016786, 0.0211542, 14.62, 307, 2, 0, 0
57609.00, 78.921270, 340.246948, 45.5510, 0.0017408, 0.0199235, 8.48, 551, 3, 106, 1
57609.00, 78.920488, 340.247127, 45.5587, -0.0005965, 0.0208741, 8.45, 334, 0, 19, 2
57609.00, 78.919707, 340.247305, 45.5398, 0.0023348, 0.0309939, 10.49, 627, 0, -68, 3
57609.00, 78.920319, 340.247165, 45.5766, 0.0006263, 0.0226827, 8.10, 312, 1, 0, 0
57609.25, 78.921253, 340.245387, 44.8956, 0.0002953, 0.0199096, 7.87, 545, 5, 106, 1
57609.25, 78.920472, 340.245573, 44.8787, 0.0020537, 0.0199249, 7.77, 332, 1, 18, 2
57609.25, 78.919690, 340.245759, 44.5949, 0.0060413, 0.0287507, 8.19, 622, 3, -69, 3
57609.25, 78.920306, 340.245612, 44.8504, 0.0032885, 0.0210629, 7.59, 311, 1, 0, 0
57609.50, 78.921236, 340.243823, 44.4766, 0.0040262, 0.0016977, 17.80, 537, 3, 105, 1
57609.50, 78.920453, 340.244019, 44.2304, 0.0046407, 0.0182379, 9.67, 333, 1, 18, 2
57609.50, 78.919670, 340.244215, 43.6973, 0.0084795, 0.0264368, 7.31, 621, 3, -69, 3
57609.50, 78.920292, 340.244060, 44.1574, 0.0061287, 0.0199249, 9.27, 311, 0, 0, 0
57609.75, 78.921216, 340.242263, 44.4690, 0.0090058, -0.0057408, 9.05, 536, 3, 105, 1
57609.75, 78.920430, 340.242468, 43.8028, 0.0074884, 0.0063023, 8.82, 331, 1, 17, 2
57609.75, 78.919643, 340.242672, 43.0380, 0.0104869, 0.0139216, 13.10, 627, 0, -71, 3
57609.75, 78.920277, 340.242507, 43.6753, 0.0085313, 0.0076816, 8.37, 304, 4, 0, 0
57610.00, 78.921188, 340.240710, 44.4477, 0.0104305, 0.0043625, 8.05, 541, 0, 103, 1
57610.00, 78.920400, 340.240918, 43.6110, 0.0089115, 0.0041359, 6.39, 338, 1, 15, 2
57610.00, 78.919612, 340.241127, 42.7826, 0.0114729, 0.0004519, 6.90, 613, 3, -72, 3
57610.00, 78.920262, 340.240955, 43.4772, 0.0087557, 0.0039623, 6.53, 310, 0, 0, 0
57610.25, 78.921155, 340.239150, 44.1217, 0.0097713, 0.0134032, 7.30, 543, 1, 101, 1
57610.25, 78.920366, 340.239368, 43.3510, 0.0094407, 0.0102403, 5.61, 335, 2, 13, 2
57610.25, 78.919577, 340.239586, 42.6323, 0.0110529, 0.0057172, 8.81, 607, 5, -75, 3
57610.25, 78.920246, 340.239401, 43.2367, 0.0091254, 0.0100985, 6.03, 310, 0, 0, 0
57610.50, 78.921119, 340.237590, 43.5702, 0.0074043, 0.0189235, 8.35, 547, 0, 99, 1
57610.50, 78.920329, 340.237818, 42.9407, 0.0101910, 0.0123548, 5.34, 333, 0, 11, 2
57610.50, 78.919539, 340.238047, 42.2173, 0.0089780, 0.0148793, 9.32, 614, 4, -77, 3
57610.50, 78.920230, 340.237847, 42.8424, 0.0105048, 0.0125951, 5.65, 305, 0, 0, 0
57610.75, 78.921080, 340.236037, 43.0345, 0.0041242, 0.0132329, 11.19, 550, 1, 97, 1
57610.75, 78.920289, 340.236270, 42.5653, 0.0097365, 0.0068025, 8.91, 330, 3, 8, 2
57610.75, 78.919499, 340.236503, 41.6553, 0.0087982, 0.0165866, 8.05, 595, 18, -80, 3
57610.75, 78.920214, 340.236292, 42.4927, 0.0107452, 0.0065142, 8.52, 304, 1, 0, 0
57611.00, 78.921043, 340.234487, 42.8942, 0.0003172, -0.0031988, 10.24, 551, 0, 94, 1
57611.00, 78.920250, 340.234722, 42.5436, 0.0086225, -0.0082751, 9.14, 335, 0, 6, 2
57611.00, 78.919457, 340.234956, 41.3156, 0.0165687, 0.0077694, 18.39, 610, 1, -82, 3
57611.00, 78.920196, 340.234738, 42.4958, 0.0093187, -0.0080883, 8.84, 305, 0, 0, 0
57611.25, 78.920999, 340.232932, 43.0253, -0.0035101, -0.0008018, 11.12, 547, 2, 91, 1
57611.25, 78.920208, 340.233174, 42.7660, 0.0093201, -0.0071636, 10.16, 336, 0, 3, 2
57611.25, 78.919418, 340.233416, 41.1392, 0.0280027, 0.0054421, 20.39, 609, 1, -85, 3
57611.25, 78.920179, 340.233183, 42.7426, 0.0097507, -0.0073470, 9.87, 302, 1, 0, 0
57611.50, 78.920956, 340.231377, 42.8936, -0.0062660, 0.0123090, 10.27, 551, 3, 89, 1
57611.50, 78.920168, 340.231625, 42.8285, 0.0098793, 0.0004352, 12.65, 333, 2, 1, 2
57611.50, 78.919381, 340.231873, 40.8729, 0.0404200, 0.0127491, 17.66, 590, 15, -87, 3
57611.50, 78.920161, 340.231627, 42.8346, 0.0099462, 0.0003340, 12.08, 302, 1, 0, 0
57611.75, 78.920913, 340.229822, 42.3865, -0.0057481, 0.0193556, 8.88, 560, 2, 86, 1
57611.75, 78.920124, 340.230076, 42.4967, 0.0088677, 0.0171181, 15.75, 334, 0, -2, 2
57611.75, 78.919335, 340.230331, 40.1889, 0.0496392, 0.0202218, 23.66, 577, 28, -90, 3
57611.75, 78.920143, 340.230071, 42.5313, 0.0084181, 0.0172036, 14.73, 303, 0, 0, 0
57612.00, 78.920877, 340.228269, 41.7222, -0.0031712, 0.0188379, 8.55, 559, 2, 84, 1
57612.00, 78.920088, 340.228526, 41.7235, 0.0088322, 0.0271834, 12.49, 334, 1, -4, 2
