# Filename: 20180418_134300_smooth_nadir3seg_50pt.csv
# Input filename: 20180418_134300.atm6AT6.filt.qi
# Number of segments: 3
# Nadir block width: 80.0m
# Output interval: 0.25sec
# Smoothing interval: 0.5sec
# Trajectory file used: 180418_aa_l12_cfm_itrf14_14may18_b897
# International Terrestrial Reference Frame: ITRF14
#
# UTC_Seconds_Of_Day, Latitude(deg), Longitude(deg), WGS84_Ellipsoid_Height(m), South-to-North_Slope, West-to-East_Slope, RMS_Fit(cm), Number_Of_ATM_Measurments_Used, Number_Of_ATM_Measurements_Removed, Distance_Of_Block_To_The_Right_Of_Aircraft(m), Track_Identifier
49385.50, 78.943361, 338.579040, 238.7847, -0.0355731, -0.0708376, 45.35, 859, 24, -49, 2
49385.50, 78.944446, 338.580531, 234.5972, 0.0275176, -0.0822783, 39.97, 1588, 13, -174, 3
49385.50, 78.942931, 338.578449, 241.2618, -0.0352935, -0.0535925, 41.87, 598, 25, 0, 0
49385.75, 78.942232, 338.579028, 242.2956, -0.0054340, -0.0540385, 45.22, 1811, 41, 72, 1
49385.75, 78.943319, 338.580530, 237.2604, -0.0488513, -0.0377874, 38.68, 924, 29, -53, 2
49385.75, 78.944406, 338.582032, 232.3250, 0.0161051, -0.0587719, 39.44, 1568, 39, -178, 3
49385.75, 78.942858, 338.579892, 240.0956, -0.0361046, -0.0411834, 35.60, 632, 28, 0, 0
49386.00, 78.942177, 338.580487, 240.5273, 0.0053822, -0.0620441, 58.24, 1563, 231, 70, 1
49386.00, 78.943269, 338.582014, 236.6077, -0.0531836, -0.0188612, 38.61, 869, 66, -56, 2
49386.00, 78.944360, 338.583541, 231.5783, -0.0116776, -0.0039189, 58.43, 1601, 4, -181, 3
49386.00, 78.942785, 338.581337, 239.2010, -0.0254083, -0.0295736, 51.51, 540, 91, 0, 0
49386.25, 78.942120, 338.581952, 238.2071, 0.0142829, -0.0751123, 86.72, 1612, 205, 68, 1
49386.25, 78.943218, 338.583491, 236.1877, -0.0436092, -0.0155415, 57.54, 851, 103, -58, 2
49386.25, 78.944315, 338.585029, 231.8305, -0.0196067, 0.0099450, 48.35, 1649, 10, -185, 3
49386.25, 78.942710, 338.582779, 238.2089, 0.0035187, -0.0340619, 59.17, 560, 84, 0, 0
49386.50, 78.942090, 338.583453, 236.6694, 0.0145503, -0.0305113, 108.66, 1669, 194, 63, 1
49386.50, 78.943181, 338.584993, 235.9681, -0.0443411, -0.0124367, 62.02, 930, 87, -63, 2
49386.50, 78.944272, 338.586534, 231.9624, -0.0105380, 0.0043005, 41.94, 1654, 34, -189, 3
49386.50, 78.942635, 338.584222, 237.8024, 0.0043900, 0.0054465, 52.74, 636, 54, 0, 0
49386.75, 78.942033, 338.584912, 233.9637, 0.0237888, 0.0026407, 486.27, 1843, 20, 61, 1
49386.75, 78.943132, 338.586477, 235.1576, -0.0404665, -0.0611014, 57.76, 904, 83, -66, 2
49386.75, 78.944231, 338.588042, 232.4425, -0.0095717, 0.0349779, 42.88, 1602, 38, -193, 3
49386.75, 78.942560, 338.585664, 237.4646, 0.0068798, -0.0161579, 100.55, 594, 99, 0, 0
49387.00, 78.941993, 338.586402, 232.5298, -0.0174415, -0.0307386, 355.07, 1920, 41, 57, 1
49387.00, 78.943084, 338.587965, 233.5832, -0.0254222, -0.0397135, 123.00, 831, 120, -69, 2
49387.00, 78.944176, 338.589527, 233.1969, 0.0049934, 0.0222179, 64.10, 1526, 79, -195, 3
49387.00, 78.942484, 338.587105, 231.5180, 0.0408323, -0.1236156, 602.53, 685, 2, 0, 0
49387.25, 78.941940, 338.587869, 232.0554, 0.0001482, -0.0543312, 65.78, 1729, 239, 54, 1
49387.25, 78.943031, 338.589446, 231.4660, 0.0222840, -0.0930651, 109.70, 852, 119, -72, 2
49387.25, 78.944122, 338.591024, 232.8042, 0.0254751, -0.0350122, 64.97, 1449, 114, -198, 3
49387.25, 78.942408, 338.588545, 229.7702, 0.0011614, 0.0058863, 315.79, 656, 41, 0, 0
49387.50, 78.941883, 338.589336, 230.1475, -0.0113144, -0.0580351, 79.89, 1677, 217, 52, 1
49387.50, 78.942968, 338.590913, 228.3736, 0.0429670, -0.0933369, 83.71, 900, 36, -74, 2
49387.50, 78.944052, 338.592490, 231.3826, 0.0274105, -0.0373685, 59.13, 1448, 62, -199, 3
49387.50, 78.942331, 338.589987, 228.4206, -0.0068278, -0.0936699, 58.83, 659, 23, 0, 0
49387.75, 78.941810, 338.590774, 227.9070, -0.0192017, -0.0758809, 105.28, 1744, 187, 51, 1
49387.75, 78.942901, 338.592375, 225.7071, 0.0451972, -0.0560149, 56.68, 963, 5, -75, 2
49387.75, 78.943992, 338.593976, 230.1828, 0.0335114, -0.0099828, 56.30, 1548, 17, -201, 3
49387.75, 78.942254, 338.591426, 225.5993, -0.0185710, -0.0927611, 56.96, 665, 15, 0, 0
49388.00, 78.941717, 338.592187, 225.6739, -0.0130485, -0.0906814, 76.00, 1784, 191, 53, 1
49388.00, 78.942814, 338.593811, 224.4348, 0.0313373, -0.0027186, 47.89, 958, 23, -74, 2
49388.00, 78.943910, 338.595434, 229.2600, 0.0475421, -0.0151656, 43.37, 1574, 22, -201, 3
49388.00, 78.942176, 338.592867, 223.6840, -0.0167315, -0.0439062, 87.60, 629, 63, 0, 0
49388.25, 78.941607, 338.593573, 223.8231, 0.0140877, -0.0737318, 114.68, 1660, 217, 57, 1
49388.25, 78.942705, 338.595211, 224.2183, 0.0175262, 0.0029493, 55.48, 960, 34, -70, 2
49388.25, 78.943804, 338.596848, 228.1414, 0.0521578, -0.0182954, 43.36, 1575, 13, -197, 3
49388.25, 78.942098, 338.594304, 223.2444, 0.0059330, -0.0006854, 63.61, 594, 77, 0, 0
49388.50, 78.941500, 338.594966, 222.3010, 0.0338403, -0.0402207, 153.25, 1591, 241, 60, 1
49388.50, 78.942604, 338.596622, 223.7314, 0.0180618, -0.0202378, 47.11, 1009, 21, -68, 2
49388.50, 78.943708, 338.598279, 226.9001, 0.0558031, -0.0216268, 51.62, 1563, 15, -196, 3
49388.50, 78.942018, 338.595744, 222.8867, 0.0207083, -0.0188651, 37.42, 652, 36, 0, 0
49388.75, 78.941391, 338.596355, 220.9225, 0.0405929, -0.0470964, 125.34, 1656, 188, 63, 1
49388.75, 78.942500, 338.598029, 222.3690, 0.0280588, -0.0486558, 42.47, 1023, 12, -65, 2
49388.75, 78.943608, 338.599702, 225.4441, 0.0623054, -0.0275983, 63.71, 1572, 28, -193, 3
49388.75, 78.941939, 338.597182, 221.5684, 0.0215742, -0.0544438, 49.87, 690, 21, 0, 0
49389.00, 78.941276, 338.597735, 218.8524, 0.0334231, -0.0554561, 88.46, 1746, 135, 67, 1
49389.00, 78.942388, 338.599422, 220.4545, 0.0357075, -0.0521171, 50.59, 1014, 25, -61, 2
49389.00, 78.943499, 338.601109, 223.6867, 0.0588101, -0.0554230, 81.62, 1580, 40, -190, 3
49389.00, 78.941859, 338.598619, 219.4323, 0.0285355, -0.0697872, 42.89, 672, 30, 0, 0
49389.25, 78.941160, 338.599112, 216.4651, 0.0194130, -0.0660387, 66.33, 1802, 140, 72, 1
49389.25, 78.942277, 338.600821, 218.2456, 0.0453976, -0.0647055, 43.56, 945, 33, -58, 2
49389.25, 78.943395, 338.602529, 221.3976, 0.0449642, -0.0780290, 53.72, 1512, 60, -187, 3
49389.25, 78.941778, 338.600057, 216.9303, 0.0391130, -0.0728224, 39.93, 638, 29, 0, 0
49389.50, 78.941035, 338.600477, 214.2534, 0.0050537, -0.0587175, 64.17, 1857, 149, 77, 1
49389.50, 78.942160, 338.602206, 215.7742, 0.0470936, -0.0620191, 39.13, 1009, 15, -54, 2
49389.50, 78.943284, 338.603935, 219.0717, 0.0293594, -0.0570998, 76.42, 1551, 67, -184, 3
49389.50, 78.941697, 338.601494, 214.4369, 0.0372470, -0.0691577, 35.44, 641, 16, 0, 0
49389.75, 78.940914, 338.601848, 213.0913, -0.0088085, -0.0184157, 81.13, 1792, 230, 81, 1
49389.75, 78.942043, 338.603593, 213.9717, 0.0477423, -0.0259477, 75.48, 1040, 32, -50, 2
49389.75, 78.943172, 338.605338, 217.5430, 0.0139910, -0.0367691, 102.58, 1471, 214, -181, 3
49389.75, 78.941615, 338.602932, 212.4695, 0.0209561, -0.0506519, 51.14, 605, 57, 0, 0
49390.00, 78.940777, 338.603196, 212.1130, -0.0090030, -0.0469314, 80.84, 1863, 193, 88, 1
49390.00, 78.941927, 338.604978, 212.6247, 0.0512849, -0.0233135, 70.99, 963, 71, -46, 2
49390.00, 78.943077, 338.606760, 215.2528, 0.0104396, -0.1053195, 164.96, 1492, 185, -179, 3
49390.00, 78.941533, 338.604368, 211.0179, 0.0288176, -0.0367820, 65.94, 607, 38, 0, 0
49390.25, 78.940620, 338.604510, 210.7987, -0.0125757, -0.0532740, 50.22, 2019, 95, 97, 1
49390.25, 78.941777, 338.606315, 210.7808, 0.0421227, -0.0433600, 55.67, 991, 60, -38, 2
49390.25, 78.942934, 338.608120, 212.4640, 0.0101953, -0.1012735, 68.96, 1587, 147, -172, 3
49390.25, 78.941451, 338.605807, 209.7869, 0.0289526, -0.0326824, 49.48, 652, 9, 0, 0
49390.50, 78.940462, 338.605826, 209.9359, -0.0106324, -0.0317145, 65.26, 1936, 136, 105, 1
49390.50, 78.941630, 338.607654, 209.0332, 0.0264800, -0.0378174, 57.61, 979, 112, -30, 2
49390.50, 78.942797, 338.609482, 209.4400, 0.0045180, -0.1000839, 74.88, 1605, 114, -166, 3
49390.50, 78.941368, 338.607245, 208.5722, 0.0120837, -0.0342885, 49.17, 599, 76, 0, 0
49390.75, 78.940281, 338.607105, 209.0811, -0.0008699, -0.0435191, 87.67, 1787, 235, 117, 1
49390.75, 78.941474, 338.608980, 207.2741, 0.0181090, -0.0454289, 110.83, 991, 119, -22, 2
49390.75, 78.942667, 338.610855, 206.4636, -0.0048100, -0.0823105, 140.45, 1470, 196, -161, 3
49390.75, 78.941285, 338.608683, 206.8155, -0.0010414, -0.0576378, 85.79, 557, 79, 0, 0
49391.00, 78.940135, 338.608440, 207.0190, 0.0200359, -0.0949919, 98.43, 1788, 206, 124, 1
49391.00, 78.941332, 338.610328, 205.5491, 0.0201990, -0.0557999, 121.28, 993, 112, -15, 2
49391.00, 78.942529, 338.612215, 203.8172, 0.0026673, -0.0761605, 161.85, 1509, 183, -154, 3
49391.00, 78.941202, 338.610122, 205.3800, 0.0210811, -0.0450889, 115.94, 555, 70, 0, 0
49391.25, 78.939962, 338.609736, 204.2598, 0.0255282, -0.0857558, 85.91, 1675, 218, 134, 1
49391.25, 78.941166, 338.611637, 201.9158, 0.0487926, -0.1180635, 296.14, 1084, 43, -6, 2
49391.25, 78.942370, 338.613537, 200.1637, -0.0066986, -0.1388796, 435.79, 1689, 11, -146, 3
49391.25, 78.941118, 338.611561, 202.0313, 0.0705020, -0.1242529, 246.35, 625, 31, 0, 0
49391.50, 78.939787, 338.611026, 198.8730, 0.0089667, -0.1987206, 380.76, 1751, 124, 145, 1
49391.50, 78.940988, 338.612928, 196.3063, 0.0256282, -0.1739654, 525.79, 1067, 5, 5, 2
49391.50, 78.942189, 338.614829, 197.8034, -0.0194346, -0.0179037, 486.43, 1700, 12, -134, 3
49391.50, 78.941035, 338.613001, 197.5554, -0.0113024, -0.1461995, 405.00, 604, 20, 0, 0
49391.75, 78.939583, 338.612276, 190.7392, 0.0314263, -0.3040333, 499.26, 1852, 13, 159, 1
49391.75, 78.940793, 338.614192, 192.9786, 0.0367309, -0.0757702, 513.77, 1028, 32, 18, 2
49391.75, 78.942003, 338.616109, 195.7264, 0.0454445, -0.0795141, 366.35, 1652, 39, -122, 3
49391.75, 78.940951, 338.614442, 194.9394, 0.0642555, -0.1375232, 276.30, 552, 49, 0, 0
49392.00, 78.939390, 338.613548, 185.5047, 0.0467529, -0.1301967, 490.20, 1848, 7, 172, 1
49392.00, 78.940614, 338.615485, 190.9916, 0.0648208, -0.0381410, 126.29, 949, 138, 29, 2
49392.00, 78.941837, 338.617423, 195.1919, 0.0115757, -0.0938564, 141.18, 1509, 192, -113, 3
49392.00, 78.940866, 338.615885, 192.3310, 0.0755307, -0.0135881, 80.20, 553, 43, 0, 0
49392.25, 78.939242, 338.614884, 184.4495, -0.0036983, 0.0086135, 455.40, 1860, 7, 179, 1
49392.25, 78.940457, 338.616811, 188.6099, 0.0678235, -0.0363336, 194.85, 960, 119, 38, 2
49392.25, 78.941672, 338.618739, 192.4165, 0.0180986, -0.0671655, 122.79, 1596, 142, -103, 3
49392.25, 78.940782, 338.617327, 190.4336, 0.0957928, -0.0350331, 226.71, 525, 63, 0, 0
49392.50, 78.939039, 338.616143, 184.3254, 0.0308426, -0.1311964, 103.61, 1705, 169, 193, 1
49392.50, 78.940271, 338.618095, 187.0476, 0.0623071, -0.0285681, 60.00, 962, 141, 50, 2
49392.50, 78.941503, 338.620047, 190.7369, 0.0027395, -0.0257731, 102.81, 1601, 120, -94, 3
49392.50, 78.940698, 338.618771, 189.4020, 0.0611778, -0.0299565, 116.13, 530, 76, 0, 0
49392.75, 78.938876, 338.617463, 180.9756, 0.0486356, -0.0747774, 233.68, 1759, 120, 202, 1
49392.75, 78.940105, 338.619410, 186.3266, 0.0447701, 0.0380536, 76.54, 1050, 39, 59, 2
49392.75, 78.941334, 338.621357, 190.0874, -0.0049223, -0.0231033, 87.02, 1567, 183, -84, 3
49392.75, 78.940614, 338.620216, 189.3624, 0.0355559, 0.0404910, 79.73, 533, 55, 0, 0
49393.00, 78.938707, 338.618776, 178.6368, 0.0515740, -0.0204972, 315.99, 1713, 92, 212, 1
49393.00, 78.939938, 338.620726, 185.3034, 0.0588036, 0.0002727, 373.39, 972, 58, 69, 2
49393.00, 78.941169, 338.622675, 189.9258, -0.0100219, 0.0220687, 138.21, 1534, 214, -74, 3
49393.00, 78.940530, 338.621663, 188.5611, 0.0236681, -0.0395654, 349.01, 571, 14, 0, 0
49393.25, 78.938537, 338.620097, 178.5505, 0.0316958, 0.0263543, 94.15, 1655, 114, 222, 1
49393.25, 78.939764, 338.622034, 183.3293, 0.0409007, 0.0608999, 641.60, 1004, 5, 79, 2
49393.25, 78.940991, 338.623972, 188.0275, 0.0213894, 0.0055099, 523.48, 1670, 44, -63, 3
49393.25, 78.940445, 338.623111, 186.2367, 0.0848082, -0.0414386, 659.44, 604, 4, 0, 0
49393.50, 78.938353, 338.621399, 176.6194, 0.0407267, -0.0643517, 380.69, 1655, 53, 233, 1
49393.50, 78.939591, 338.623347, 182.7431, 0.0839671, -0.0439168, 635.86, 1000, 9, 90, 2
49393.50, 78.940828, 338.625296, 187.5853, 0.0043642, 0.0785202, 553.33, 1687, 22, -54, 3
49393.50, 78.940361, 338.624561, 186.5434, -0.0142749, 0.0997692, 685.26, 604, 11, 0, 0
49393.75, 78.938153, 338.622676, 172.2565, 0.0231500, -0.0774133, 611.35, 1577, 0, 247, 1
49393.75, 78.939402, 338.624637, 181.4335, 0.0316913, 0.1523184, 673.06, 943, 9, 102, 2
49393.75, 78.940651, 338.626598, 188.7859, 0.0291775, -0.0291608, 244.95, 1544, 182, -43, 3
49393.75, 78.940277, 338.626011, 186.9580, -0.0456705, -0.1182668, 421.50, 622, 22, 0, 0
49394.00, 78.938010, 338.624048, 170.2108, 0.0519219, -0.0034243, 612.33, 1602, 1, 254, 1
49394.00, 78.939250, 338.625988, 184.4825, 0.0812460, -0.0541731, 203.18, 861, 110, 110, 2
49394.00, 78.940490, 338.627928, 187.8489, 0.0384383, -0.0015291, 148.54, 1505, 225, -34, 3
49394.00, 78.940194, 338.627463, 185.0453, -0.0623327, 0.0029357, 380.08, 669, 15, 0, 0
49394.25, 78.937866, 338.625433, 170.3802, 0.0254036, 0.1190132, 414.54, 1671, 6, 260, 1
49394.25, 78.939098, 338.627347, 181.0175, 0.1089808, -0.0810150, 207.35, 973, 67, 117, 2
49394.25, 78.940331, 338.629261, 186.4003, 0.0636738, -0.0049277, 302.04, 1623, 131, -26, 3
49394.25, 78.940110, 338.628918, 182.9221, 0.1319187, -0.0763060, 539.82, 709, 3, 0, 0
49394.50, 78.937687, 338.626746, 171.6093, 0.0044113, 0.0470708, 269.72, 1660, 14, 272, 1
49394.50, 78.938930, 338.628673, 177.1986, 0.0948402, -0.0372314, 284.58, 989, 58, 127, 2
49394.50, 78.940172, 338.630600, 184.9462, 0.0648807, 0.0411742, 432.02, 1633, 92, -17, 3
49394.50, 78.940027, 338.630375, 182.0006, 0.1011587, 0.0108965, 714.65, 694, 0, 0, 0
49394.75, 78.937512, 338.628096, 170.6994, 0.0359809, -0.1126017, 91.81, 1579, 121, 282, 1
49394.75, 78.938760, 338.630014, 175.3419, 0.0948876, -0.0070487, 168.33, 987, 67, 137, 2
49394.75, 78.940008, 338.631931, 184.4158, 0.0387106, -0.0693183, 524.65, 1632, 57, -7, 3
49394.75, 78.939944, 338.631834, 185.7950, 0.0311057, -0.0319020, 147.01, 611, 102, 0, 0
49395.00, 78.937322, 338.629411, 167.3098, 0.0477227, -0.0758945, 121.09, 1420, 181, 294, 1
49395.00, 78.938581, 338.631336, 172.2738, 0.0820473, -0.0485613, 225.28, 955, 54, 149, 2
49395.00, 78.939839, 338.633260, 184.1935, 0.0415322, -0.0234107, 362.61, 1627, 122, 3, 3
49395.00, 78.939862, 338.633296, 185.4292, 0.0151319, 0.0047388, 104.81, 708, 103, 0, 0
49395.25, 78.937207, 338.630867, 165.0039, 0.0624348, -0.0320685, 116.88, 1389, 180, 298, 1
49395.25, 78.938451, 338.632748, 170.6534, 0.0385336, 0.0436173, 415.02, 894, 34, 154, 2
49395.25, 78.939694, 338.634629, 183.2257, 0.0426821, -0.0336183, 334.91, 1644, 86, 10, 3
49395.25, 78.939780, 338.634759, 184.8276, 0.0026092, -0.0484853, 111.21, 786, 113, 0, 0
49395.50, 78.937069, 338.632293, 162.4420, 0.0675398, -0.0548239, 96.35, 1399, 181, 304, 1
49395.50, 78.938309, 338.634148, 170.3312, 0.0765710, -0.0243746, 332.17, 901, 50, 161, 2
49395.50, 78.939549, 338.636003, 179.5943, 0.0490738, -0.1030224, 516.05, 1726, 11, 17, 3
49395.50, 78.939699, 338.636226, 180.4736, 0.0294250, -0.1191995, 469.82, 985, 5, 0, 0
49395.75, 78.936952, 338.633735, 160.0450, 0.0516162, -0.0226756, 88.74, 1345, 180, 308, 1
49395.75, 78.938186, 338.635568, 168.6304, 0.0839409, -0.0365160, 209.65, 866, 82, 166, 2
49395.75, 78.939421, 338.637401, 175.4179, 0.0304635, -0.1085191, 626.90, 1805, 0, 23, 3
49395.75, 78.939618, 338.637694, 175.9625, 0.0280147, -0.1660692, 640.82, 1149, 0, 0, 0
49396.00, 78.936804, 338.635152, 158.5916, 0.0380321, -0.0023067, 68.22, 1369, 111, 316, 1
49396.00, 78.938043, 338.636970, 164.8142, 0.0864657, -0.0592989, 395.93, 901, 13, 173, 2
49396.00, 78.939281, 338.638789, 171.9640, 0.0446456, -0.1280324, 545.19, 1795, 0, 30, 3
49396.00, 78.939538, 338.639166, 172.0907, 0.0504831, -0.1244080, 608.63, 1244, 0, 0, 0
49396.25, 78.936708, 338.636632, 153.5543, 0.1361180, -0.2167557, 519.23, 1350, 21, 318, 1
49396.25, 78.937944, 338.638433, 163.7639, 0.0758927, -0.0225972, 208.92, 784, 79, 175, 2
49396.25, 78.939180, 338.640234, 170.0615, 0.0286538, -0.0298042, 334.10, 1743, 18, 32, 3
49396.25, 78.939459, 338.640640, 170.2592, 0.0461677, -0.0228363, 385.98, 1260, 0, 0, 0
49396.50, 78.936659, 338.638209, 150.4011, 0.0570775, 0.0752104, 657.61, 1315, 11, 314, 1
49396.50, 78.937885, 338.639970, 161.7461, 0.0745355, -0.0813021, 195.89, 797, 75, 172, 2
49396.50, 78.939112, 338.641731, 168.9047, 0.0485640, -0.0616067, 110.93, 1642, 109, 31, 3
49396.50, 78.939380, 338.642116, 169.6641, 0.0538303, -0.0549224, 127.95, 1192, 78, 0, 0
49396.75, 78.936612, 338.639763, 153.6069, 0.0879494, -0.0433084, 99.54, 1344, 154, 310, 1
49396.75, 78.937831, 338.641500, 160.2619, 0.0523354, -0.0265857, 134.41, 807, 104, 170, 2
49396.75, 78.939050, 338.643238, 166.8889, 0.0405775, -0.0470105, 78.32, 1608, 112, 29, 3
49396.75, 78.939302, 338.643597, 167.9842, 0.0255477, -0.0467133, 64.60, 1162, 52, 0, 0
49397.00, 78.936564, 338.641329, 152.1100, 0.0759181, -0.0168806, 72.88, 1512, 81, 307, 1
49397.00, 78.937778, 338.643039, 159.5371, 0.0483924, -0.0031996, 102.84, 870, 50, 167, 2
49397.00, 78.938991, 338.644750, 165.7775, 0.0183591, -0.0387644, 116.89, 1545, 158, 27, 3
49397.00, 78.939225, 338.645079, 166.4367, 0.0032699, -0.0671585, 66.87, 1013, 102, 0, 0
49397.25, 78.936485, 338.642855, 148.0786, 0.1141246, -0.1309471, 482.19, 1476, 16, 307, 1
49397.25, 78.937706, 338.644556, 154.8952, 0.1326916, -0.2062124, 500.56, 859, 17, 166, 2
49397.25, 78.938927, 338.646256, 164.6503, 0.0000000, -0.0446299, 118.85, 1386, 221, 25, 3
49397.25, 78.939148, 338.646564, 164.3916, -0.0039708, -0.0585122, 114.86, 859, 129, 0, 0
49397.50, 78.936407, 338.644375, 144.2791, 0.0836277, -0.0274482, 631.56, 1398, 2, 307, 1
49397.50, 78.937629, 338.646060, 154.1064, 0.0438959, 0.1413793, 639.61, 876, 4, 166, 2
49397.50, 78.938851, 338.647746, 163.1461, 0.0056843, -0.0381915, 116.21, 1402, 212, 26, 3
49397.50, 78.939073, 338.648052, 162.9075, 0.0117045, -0.0303753, 104.55, 832, 119, 0, 0
49397.75, 78.936297, 338.645869, 142.9057, 0.1075473, -0.0157976, 536.82, 1354, 5, 310, 1
49397.75, 78.937534, 338.647550, 156.5849, 0.0860402, -0.0813406, 88.96, 833, 86, 168, 2
49397.75, 78.938770, 338.649231, 160.9810, 0.0238040, -0.1049298, 383.61, 1659, 28, 26, 3
49397.75, 78.938998, 338.649541, 160.7284, 0.0326684, -0.1038528, 429.13, 970, 9, 0, 0
49398.00, 78.936221, 338.647398, 142.2241, 0.1096846, 0.0320325, 304.35, 1370, 64, 311, 1
49398.00, 78.937458, 338.649062, 151.6119, 0.0825112, -0.1116976, 511.62, 870, 25, 168, 2
49398.00, 78.938695, 338.650727, 158.9741, 0.0101495, -0.0090947, 598.72, 1592, 25, 26, 3
49398.00, 78.938924, 338.651035, 158.9036, 0.0375369, -0.0090244, 617.08, 944, 1, 0, 0
