# Filename: 20180418_133900_smooth_nadir3seg_50pt.csv
# Input filename: 20180418_133900.atm6AT6.filt.qi
# Number of segments: 3
# Nadir block width: 80.0m
# Output interval: 0.25sec
# Smoothing interval: 0.5sec
# Trajectory file used: 180418_aa_l12_cfm_itrf14_14may18_b897
# International Terrestrial Reference Frame: ITRF14
#
# UTC_Seconds_Of_Day, Latitude(deg), Longitude(deg), WGS84_Ellipsoid_Height(m), South-to-North_Slope, West-to-East_Slope, RMS_Fit(cm), Number_Of_ATM_Measurments_Used, Number_Of_ATM_Measurements_Removed, Distance_Of_Block_To_The_Right_Of_Aircraft(m), Track_Identifier
49143.50, 79.033863, 337.069850, 640.5570, -0.0049341, -0.0079722, 6.79, 1810, 7, 111, 1
49143.50, 79.034478, 337.071573, 639.9480, -0.0028475, -0.0093259, 7.72, 953, 2, 33, 2
49143.50, 79.035092, 337.073296, 639.4483, -0.0019307, -0.0085602, 6.83, 1668, 5, -44, 3
49143.50, 79.034740, 337.072310, 639.7269, -0.0030076, -0.0094215, 8.09, 1033, 0, 0, 0
49143.75, 79.033692, 337.071330, 640.4063, -0.0054568, -0.0077283, 6.77, 1798, 7, 113, 1
49143.75, 79.034308, 337.073053, 639.7295, -0.0033569, -0.0081898, 6.83, 953, 5, 35, 2
49143.75, 79.034924, 337.074776, 639.2479, -0.0023767, -0.0074148, 6.59, 1662, 16, -43, 3
49143.75, 79.034586, 337.073832, 639.5020, -0.0029020, -0.0077334, 7.63, 1051, 7, 0, 0
49144.00, 79.033520, 337.072806, 640.2609, -0.0051341, -0.0080152, 6.91, 1784, 5, 115, 1
49144.00, 79.034136, 337.074527, 639.5558, -0.0038970, -0.0074191, 5.83, 1007, 13, 37, 2
49144.00, 79.034752, 337.076248, 639.0507, -0.0023630, -0.0084873, 7.42, 1680, 15, -40, 3
49144.00, 79.034432, 337.075353, 639.3080, -0.0027883, -0.0076111, 7.84, 1114, 14, 0, 0
49144.25, 79.033349, 337.074284, 640.1170, -0.0050150, -0.0075204, 7.24, 1780, 10, 117, 1
49144.25, 79.033965, 337.076003, 639.4176, -0.0053837, -0.0078078, 6.71, 1001, 7, 39, 2
49144.25, 79.034581, 337.077722, 638.8697, -0.0037854, -0.0065587, 7.38, 1630, 8, -38, 3
49144.25, 79.034278, 337.076877, 639.1240, -0.0036372, -0.0071376, 7.68, 1073, 9, 0, 0
49144.50, 79.033175, 337.075765, 639.9453, -0.0051454, -0.0089069, 7.12, 1813, 5, 119, 1
49144.50, 79.033792, 337.077478, 639.2867, -0.0057960, -0.0078151, 7.25, 983, 7, 42, 2
49144.50, 79.034409, 337.079192, 638.7393, -0.0044180, -0.0069853, 5.86, 1637, 9, -36, 3
49144.50, 79.034125, 337.078403, 638.9753, -0.0043066, -0.0062385, 6.21, 1065, 3, 0, 0
49144.75, 79.033003, 337.077243, 639.8113, -0.0066285, -0.0065554, 7.01, 1762, 8, 122, 1
49144.75, 79.033620, 337.078953, 639.1534, -0.0056443, -0.0073545, 7.27, 972, 3, 44, 2
49144.75, 79.034237, 337.080663, 638.6179, -0.0051413, -0.0068407, 5.33, 1656, 8, -33, 3
49144.75, 79.033971, 337.079927, 638.8363, -0.0039332, -0.0064042, 6.42, 1039, 11, 0, 0
49145.00, 79.032832, 337.078719, 639.7388, -0.0063261, -0.0062014, 7.07, 1779, 8, 124, 1
49145.00, 79.033448, 337.080427, 639.0475, -0.0064400, -0.0063570, 6.37, 949, 4, 47, 2
49145.00, 79.034064, 337.082134, 638.5387, -0.0058406, -0.0046829, 5.92, 1593, 12, -31, 3
49145.00, 79.033819, 337.081455, 638.7249, -0.0044220, -0.0041169, 6.64, 1025, 17, 0, 0
49145.25, 79.032657, 337.080199, 639.6184, -0.0042029, -0.0083000, 7.80, 1796, 2, 127, 1
49145.25, 79.033274, 337.081902, 638.9756, -0.0058613, -0.0061041, 6.01, 964, 6, 49, 2
49145.25, 79.033892, 337.083606, 638.4741, -0.0044731, -0.0055257, 6.06, 1617, 9, -28, 3
49145.25, 79.033666, 337.082982, 638.6493, -0.0037437, -0.0048790, 6.48, 1122, 9, 0, 0
49145.50, 79.032483, 337.081681, 639.4450, -0.0038517, -0.0077432, 7.76, 1775, 2, 129, 1
49145.50, 79.033102, 337.083380, 638.8893, -0.0047571, -0.0064717, 6.69, 998, 7, 52, 2
49145.50, 79.033720, 337.085079, 638.3639, -0.0034195, -0.0059294, 6.40, 1641, 9, -26, 3
49145.50, 79.033513, 337.084512, 638.5318, -0.0029636, -0.0058240, 6.62, 1160, 10, 0, 0
49145.75, 79.032311, 337.083162, 639.2766, -0.0038519, -0.0075131, 7.35, 1775, 3, 132, 1
49145.75, 79.032930, 337.084858, 638.7600, -0.0024798, -0.0067853, 7.26, 993, 2, 54, 2
49145.75, 79.033549, 337.086554, 638.2489, -0.0033050, -0.0051370, 6.67, 1694, 4, -23, 3
49145.75, 79.033362, 337.086042, 638.4020, -0.0035768, -0.0056914, 7.82, 1180, 0, 0, 0
49146.00, 79.032139, 337.084648, 639.1037, -0.0027122, -0.0077620, 7.55, 1778, 0, 134, 1
49146.00, 79.032758, 337.086339, 638.6093, -0.0012801, -0.0055425, 6.34, 948, 0, 57, 2
49146.00, 79.033377, 337.088029, 638.1473, -0.0030935, -0.0049436, 7.47, 1688, 3, -21, 3
49146.00, 79.033210, 337.087574, 638.2807, -0.0044732, -0.0063224, 8.07, 1211, 0, 0, 0
49146.25, 79.031966, 337.086137, 638.9143, -0.0026267, -0.0073980, 8.24, 1734, 5, 137, 1
49146.25, 79.032586, 337.087822, 638.4478, -0.0004046, -0.0059152, 7.25, 926, 4, 59, 2
49146.25, 79.033206, 337.089507, 638.0696, -0.0028385, -0.0030738, 7.69, 1677, 0, -18, 3
49146.25, 79.033059, 337.089107, 638.1656, -0.0046469, -0.0053641, 7.23, 1237, 2, 0, 0
49146.50, 79.031793, 337.087632, 638.7196, -0.0034732, -0.0075807, 8.63, 1746, 3, 139, 1
49146.50, 79.032414, 337.089308, 638.2766, -0.0008286, -0.0058386, 7.69, 966, 3, 62, 2
49146.50, 79.033035, 337.090985, 638.0031, -0.0016102, -0.0036832, 6.02, 1694, 19, -16, 3
49146.50, 79.032908, 337.090642, 638.0602, -0.0029237, -0.0045806, 6.66, 1249, 7, 0, 0
49146.75, 79.031622, 337.089122, 638.5356, -0.0025244, -0.0081481, 8.16, 1802, 0, 142, 1
49146.75, 79.032244, 337.090794, 638.1481, -0.0027198, -0.0042835, 6.62, 997, 4, 64, 2
49146.75, 79.032866, 337.092467, 637.8894, -0.0008781, -0.0055676, 6.26, 1695, 2, -13, 3
49146.75, 79.032758, 337.092178, 637.9283, -0.0007251, -0.0049241, 6.19, 1330, 6, 0, 0
49147.00, 79.031452, 337.090618, 638.3492, -0.0016085, -0.0072235, 7.78, 1797, 7, 144, 1
49147.00, 79.032074, 337.092285, 638.0520, -0.0027809, -0.0053707, 6.52, 979, 3, 67, 2
49147.00, 79.032697, 337.093952, 637.7350, -0.0008679, -0.0052830, 6.17, 1702, 0, -11, 3
49147.00, 79.032609, 337.093717, 637.7729, -0.0004405, -0.0050377, 5.84, 1390, 0, 0, 0
49147.25, 79.031282, 337.092115, 638.1895, -0.0015916, -0.0053929, 8.15, 1796, 4, 147, 1
49147.25, 79.031906, 337.093778, 637.8979, -0.0014109, -0.0073757, 6.41, 967, 5, 69, 2
49147.25, 79.032529, 337.095440, 637.6145, -0.0016336, -0.0033778, 5.69, 1726, 4, -9, 3
49147.25, 79.032460, 337.095256, 637.6408, -0.0013966, -0.0036577, 5.80, 1447, 3, 0, 0
49147.50, 79.031113, 337.093620, 638.0249, -0.0019728, -0.0066928, 9.31, 1796, 4, 149, 1
49147.50, 79.031738, 337.095276, 637.7108, -0.0013966, -0.0065125, 6.82, 1000, 2, 72, 2
49147.50, 79.032362, 337.096931, 637.4987, -0.0006413, -0.0045300, 6.47, 1743, 1, -6, 3
49147.50, 79.032312, 337.096796, 637.5132, -0.0007312, -0.0048230, 6.10, 1542, 1, 0, 0
49147.75, 79.030946, 337.095124, 637.8227, -0.0012456, -0.0081942, 9.14, 1823, 6, 152, 1
49147.75, 79.031571, 337.096774, 637.5638, -0.0025395, -0.0052037, 6.52, 1007, 7, 74, 2
49147.75, 79.032196, 337.098424, 637.3661, -0.0003340, -0.0044362, 6.77, 1718, 6, -4, 3
49147.75, 79.032164, 337.098339, 637.3716, -0.0004460, -0.0042998, 6.71, 1633, 7, 0, 0
49148.00, 79.030780, 337.096637, 637.6028, -0.0009988, -0.0072057, 8.52, 1771, 3, 154, 1
49148.00, 79.031406, 337.098279, 637.4068, -0.0004470, -0.0062349, 7.85, 1006, 0, 76, 2
49148.00, 79.032032, 337.099922, 637.2261, -0.0002788, -0.0053352, 7.00, 1694, 6, -2, 3
49148.00, 79.032017, 337.099882, 637.2286, -0.0002095, -0.0052463, 7.05, 1705, 6, 0, 0
49148.25, 79.030615, 337.098155, 637.3892, -0.0005717, -0.0074759, 8.89, 1766, 3, 156, 1
49148.25, 79.031242, 337.099790, 637.2319, 0.0007508, -0.0042458, 7.26, 1037, 1, 78, 2
49148.25, 79.031869, 337.101426, 637.0539, -0.0001044, -0.0053418, 6.48, 1715, 3, 0, 3
49148.25, 79.031870, 337.101429, 637.0529, 0.0000000, -0.0053250, 6.48, 1727, 3, 0, 0
49148.50, 79.030453, 337.099674, 637.1758, 0.0010426, -0.0069203, 8.66, 1740, 5, 158, 1
49148.50, 79.031080, 337.101303, 637.0833, 0.0012784, -0.0043611, 7.36, 983, 3, 80, 2
49148.50, 79.031708, 337.102932, 636.8989, -0.0002480, -0.0041752, 5.31, 1729, 4, 2, 3
49148.50, 79.031725, 337.102976, 636.8946, -0.0002507, -0.0041815, 5.32, 1713, 4, 0, 0
49148.75, 79.030292, 337.101204, 636.9615, 0.0008681, -0.0058785, 8.98, 1740, 1, 160, 1
49148.75, 79.030920, 337.102825, 636.8901, 0.0016565, -0.0059482, 7.44, 973, 6, 82, 2
49148.75, 79.031548, 337.104446, 636.7641, -0.0001099, -0.0044618, 5.48, 1722, 13, 4, 3
49148.75, 79.031580, 337.104527, 636.7557, 0.0000000, -0.0044457, 5.47, 1686, 13, 0, 0
49149.00, 79.030136, 337.102743, 636.7409, 0.0007190, -0.0066284, 8.45, 1815, 2, 161, 1
49149.00, 79.030763, 337.104354, 636.6876, 0.0014270, -0.0049021, 7.79, 1014, 1, 83, 2
49149.00, 79.031391, 337.105965, 636.6378, 0.0004448, -0.0020008, 6.54, 1738, 6, 5, 3
49149.00, 79.031435, 337.106078, 636.6342, 0.0004658, -0.0018909, 6.43, 1685, 4, 0, 0
49149.25, 79.029980, 337.104288, 636.5528, 0.0019818, -0.0046779, 9.04, 1792, 0, 162, 1
49149.25, 79.030607, 337.105888, 636.5021, 0.0016190, -0.0048565, 7.32, 1006, 1, 85, 2
49149.25, 79.031235, 337.107487, 636.5060, 0.0024921, -0.0033178, 6.14, 1748, 5, 7, 3
49149.25, 79.031291, 337.107631, 636.5116, 0.0024591, -0.0032580, 6.14, 1672, 4, 0, 0
49149.50, 79.029826, 337.105850, 636.3856, 0.0021880, -0.0037706, 8.33, 1763, 4, 163, 1
49149.50, 79.030454, 337.107435, 636.3401, 0.0011269, -0.0037767, 7.00, 1021, 3, 86, 2
49149.50, 79.031083, 337.109020, 636.3435, 0.0024994, -0.0040890, 5.76, 1770, 5, 8, 3
49149.50, 79.031148, 337.109185, 636.3464, 0.0026025, -0.0041511, 5.66, 1673, 4, 0, 0
49149.75, 79.029677, 337.107403, 636.2015, 0.0015873, -0.0047658, 7.67, 1732, 1, 164, 1
49149.75, 79.030304, 337.108980, 636.2149, 0.0012839, -0.0032488, 6.90, 1013, 2, 87, 2
49149.75, 79.030932, 337.110556, 636.1737, 0.0019441, -0.0043897, 5.67, 1796, 0, 9, 3
49149.75, 79.031006, 337.110743, 636.1696, 0.0021610, -0.0043708, 5.54, 1683, 0, 0, 0
49150.00, 79.029528, 337.108963, 636.0222, 0.0017181, -0.0043431, 7.57, 1788, 0, 165, 1
49150.00, 79.030156, 337.110531, 636.0503, 0.0027603, -0.0045052, 6.62, 941, 1, 87, 2
49150.00, 79.030784, 337.112099, 636.0243, 0.0010715, -0.0031655, 5.48, 1773, 1, 10, 3
49150.00, 79.030865, 337.112302, 636.0208, 0.0010035, -0.0030961, 5.45, 1654, 0, 0, 0
49150.25, 79.029380, 337.110531, 635.8430, 0.0019666, -0.0046736, 7.82, 1787, 0, 165, 1
49150.25, 79.030008, 337.112089, 635.8627, 0.0022658, -0.0039829, 6.53, 952, 0, 88, 2
49150.25, 79.030637, 337.113647, 635.8744, 0.0020219, -0.0041995, 5.64, 1761, 0, 11, 3
49150.25, 79.030724, 337.113863, 635.8759, 0.0019563, -0.0042591, 5.68, 1631, 0, 0, 0
49150.50, 79.029233, 337.112102, 635.6695, 0.0014598, -0.0042542, 8.29, 1750, 3, 166, 1
49150.50, 79.029863, 337.113650, 635.6978, 0.0011315, -0.0046178, 6.32, 983, 4, 89, 2
49150.50, 79.030493, 337.115199, 635.6980, 0.0024800, -0.0042872, 5.09, 1779, 6, 11, 3
49150.50, 79.030584, 337.115424, 635.7022, 0.0025151, -0.0042162, 4.97, 1643, 2, 0, 0
49150.75, 79.029088, 337.113670, 635.5395, 0.0000000, -0.0030939, 8.68, 1752, 0, 167, 1
49150.75, 79.029719, 337.115212, 635.5241, 0.0013359, -0.0052610, 6.40, 969, 7, 89, 2
49150.75, 79.030349, 337.116754, 635.5340, 0.0021052, -0.0035578, 5.68, 1743, 2, 12, 3
49150.75, 79.030446, 337.116990, 635.5420, 0.0017812, -0.0035091, 5.36, 1602, 1, 0, 0
49151.00, 79.028944, 337.115250, 635.4155, -0.0002937, -0.0042615, 8.09, 1714, 3, 167, 1
49151.00, 79.029575, 337.116781, 635.3546, 0.0007494, -0.0045584, 6.75, 955, 6, 90, 2
49151.00, 79.030206, 337.118312, 635.3768, 0.0019858, -0.0038663, 6.56, 1699, 0, 12, 3
49151.00, 79.030307, 337.118557, 635.3846, 0.0016204, -0.0042399, 6.32, 1563, 0, 0, 0
49151.25, 79.028803, 337.116829, 635.2963, -0.0020059, -0.0030962, 7.67, 1724, 5, 167, 1
49151.25, 79.029434, 337.118351, 635.2017, 0.0010903, -0.0039056, 7.46, 971, 0, 90, 2
49151.25, 79.030065, 337.119873, 635.2153, 0.0015038, -0.0053717, 6.28, 1621, 7, 13, 3
49151.25, 79.030170, 337.120125, 635.2070, 0.0013089, -0.0056713, 6.09, 1492, 3, 0, 0
49151.50, 79.028662, 337.118414, 635.2410, -0.0027503, -0.0020589, 7.94, 1749, 3, 168, 1
49151.50, 79.029294, 337.119925, 635.0728, 0.0001882, -0.0029037, 7.21, 974, 6, 90, 2
49151.50, 79.029925, 337.121437, 635.0358, 0.0006765, -0.0050914, 5.53, 1603, 8, 13, 3
49151.50, 79.030033, 337.121696, 635.0177, 0.0005840, -0.0052707, 5.45, 1457, 6, 0, 0
49151.75, 79.028523, 337.120000, 635.2556, -0.0037401, 0.0000000, 8.00, 1740, 0, 168, 1
49151.75, 79.029155, 337.121502, 635.0054, -0.0011646, -0.0022295, 6.72, 940, 5, 91, 2
49151.75, 79.029787, 337.123004, 634.8939, -0.0001009, -0.0028377, 5.64, 1669, 6, 14, 3
49151.75, 79.029898, 337.123268, 634.8731, 0.0002940, -0.0027604, 5.40, 1524, 2, 0, 0
49152.00, 79.028385, 337.121594, 635.3268, -0.0054993, 0.0007276, 8.83, 1715, 3, 168, 1
49152.00, 79.029018, 337.123086, 635.0209, -0.0022562, 0.0005813, 8.02, 847, 5, 91, 2
49152.00, 79.029650, 337.124577, 634.8213, -0.0010288, -0.0026318, 6.93, 1672, 1, 14, 3
49152.00, 79.029762, 337.124843, 634.7861, -0.0002674, -0.0025282, 6.44, 1528, 2, 0, 0
49152.25, 79.028249, 337.123187, 635.4706, -0.0068668, 0.0027117, 7.68, 1610, 8, 168, 1
49152.25, 79.028881, 337.124668, 635.1112, -0.0034304, 0.0022399, 8.44, 846, 0, 91, 2
49152.25, 79.029514, 337.126148, 634.8234, -0.0039086, -0.0011122, 6.14, 1624, 10, 14, 3
49152.25, 79.029629, 337.126417, 634.7640, -0.0035862, -0.0010383, 6.07, 1472, 8, 0, 0
49152.50, 79.028113, 337.124787, 635.7309, -0.0084795, 0.0058116, 8.16, 1531, 2, 168, 1
49152.50, 79.028746, 337.126256, 635.2659, -0.0062654, 0.0031648, 7.88, 950, 5, 91, 2
49152.50, 79.029379, 337.127725, 634.8914, -0.0051622, 0.0007117, 5.19, 1618, 3, 14, 3
49152.50, 79.029495, 337.127994, 634.8278, -0.0051050, 0.0008453, 5.07, 1444, 2, 0, 0
49152.75, 79.027979, 337.126390, 636.0988, -0.0113277, 0.0078526, 7.58, 1569, 3, 168, 1
49152.75, 79.028612, 337.127847, 635.5191, -0.0093851, 0.0048918, 6.46, 930, 3, 91, 2
49152.75, 79.029246, 337.129305, 635.0558, -0.0066486, 0.0033591, 6.28, 1567, 5, 14, 3
49152.75, 79.029363, 337.129574, 634.9865, -0.0064059, 0.0032749, 6.08, 1403, 5, 0, 0
49153.00, 79.027847, 337.127989, 636.5355, -0.0127439, 0.0080221, 7.62, 1512, 1, 168, 1
49153.00, 79.028480, 337.129437, 635.8802, -0.0117362, 0.0069417, 6.62, 850, 1, 91, 2
49153.00, 79.029113, 337.130885, 635.3114, -0.0087028, 0.0040075, 5.71, 1390, 14, 14, 3
49153.00, 79.029231, 337.131156, 635.2176, -0.0084415, 0.0039405, 5.63, 1246, 13, 0, 0
49153.25, 79.027713, 337.129589, 636.9711, -0.0130154, 0.0069270, 8.07, 1498, 1, 168, 1
49153.25, 79.028347, 337.131027, 636.2768, -0.0122763, 0.0060909, 6.21, 884, 2, 91, 2
49153.25, 79.028981, 337.132466, 635.6223, -0.0103355, 0.0054967, 4.73, 1363, 3, 15, 3
49153.25, 79.029101, 337.132738, 635.5167, -0.0103484, 0.0054025, 4.58, 1213, 3, 0, 0
49153.50, 79.027582, 337.131189, 637.4230, -0.0131845, 0.0083263, 8.07, 1522, 1, 168, 1
49153.50, 79.028216, 337.132618, 636.6968, -0.0140866, 0.0073867, 6.70, 922, 5, 91, 2
49153.50, 79.028850, 337.134046, 635.9825, -0.0115718, 0.0062639, 5.71, 1514, 3, 15, 3
49153.50, 79.028972, 337.134321, 635.8606, -0.0111808, 0.0060314, 5.30, 1337, 8, 0, 0
49153.75, 79.027452, 337.132804, 637.9238, -0.0136530, 0.0095720, 8.75, 1483, 2, 168, 1
49153.75, 79.028088, 337.134224, 637.1495, -0.0143163, 0.0069029, 6.39, 917, 3, 91, 2
49153.75, 79.028724, 337.135643, 636.4033, -0.0135325, 0.0079076, 5.04, 1573, 5, 14, 3
49153.75, 79.028843, 337.135908, 636.2638, -0.0129616, 0.0079916, 4.73, 1414, 4, 0, 0
49154.00, 79.027328, 337.134422, 638.4248, -0.0141016, 0.0090481, 9.65, 1539, 0, 167, 1
49154.00, 79.027965, 337.135834, 637.6232, -0.0141719, 0.0092339, 6.39, 856, 1, 90, 2
49154.00, 79.028603, 337.137247, 636.8786, -0.0143903, 0.0085957, 4.84, 1606, 22, 13, 3
49154.00, 79.028715, 337.137495, 636.7417, -0.0141722, 0.0088121, 4.74, 1473, 17, 0, 0
49154.25, 79.027206, 337.136054, 638.9607, -0.0150539, 0.0104612, 8.69, 1586, 0, 167, 1
49154.25, 79.027845, 337.137456, 638.1551, -0.0148113, 0.0098250, 6.70, 848, 1, 90, 2
49154.25, 79.028484, 337.138858, 637.3656, -0.0150367, 0.0076633, 4.77, 1575, 28, 12, 3
49154.25, 79.028588, 337.139085, 637.2297, -0.0150182, 0.0075019, 4.59, 1440, 30, 0, 0
49154.50, 79.027089, 337.137689, 639.4911, -0.0148955, 0.0090247, 7.74, 1544, 3, 165, 1
49154.50, 79.027729, 337.139082, 638.6689, -0.0154994, 0.0087606, 6.50, 925, 1, 88, 2
49154.50, 79.028370, 337.140475, 637.8362, -0.0156438, 0.0079416, 4.93, 1483, 6, 11, 3
49154.50, 79.028462, 337.140675, 637.7121, -0.0158840, 0.0079827, 4.88, 1357, 6, 0, 0
49154.75, 79.026977, 337.139327, 640.0075, -0.0169857, 0.0098577, 8.50, 1494, 1, 164, 1
49154.75, 79.027617, 337.140713, 639.1844, -0.0165302, 0.0095742, 7.01, 1004, 1, 87, 2
49154.75, 79.028258, 337.142098, 638.3431, -0.0156197, 0.0109583, 5.17, 1434, 7, 9, 3
49154.75, 79.028336, 337.142269, 638.2470, -0.0157943, 0.0110464, 5.08, 1326, 8, 0, 0
49155.00, 79.026866, 337.140968, 640.5450, -0.0172987, 0.0088713, 8.07, 1483, 1, 162, 1
49155.00, 79.027506, 337.142344, 639.6995, -0.0158338, 0.0087690, 7.38, 976, 1, 85, 2
49155.00, 79.028146, 337.143720, 638.8950, -0.0145779, 0.0103534, 5.48, 1486, 5, 8, 3
49155.00, 79.028212, 337.143862, 638.8182, -0.0145203, 0.0103289, 5.47, 1406, 6, 0, 0
49155.25, 79.026758, 337.142622, 641.0980, -0.0159214, 0.0102656, 7.44, 1526, 4, 160, 1
49155.25, 79.027398, 337.143985, 640.2145, -0.0155356, 0.0101123, 6.38, 912, 7, 83, 2
49155.25, 79.028037, 337.145348, 639.4087, -0.0144046, 0.0087307, 5.19, 1564, 5, 6, 3
49155.25, 79.028088, 337.145457, 639.3448, -0.0142395, 0.0087274, 5.10, 1513, 5, 0, 0
49155.50, 79.026650, 337.144271, 641.6624, -0.0148912, 0.0105704, 7.25, 1656, 5, 158, 1
49155.50, 79.027289, 337.145623, 640.7559, -0.0160065, 0.0101465, 6.31, 942, 4, 81, 2
49155.50, 79.027928, 337.146974, 639.9091, -0.0154650, 0.0091005, 4.74, 1655, 11, 5, 3
49155.50, 79.027965, 337.147054, 639.8576, -0.0153549, 0.0091177, 4.66, 1623, 8, 0, 0
49155.75, 79.026544, 337.145920, 642.1927, -0.0148576, 0.0096550, 7.74, 1774, 0, 156, 1
49155.75, 79.027183, 337.147262, 641.3029, -0.0166168, 0.0106217, 6.10, 976, 5, 79, 2
49155.75, 79.027821, 337.148605, 640.4186, -0.0157302, 0.0097872, 4.36, 1702, 19, 3, 3
49155.75, 79.027843, 337.148651, 640.3893, -0.0157325, 0.0097986, 4.34, 1694, 17, 0, 0
49156.00, 79.026440, 337.147569, 642.6694, -0.0139853, 0.0077029, 7.87, 1789, 8, 154, 1
49156.00, 79.027077, 337.148900, 641.8338, -0.0163524, 0.0089938, 5.88, 995, 4, 77, 2
49156.00, 79.027714, 337.150231, 640.9415, -0.0154122, 0.0097989, 5.00, 1697, 8, 1, 3
49156.00, 79.027722, 337.150248, 640.9311, -0.0154274, 0.0098044, 5.01, 1708, 8, 0, 0
49156.25, 79.026334, 337.149224, 643.1150, -0.0129615, 0.0080403, 8.43, 1782, 3, 152, 1
49156.25, 79.026971, 337.150543, 642.3364, -0.0158215, 0.0089565, 5.56, 1012, 0, 75, 2
49156.25, 79.027607, 337.151862, 641.4823, -0.0160713, 0.0099443, 5.30, 1718, 2, -1, 3
49156.25, 79.027602, 337.151851, 641.4893, -0.0160359, 0.0099501, 5.31, 1752, 3, 0, 0
49156.50, 79.026230, 337.150876, 643.5542, -0.0136232, 0.0084678, 7.77, 1771, 3, 150, 1
49156.50, 79.026866, 337.152184, 642.8192, -0.0139762, 0.0085392, 6.13, 1008, 2, 74, 2
49156.50, 79.027502, 337.153493, 641.9979, -0.0165465, 0.0081231, 4.36, 1714, 7, -2, 3
49156.50, 79.027482, 337.153451, 642.0262, -0.0164795, 0.0082246, 4.49, 1760, 7, 0, 0
49156.75, 79.026127, 337.152527, 643.9609, -0.0143513, 0.0064607, 6.91, 1814, 6, 148, 1
49156.75, 79.026762, 337.153826, 643.2571, -0.0121715, 0.0079750, 5.35, 1007, 4, 72, 2
49156.75, 79.027397, 337.155124, 642.4741, -0.0159644, 0.0088900, 5.15, 1727, 11, -4, 3
49156.75, 79.027363, 337.155054, 642.5233, -0.0159931, 0.0087588, 5.23, 1694, 10, 0, 0
49157.00, 79.026024, 337.154176, 644.3685, -0.0143294, 0.0071612, 7.49, 1827, 2, 146, 1
49157.00, 79.026658, 337.155466, 643.6887, -0.0122078, 0.0087511, 5.69, 1039, 2, 70, 2
49157.00, 79.027292, 337.156755, 642.9390, -0.0142547, 0.0084928, 5.15, 1748, 9, -6, 3
49157.00, 79.027244, 337.156658, 643.0007, -0.0143058, 0.0082923, 5.23, 1600, 10, 0, 0
49157.25, 79.025921, 337.155830, 644.7748, -0.0128360, 0.0061974, 7.63, 1806, 0, 144, 1
49157.25, 79.026554, 337.157107, 644.1271, -0.0121619, 0.0082522, 6.42, 1016, 0, 68, 2
49157.25, 79.027186, 337.158383, 643.3731, -0.0134163, 0.0077243, 5.03, 1773, 3, -7, 3
49157.25, 79.027127, 337.158263, 643.4480, -0.0136516, 0.0076997, 5.40, 1538, 0, 0, 0
49157.50, 79.025818, 337.157480, 645.1516, -0.0126491, 0.0066104, 8.55, 1764, 0, 142, 1
49157.50, 79.026449, 337.158746, 644.5399, -0.0123018, 0.0070457, 6.65, 997, 0, 67, 2
49157.50, 79.027081, 337.160012, 643.7941, -0.0127128, 0.0084206, 4.88, 1726, 8, -8, 3
