ATM_lat,ATM_long,PS_x,PS_y,ATM_elev,dist_along
79.196648,335.060265,402567.5012820114,-1102435.8045403985,865.2262,4652.722671559145
79.19653100000001,335.061827,402601.94081020285,-1102436.8367460025,864.8359,4687.177664672763
79.196413,335.063391,402636.45665868354,-1102437.9564673237,864.458,4721.7116706984025
79.19629599999999,335.064953,402670.8969022564,-1102438.986558277,864.0676,4756.167315587601
79.196178,335.06651600000004,402705.3942305325,-1102440.1111890287,863.692,4790.682970767783
79.196061,335.06807799999996,402739.83518933714,-1102441.1391658532,863.3297,4825.139267430854
79.195944,335.069641,402774.2957455496,-1102442.1590566502,862.9989,4859.614912627287
79.195826,335.071202,402808.7556710841,-1102443.294572193,862.6652,4894.093541709526
79.195709,335.072766,402843.23618363956,-1102444.305317209,862.3523,4928.588865328455
79.195592,335.074327,402877.6593284243,-1102445.3360980977,862.073,4963.027439719864
79.195474,335.07589,402912.15881594905,-1102446.4543781085,861.7932,4997.545046671271
79.195357,335.077453,402946.6211582082,-1102447.4689809617,861.4823,5032.022321113065
79.19524,335.07901499999997,402981.0646151112,-1102448.4895595568,861.186,5066.480894851694
79.195123,335.080578,403015.5276693264,-1102449.5020477837,860.9662,5100.9588187777135
79.195006,335.08214,403049.97183808417,-1102450.5205129182,860.7655,5135.418041529302
79.194889,335.083702,403084.41636271484,-1102451.5379215956,860.5355,5169.877588790544
79.194771,335.085264,403118.8987641202,-1102452.6568863404,860.2558,5204.378140797422
79.194654,335.086826,403153.3440032007,-1102453.6721810428,860.0096,5238.838339848608
79.194537,335.088389,403187.8088395195,-1102454.679382277,859.8203,5273.317890263424
79.19442099999999,335.089951,403222.21726078406,-1102455.5899538007,859.6409,5307.738357930479
79.194303,335.091512,403256.6818549624,-1102456.7117259928,859.4716,5342.221203299252
79.194186,335.093075,403291.1477584667,-1102457.7157557707,859.2949,5376.701727949633
79.19407,335.09463700000003,403325.55723835516,-1102458.6231605983,859.115,5411.1231702453115
79.19395300000001,335.096199,403360.0046088179,-1102459.6321163415,858.9548,5445.5853135839125
79.193836,335.097762,403394.47157642985,-1102460.6329748998,858.772,5480.066809697265
79.19372,335.09932200000003,403428.84362869995,-1102461.5512955922,858.5809,5514.451127200348
79.193603,335.100886,403463.3305461969,-1102462.5429994843,858.413,5548.952300442009
79.193487,335.10244900000004,403497.7610258459,-1102463.438085157,858.2611,5583.394412851394
79.19337,335.104011,403532.21016833023,-1102464.4417583959,858.1642,5617.8581732074135
79.19325400000001,335.105572,403566.60286719154,-1102465.3488189958,858.0381,5652.262831233567
79.193138,335.107135,403601.03439913865,-1102466.2407377386,857.9139,5686.705913431134
79.193022,335.108697,403635.44703918713,-1102467.1386453004,857.7967,5721.130265757591
79.19290600000001,335.110259,403669.8600289549,-1102468.035498097,857.6621,5755.554940188833
79.19279,335.111822,403704.29261012387,-1102468.9242501454,857.5622,5789.998989401429
79.192674,335.113384,403738.7062992518,-1102469.8189927603,857.4582,5824.424308045443
79.19255799999999,335.114946,403773.12033800373,-1102470.7126805554,857.3755,5858.849948796103
79.19244300000001,335.11650699999996,403807.47790756304,-1102471.5097688353,857.3101,5893.216763250576
79.192327,335.118068,403841.8734008754,-1102472.4083969144,857.2469,5927.623993488234
79.192211,335.11963,403876.2884854722,-1102473.298922351,857.1587,5962.050597784289
79.19209599999999,335.121191,403910.6470923328,-1102474.092853034,857.0789,5996.418376172308
79.19198100000001,335.122752,403945.00604302157,-1102474.885732013,857.034,6030.786474017702
79.191865,335.124313,403979.40292854497,-1102475.7801467006,856.9863,6065.194986210807
79.19175,335.125874,404013.76256960176,-1102476.570921225,856.9345,6099.56372575564
79.19163499999999,335.127434,404048.10331253003,-1102477.3676959665,856.8869,6133.91371083357
79.19152,335.12899500000003,404082.46364100993,-1102478.156367562,856.8567,6168.283089299472
79.191405,335.13055499999996,404116.80507127236,-1102478.951040538,856.7918,6202.633712839782
79.191291,335.132116,404151.12848201004,-1102479.6350267413,856.7184,6236.963938032658
79.191176,335.133677,404185.48983859224,-1102480.4205445207,856.6191,6271.33427210655
79.191061,335.135237,404219.8322968252,-1102481.21206542,856.5294,6305.68585056833
79.190947,335.136798,404254.15672707325,-1102481.8929007137,856.5033,6340.017032437747
79.190833,335.138359,404288.48149522895,-1102482.57268614,856.4983,6374.3485313442625
79.190718,335.13992,404322.84422030963,-1102483.3539990422,856.4916,6408.720137719616
79.19060400000001,335.141481,404357.16966699035,-1102484.0316836697,856.4779,6443.052273486048
79.19049,335.14304300000003,404391.51469347556,-1102484.7012604126,856.4958,6477.403826249857
79.190376,335.14460499999996,404425.86005776713,-1102485.3697860166,856.5122,6511.755696283437
79.190262,335.146167,404460.2057598328,-1102486.0372604628,856.5394,6546.107883586731
79.190148,335.14772999999997,404494.57104166434,-1102486.696623974,856.5513,6580.4794904098135
79.190034,335.149291,404528.89817716193,-1102487.3690558162,856.5525,6614.813211385731
79.189921,335.150855,404563.24573778245,-1102487.9166844503,856.5396,6649.165137353587
79.189807,335.152418,404597.612029905,-1102488.5728923404,856.5443,6683.537693892914
79.189693,335.153984,404632.03638586536,-1102489.2068613023,856.5276,6717.967887036846
79.18958,335.155548,404666.38494825625,-1102489.7513324372,856.4623,6752.320764458364
79.18946600000001,335.15711400000004,404700.80997670355,-1102490.3831914617,856.3942,6786.751591189999
79.189353,335.158679,404735.1784479527,-1102490.9184930858,856.3638,6821.124230946563
79.18924,335.16024500000003,404769.56649324886,-1102491.4456772488,856.3767,6855.516316990164
79.189126,335.161814,404804.0502551495,-1102492.0531750494,856.3517,6890.005429596855
79.189014,335.16337999999996,404838.40130595764,-1102492.475685923,856.3203,6924.359078705247
79.188901,335.16494900000004,404872.8480733648,-1102492.9785067937,856.3148,6958.809515765354
79.188788,335.166518,404907.2951726548,-1102493.4802698928,856.3336,6993.260269250596
79.188675,335.168087,404941.74260379747,-1102493.9809752007,856.3548,7027.711339163367
79.188562,335.169658,404976.22885107854,-1102494.4664863616,856.3718,7062.201003885121
79.18845,335.171229,405010.6777549551,-1102494.8483801312,856.3878,7096.652024496211
79.188337,335.172801,405045.1839052049,-1102495.324702453,856.4278,7131.161462162103
79.188225,335.174374,405079.6719485398,-1102495.690338198,856.4446,7165.65144364324
79.188112,335.175946,405114.17875949596,-1102496.1645379707,856.4646,7200.161512721541
79.188,335.177521,405148.70594223274,-1102496.5139096018,856.5266,7234.690463013664
79.187888,335.179095,405183.214208847,-1102496.869289906,856.5878,7269.200559505605
79.187775,335.18067,405217.77973586594,-1102497.3190869687,856.6244,7303.769012978288
79.187663,335.182247,405252.3463839796,-1102497.6511228352,856.6733,7338.337255768892
79.187551,335.183823,405286.89411588036,-1102497.9891667205,856.7399,7372.886641482032
79.187439,335.18540099999996,405321.4806581858,-1102498.3119978348,856.7868,7407.474690408981
79.187327,335.186979,405356.06752644386,-1102498.6337621328,856.8107,7442.063055333692
79.187216,335.188556,405390.59777206235,-1102498.8589890373,856.8427,7476.594035476624
79.187104,335.190134,405425.18528928416,-1102499.1786212774,856.8752,7511.183029569222
79.184546,335.22655,406222.45568169147,-1102503.5253177462,857.0099,8308.465270923878
79.184435,335.228136,406257.16712132667,-1102503.6600404778,856.985,8343.176972002366
79.184324,335.22972200000004,406291.8788804142,-1102503.7936882891,856.9747,8377.888988375476
79.184212,335.23130699999996,406326.60949959914,-1102504.0358711942,856.9674,8412.620451942832
79.184101,335.232893,406361.32190034096,-1102504.167368695,856.9636,8447.333101753142
79.18399000000001,335.23447999999996,406396.053862769,-1102504.2906982752,856.9399,8482.065283145717
79.183878,335.236065,406430.78545139416,-1102504.5296539706,856.9073,8516.797693776894
79.183766,335.23765099999997,406465.53660732706,-1102504.7604396567,856.8736,8551.549616036038
79.183655,335.239237,406500.25029098935,-1102504.8876351104,856.8308,8586.263532727899
79.183544,335.24082400000003,406534.98353621626,-1102505.0066601476,856.8013,8620.996981893677
79.183432,335.242409,406569.7164188619,-1102505.2413119683,856.7858,8655.730657172166
79.18332,335.24399500000004,406604.468868697,-1102505.4677912802,856.7929,8690.483844974462
79.18320899999999,335.245581,406639.1838347491,-1102505.590684405,856.8226,8725.199028550503
79.183097,335.247167,406673.9369313345,-1102505.8150104238,856.8052,8759.952849123736
79.182985,335.248754,406708.70959503355,-1102506.0311608496,856.7727,8794.726184622854
79.182874,335.250339,406743.4062815944,-1102506.1579249336,856.781,8829.423102748766
79.182762,335.25192599999997,406778.1795918527,-1102506.3719207488,856.7593,8864.1970714686
79.18265,335.253512,406812.93398439995,-1102506.591938337,856.7195,8898.952160435065
79.182539,335.2551,406847.68936064333,-1102506.6941741365,856.7098,8933.70768704563
79.182427,335.256685,406882.4251571788,-1102506.9191384448,856.6907,8968.444212057379
79.182315,335.25827200000003,406917.1997630195,-1102507.1288225807,856.6747,9003.219450069726
79.182204,335.259859,406951.9368591803,-1102507.2349284186,856.6545,9037.95670828236
79.182092,335.26144500000004,406986.6928688098,-1102507.4495597742,856.6037,9072.71338062
79.18198000000001,335.263031,407021.4492028876,-1102507.663113783,856.5469,9107.4703707636
79.18186899999999,335.26461800000004,407056.1872610461,-1102507.765989271,856.4896,9142.20858125275
79.18175699999999,335.26620499999996,407090.96348348475,-1102507.97028388,856.4378,9176.985403755545
79.181646,335.267791,407125.68293946254,-1102508.0781109289,856.393,9211.70502717035
79.181534,335.269379,407160.4790501423,-1102508.2731436382,856.3358,9246.501684426396
79.181422,335.270966,407195.25624272303,-1102508.4742033794,856.2638,9281.279458202442
79.181311,335.272552,407229.9766601937,-1102508.5788004242,856.2219,9316.000033224745
79.18119899999999,335.27414,407264.7737408243,-1102508.7705963396,856.1848,9350.79764242547
79.181088,335.27572599999996,407299.49479817785,-1102508.8730402999,856.1022,9385.51885090837
79.180976,335.277314,407334.2925243272,-1102509.062678609,856.0478,9420.31709379291
79.180864,335.27890099999996,407369.0713321934,-1102509.258346899,856.025,9455.096452077309
79.180753,335.280489,407403.8318353867,-1102509.3433395112,855.9743,9489.857059177817
79.18064100000001,335.282077,407438.6305309964,-1102509.5297395466,855.9309,9524.656254012063
79.18053,335.283665,407473.39167375263,-1102509.6125752607,855.926,9559.417495466778
79.180418,335.285255,407508.2294994087,-1102509.782591579,855.8676,9594.255735979037
79.180307,335.286842,407542.9720391795,-1102509.8703820745,855.7627,9628.998386668063
79.180196,335.288429,407577.7148971899,-1102509.957095788,855.6916,9663.741352891388
79.180084,335.290019,407612.5536889771,-1102510.1238703511,855.6225,9698.580543854267
79.179973,335.291606,407647.2971862224,-1102510.2084275938,855.5366,9733.324143995325
79.179862,335.293196,407682.0987289129,-1102510.27056182,855.4868,9768.125742152593
79.17975,335.294785,407716.91924410546,-1102510.4412086466,855.4902,9802.946675491838
79.179639,335.296375,407751.7214258463,-1102510.5011814397,855.4871,9837.748908906615
79.179528,335.297963,407786.4854407595,-1102510.574308136,855.4905,9872.51300073139
79.179417,335.299554,407821.307501007,-1102510.6250032424,855.5115,9907.335097880652
79.17930600000001,335.301145,407856.12987924006,-1102510.6746165666,855.5259,9942.1575114571
79.17919499999999,335.302735,407890.9333329861,-1102510.7302671368,855.5236,9976.9610096956
79.17908299999999,335.304325,407925.77501857653,-1102510.887307994,855.5189,10011.803049196966
79.178972,335.30591499999997,407960.57911097177,-1102510.940796311,855.5245,10046.607182693666
79.178861,335.307504,407995.36427877704,-1102511.0003248546,855.5241,10081.392401435081
79.178749,335.309094,408030.20692932256,-1102511.1541202774,855.5307,10116.235391405373
79.178637,335.310682,408065.01141845103,-1102511.3210771189,855.5437,10151.040280976817
79.178525,335.312269,408099.796988562,-1102511.4940763197,855.5615,10185.826281273881
79.178413,335.313856,408134.58288207965,-1102511.6659963888,855.5698,10220.612599623662
79.1783,335.315442,408169.38779035903,-1102511.946424873,855.5854,10255.41863761237
79.178188,335.317027,408204.1358484916,-1102512.1304352188,855.6155,10290.167182960247
79.178075,335.31861200000003,408238.92216945457,-1102512.4158304073,855.6159,10324.954674628238
79.177961,335.320195,408273.70827678003,-1102512.816858768,855.611,10359.743093485733
79.177848,335.321778,408308.45677345543,-1102513.1143491056,855.6191,10394.492863581392
79.17773299999999,335.32336000000004,408343.26225259807,-1102513.6228069472,855.6068,10429.302056443701
79.17761899999999,335.32493900000003,408377.97239350725,-1102514.0491105649,855.5809,10464.014815145796
79.177504,335.326519,408412.740065045,-1102514.5696688006,855.5281,10498.78638348883
79.17739,335.328096,408447.4123925388,-1102515.008080895,855.4664,10533.461482609104
79.177274,335.329674,408482.18021560804,-1102515.6432011295,855.4571,10568.235106215023
79.177159,335.331249,408516.85269447387,-1102516.1961812454,855.4379,10602.911994450707
79.177042,335.332825,408551.62068578217,-1102516.9458645203,855.4304,10637.688067325984
79.176926,335.334399,408586.3125752749,-1102517.6062825252,855.4479,10672.386242328677
79.17680899999999,335.33597000000003,408620.9850531185,-1102518.3894743323,855.4791,10707.067564524074
79.176692,335.33754300000004,408655.69636708876,-1102519.1573310853,855.512,10741.787370421223
79.176574,335.339114,408690.40752311394,-1102520.0408293668,855.5439,10776.509768406066
79.176456,335.340684,408725.09979303536,-1102520.9303888858,855.588,10811.213441243945
79.176338,335.342252,408759.7539341413,-1102521.833145646,855.6217,10845.879338975847
79.17622,335.343819,408794.3891889494,-1102522.7419684485,855.681,10880.526515404958
79.1761,335.345387,408829.1200177914,-1102523.8474766153,855.7337,10915.274934366938
79.17598100000001,335.346953,408863.77473844384,-1102524.8637407818,855.776,10949.94455300278
79.175861,335.348518,408898.448571349,-1102525.988515271,855.8329,10984.63662422934
79.175741,335.350082,408933.1035288798,-1102527.1193576984,855.8931,11019.310027380112
79.17562099999999,335.351646,408967.7588536955,-1102528.249132028,855.9547,11053.98376280211
79.1755,335.353208,409002.41406177834,-1102529.4945542058,855.9963,11088.661342355299
79.17537800000001,335.354769,409037.08840415895,-1102530.8484857494,856.042,11123.362108199186
79.175256,335.356329,409071.74388198357,-1102532.2084883484,856.0951,11158.044261395347
79.175134,335.357889,409106.39973798755,-1102533.567423546,856.1405,11192.7267506405
79.175011,335.359446,409141.03625627764,-1102535.049148927,856.2089,11227.394948017412
79.174887,335.361005,409175.7496594385,-1102536.6179595564,856.2682,11262.143782901467
79.174763,335.36256000000003,409210.38648012653,-1102538.2142681521,856.3183,11296.817368647788
79.174639,335.36411499999997,409245.02368977305,-1102539.8095112622,856.3755,11331.491293904055
79.174513,335.36567,409279.73733613396,-1102541.608550825,856.4469,11366.251526743008
79.17438800000001,335.367223,409314.37486983807,-1102543.3183786126,856.527,11400.93123625977
79.174262,335.36877599999997,409349.05082732375,-1102545.1295702108,856.5946,11435.654462529146
79.17413499999999,335.370327,409383.72673075774,-1102547.056412754,856.6918,11470.383859315589
79.174008,335.371878,409418.4030394453,-1102548.9821884844,856.7842,11505.113601559913
79.17388100000001,335.373427,409453.0412670709,-1102550.9211899922,856.8844,11539.806058087126
79.173753,335.374977,409487.73718351114,-1102552.9544050868,856.9904,11574.561497679335
79.173625,335.376528,409522.45275381254,-1102554.9794049864,857.1267,11609.336078136108
79.173497,335.378075,409557.09176180366,-1102557.0319284573,857.2823,11644.035843657042
79.17336800000001,335.37962200000004,409591.76922906755,-1102559.185809741,857.4442,11678.78013729531
79.173239,335.38117,409626.4663555448,-1102561.3314755722,857.6225,11713.543544315307
79.173109,335.382718,409661.20195240417,-1102563.5784939372,857.777,11748.351744221487
79.172979,335.384263,409695.88024049683,-1102565.84589454,857.9256,11783.104078970842
79.172849,335.385808,409730.55894976633,-1102568.1122293645,858.0636,11817.856764480532
79.172719,335.38735299999996,409765.23808018153,-1102570.377498392,858.2069,11852.609800752512
79.172588,335.38889900000004,409799.9749407704,-1102572.7369651098,858.3628,11887.426701343526
79.172457,335.390442,409834.6544973597,-1102575.116821661,858.5118,11922.187819887567
79.172326,335.391983,409869.29599315615,-1102577.5099198988,858.6553,11956.911877112947
79.172195,335.393527,409903.9956461248,-1102579.880492564,858.7938,11991.692410905682
79.172064,335.395069,409938.6572381534,-1102582.2643080847,858.9057,12026.435878469982
79.171932,335.396611,409973.35733578407,-1102584.749470155,859.0003,12061.224853822723
79.171801,335.398152,410008.0005392506,-1102587.1383120357,859.1122,12095.950321594313
79.171669,335.399693,410042.6822537008,-1102589.6284996269,859.2018,12130.721320306506
79.171537,335.401233,410077.34515587514,-1102592.1247792519,859.255,12165.473992133491
79.17140500000001,335.402773,410112.0084895165,-1102594.619994905,859.3182,12200.227017905194
