# Filename: 20180418_134400_smooth_nadir3seg_50pt.csv
# Input filename: 20180418_134400.atm6AT6.filt.qi
# Number of segments: 3
# Nadir block width: 80.0m
# Output interval: 0.25sec
# Smoothing interval: 0.5sec
# Trajectory file used: 180418_aa_l12_cfm_itrf14_14may18_b897
# International Terrestrial Reference Frame: ITRF14
#
# UTC_Seconds_Of_Day, Latitude(deg), Longitude(deg), WGS84_Ellipsoid_Height(m), South-to-North_Slope, West-to-East_Slope, RMS_Fit(cm), Number_Of_ATM_Measurments_Used, Number_Of_ATM_Measurements_Removed, Distance_Of_Block_To_The_Right_Of_Aircraft(m), Track_Identifier
49447.50, 78.931609, 338.951450, 109.3802, 0.0121499, -0.0287659, 173.86, 1605, 1, -117, 3
49447.50, 78.930577, 338.950445, 107.1187, 0.0164390, -0.0243602, 184.13, 688, 0, 0, 0
49447.75, 78.929431, 338.950824, 109.5265, -0.0105880, -0.0521196, 264.22, 1795, 0, 124, 1
49447.75, 78.930491, 338.951859, 107.8333, 0.0198236, 0.0383272, 184.37, 912, 0, 4, 2
49447.75, 78.931550, 338.952895, 109.6728, 0.0153511, 0.0580676, 211.61, 1633, 23, -116, 3
49447.75, 78.930525, 338.951893, 107.5403, 0.0035845, 0.0750648, 139.40, 608, 0, 0, 0
49448.00, 78.929365, 338.952257, 109.0272, 0.0625968, -0.0543523, 212.40, 1825, 14, 125, 1
49448.00, 78.930423, 338.953292, 107.6961, 0.0131623, -0.0397429, 126.47, 889, 3, 6, 2
49448.00, 78.931480, 338.954327, 109.6461, 0.0710057, -0.0325221, 177.87, 1702, 0, -114, 3
49448.00, 78.930473, 338.953341, 107.8307, 0.0216854, -0.0563828, 88.96, 566, 5, 0, 0
49448.25, 78.929311, 338.953705, 108.7563, 0.0130425, 0.0741761, 247.12, 1856, 0, 126, 1
49448.25, 78.930363, 338.954736, 106.9383, -0.0240451, 0.0007744, 105.84, 990, 14, 6, 2
49448.25, 78.931416, 338.955766, 108.6630, 0.0556724, -0.0341267, 144.12, 1688, 0, -113, 3
49448.25, 78.930420, 338.954791, 106.6332, -0.0135652, -0.0128721, 116.69, 650, 6, 0, 0
49448.50, 78.929248, 338.955134, 108.8060, -0.0126063, -0.0267192, 218.91, 1845, 0, 127, 1
49448.50, 78.930303, 338.956176, 107.6054, -0.0418869, 0.0305727, 89.48, 1038, 1, 7, 2
49448.50, 78.931358, 338.957218, 109.0423, 0.0323147, 0.0699698, 114.38, 1628, 25, -112, 3
49448.50, 78.930368, 338.956240, 107.2355, -0.0485262, 0.0392635, 88.30, 692, 1, 0, 0
49448.75, 78.929190, 338.956579, 107.8223, -0.0211626, -0.0310963, 180.70, 1858, 0, 127, 1
49448.75, 78.930243, 338.957619, 108.8850, -0.0283439, 0.0342525, 128.22, 979, 9, 8, 2
49448.75, 78.931297, 338.958660, 110.3465, 0.0371169, 0.0324778, 153.64, 1669, 0, -111, 3
49448.75, 78.930315, 338.957690, 108.8567, -0.0483679, 0.0435311, 96.49, 641, 11, 0, 0
49449.00, 78.929124, 338.958020, 108.9441, -0.0222985, 0.0629845, 173.76, 1816, 6, 129, 1
49449.00, 78.930176, 338.959056, 108.9241, 0.0252502, -0.0393252, 167.94, 965, 3, 10, 2
49449.00, 78.931228, 338.960092, 110.8763, 0.0183304, -0.0064224, 161.07, 1693, 1, -109, 3
49449.00, 78.930262, 338.959141, 109.1077, 0.0381142, -0.0460429, 188.86, 636, 2, 0, 0
49449.25, 78.929060, 338.959454, 108.9750, 0.0346085, -0.0858249, 124.74, 1775, 35, 130, 1
49449.25, 78.930113, 338.960496, 107.7458, 0.0140428, -0.0305474, 188.73, 1002, 0, 11, 2
49449.25, 78.931167, 338.961538, 110.9352, -0.0088943, -0.0245548, 144.95, 1704, 5, -108, 3
49449.25, 78.930209, 338.960591, 107.3247, 0.0536729, -0.0589571, 155.18, 669, 5, 0, 0
49449.50, 78.929006, 338.960899, 108.2463, -0.0025935, 0.0594955, 132.91, 1876, 2, 130, 1
49449.50, 78.930057, 338.961943, 107.7773, -0.0256673, 0.0350439, 128.11, 993, 4, 11, 2
49449.50, 78.931109, 338.962987, 110.9880, -0.0148022, 0.0121377, 168.51, 1733, 1, -108, 3
49449.50, 78.930157, 338.962042, 107.3280, -0.0387783, 0.0596265, 102.33, 669, 7, 0, 0
49449.75, 78.928940, 338.962336, 108.9284, 0.0122292, -0.0106650, 136.82, 1903, 2, 132, 1
49449.75, 78.929993, 338.963383, 108.9307, -0.0094833, 0.0348239, 108.75, 992, 1, 12, 2
49449.75, 78.931046, 338.964430, 110.5185, 0.0001944, -0.0288961, 176.01, 1702, 3, -107, 3
49449.75, 78.930103, 338.963492, 109.0577, -0.0191570, 0.0415476, 110.71, 675, 0, 0, 0
49450.00, 78.928885, 338.963786, 108.5887, -0.0009698, 0.0068515, 160.64, 1869, 16, 132, 1
49450.00, 78.929939, 338.964834, 110.1294, 0.0032791, 0.0493583, 77.82, 1005, 0, 13, 2
49450.00, 78.930992, 338.965882, 110.8622, 0.0060893, 0.0916244, 208.76, 1681, 0, -107, 3
49450.00, 78.930050, 338.964945, 110.3089, 0.0103359, 0.0433280, 64.67, 669, 6, 0, 0
49450.25, 78.928814, 338.965219, 108.4180, 0.0065942, -0.0329358, 191.03, 1811, 23, 134, 1
49450.25, 78.929867, 338.966265, 111.1891, 0.0112883, 0.0273880, 121.21, 1024, 23, 15, 2
49450.25, 78.930919, 338.967312, 111.3986, 0.0509801, -0.0259610, 183.65, 1723, 0, -104, 3
49450.25, 78.929997, 338.966395, 111.6877, -0.0059108, 0.0361338, 132.54, 700, 2, 0, 0
49450.50, 78.928753, 338.966663, 107.6313, 0.0282001, -0.0356852, 157.56, 1783, 16, 135, 1
49450.50, 78.929806, 338.967710, 109.9482, 0.0424919, -0.0832923, 123.69, 994, 27, 16, 2
49450.50, 78.930859, 338.968757, 109.7018, 0.0128278, -0.1172864, 206.50, 1724, 0, -104, 3
49450.50, 78.929944, 338.967846, 110.5565, 0.0420220, -0.0970867, 154.89, 691, 0, 0, 0
49450.75, 78.928689, 338.968099, 106.9733, 0.0115399, 0.0125743, 121.89, 1811, 17, 136, 1
49450.75, 78.929746, 338.969154, 108.2600, 0.0305139, -0.0004217, 98.68, 938, 34, 16, 2
49450.75, 78.930804, 338.970209, 108.3294, -0.0500501, -0.0201596, 184.64, 1669, 3, -103, 3
49450.75, 78.929890, 338.969298, 108.5895, 0.0485442, 0.0013423, 85.96, 639, 4, 0, 0
49451.00, 78.928631, 338.969549, 106.9912, 0.0143373, -0.0138164, 114.62, 1816, 39, 137, 1
49451.00, 78.929690, 338.970603, 108.9774, 0.0098533, 0.0340564, 130.98, 972, 10, 17, 2
49451.00, 78.930749, 338.971656, 108.5092, -0.0532436, 0.0289006, 150.26, 1662, 6, -103, 3
49451.00, 78.929837, 338.970748, 109.3234, 0.0067978, 0.0427076, 109.49, 637, 8, 0, 0
49451.25, 78.928567, 338.970988, 107.2163, 0.0146588, 0.0219076, 99.60, 1805, 53, 138, 1
49451.25, 78.929620, 338.972040, 109.4154, 0.0131583, -0.0016510, 126.07, 1035, 10, 19, 2
49451.25, 78.930674, 338.973092, 108.9117, -0.0283056, 0.0064684, 138.76, 1700, 1, -101, 3
49451.25, 78.929784, 338.972203, 109.7887, 0.0040129, -0.0160604, 108.59, 689, 3, 0, 0
49451.50, 78.928506, 338.972426, 107.4662, 0.0154820, 0.0098948, 69.49, 1762, 90, 139, 1
49451.50, 78.929560, 338.973485, 108.7627, 0.0136566, -0.0378938, 106.65, 1028, 44, 19, 2
49451.50, 78.930614, 338.974543, 108.4133, -0.0061360, -0.0197080, 137.16, 1645, 0, -100, 3
49451.50, 78.929730, 338.973655, 108.8060, 0.0198111, -0.0400375, 72.97, 707, 12, 0, 0
49451.75, 78.928447, 338.973882, 107.9540, -0.0020219, 0.0469407, 75.55, 1744, 64, 139, 1
49451.75, 78.929495, 338.974928, 107.1477, 0.0253276, -0.0495698, 82.91, 972, 61, 21, 2
49451.75, 78.930543, 338.975974, 107.3385, 0.0027381, -0.0381370, 105.88, 1632, 2, -98, 3
49451.75, 78.929677, 338.975109, 107.3836, 0.0317575, -0.0328248, 42.80, 663, 30, 0, 0
49452.00, 78.928379, 338.975315, 107.5512, -0.0068746, -0.0420769, 141.03, 1851, 0, 141, 1
49452.00, 78.929431, 338.976370, 106.1352, 0.0167799, -0.0005188, 57.34, 972, 31, 22, 2
49452.00, 78.930483, 338.977425, 106.3969, 0.0059778, -0.0096729, 90.57, 1683, 11, -97, 3
49452.00, 78.929623, 338.976563, 106.4324, 0.0186107, -0.0182714, 43.39, 613, 40, 0, 0
49452.25, 78.928318, 338.976766, 106.5128, 0.0049088, -0.0388377, 165.46, 1898, 0, 142, 1
49452.25, 78.929370, 338.977817, 105.5809, -0.0104594, -0.0286398, 104.05, 977, 18, 23, 2
49452.25, 78.930421, 338.978868, 105.5398, 0.0265812, -0.0088190, 61.36, 1651, 41, -96, 3
49452.25, 78.929569, 338.978017, 105.1324, 0.0003750, -0.0562763, 59.50, 611, 31, 0, 0
49452.50, 78.928254, 338.978211, 106.1024, 0.0225560, 0.0079293, 132.76, 1878, 2, 143, 1
49452.50, 78.929307, 338.979262, 104.8196, -0.0212124, -0.0287026, 78.32, 1016, 2, 24, 2
49452.50, 78.930359, 338.980313, 105.1707, 0.0268833, -0.0002012, 58.83, 1639, 13, -96, 3
49452.50, 78.929516, 338.979471, 104.1427, -0.0068315, -0.0075097, 58.35, 649, 8, 0, 0
49452.75, 78.928197, 338.979666, 105.9089, 0.0022306, 0.0083213, 159.90, 1891, 0, 143, 1
49452.75, 78.929247, 338.980712, 104.5305, -0.0175755, 0.0018024, 57.73, 1000, 2, 24, 2
49452.75, 78.930298, 338.981758, 105.0944, 0.0148907, -0.0097440, 56.34, 1668, 6, -95, 3
49452.75, 78.929462, 338.980926, 104.1417, -0.0079065, 0.0059498, 52.79, 660, 7, 0, 0
49453.00, 78.928136, 338.981115, 105.7833, -0.0098458, -0.0133505, 129.26, 1872, 0, 144, 1
49453.00, 78.929188, 338.982162, 104.4632, -0.0108987, -0.0121469, 50.20, 998, 3, 25, 2
49453.00, 78.930240, 338.983210, 104.8030, 0.0087121, -0.0062960, 49.85, 1679, 6, -94, 3
49453.00, 78.929409, 338.982382, 104.1713, -0.0114654, -0.0060753, 42.78, 653, 12, 0, 0
49453.25, 78.928076, 338.982562, 105.3030, -0.0158969, -0.0108970, 124.78, 1850, 1, 145, 1
49453.25, 78.929128, 338.983611, 104.2114, -0.0023548, -0.0073240, 55.62, 1004, 7, 26, 2
49453.25, 78.930179, 338.984660, 104.5917, 0.0044977, -0.0086621, 52.33, 1651, 17, -93, 3
49453.25, 78.929355, 338.983839, 104.1702, -0.0088786, 0.0010227, 39.05, 675, 2, 0, 0
49453.50, 78.928014, 338.984011, 104.5542, -0.0175638, -0.0306666, 89.67, 1862, 1, 146, 1
49453.50, 78.929065, 338.985060, 104.0395, 0.0030922, -0.0046383, 63.39, 1019, 6, 27, 2
49453.50, 78.930117, 338.986108, 103.9334, 0.0020979, -0.0390247, 71.22, 1645, 3, -92, 3
49453.50, 78.929302, 338.985295, 104.1625, -0.0080987, -0.0107091, 52.87, 685, 7, 0, 0
49453.75, 78.927954, 338.985463, 104.2566, -0.0243474, 0.0040005, 76.08, 1882, 14, 147, 1
49453.75, 78.929005, 338.986510, 103.5582, 0.0053989, -0.0253791, 53.09, 1001, 19, 28, 2
49453.75, 78.930056, 338.987556, 103.0177, -0.0090224, -0.0317854, 94.38, 1622, 23, -92, 3
49453.75, 78.929248, 338.986752, 103.5567, -0.0021009, -0.0333206, 43.25, 665, 12, 0, 0
49454.00, 78.927892, 338.986912, 103.8550, -0.0199213, -0.0353078, 64.39, 1876, 19, 148, 1
49454.00, 78.928945, 338.987960, 102.9163, 0.0046555, -0.0139693, 71.18, 987, 21, 28, 2
49454.00, 78.929998, 338.989009, 102.1808, -0.0195320, -0.0471454, 98.37, 1641, 26, -91, 3
49454.00, 78.929194, 338.988209, 102.9301, 0.0073654, -0.0038890, 71.06, 662, 9, 0, 0
49454.25, 78.927829, 338.988361, 103.3822, -0.0197280, -0.0079613, 85.50, 1830, 41, 149, 1
49454.25, 78.928882, 338.989409, 102.0790, 0.0145244, -0.0358164, 94.79, 984, 3, 29, 2
49454.25, 78.929935, 338.990456, 101.2825, -0.0199757, -0.0133236, 91.75, 1621, 19, -90, 3
49454.25, 78.929141, 338.989667, 102.2635, 0.0316981, -0.0262818, 78.41, 647, 9, 0, 0
49454.50, 78.927773, 338.989819, 103.3107, -0.0294931, 0.0032785, 116.59, 1854, 5, 149, 1
49454.50, 78.928824, 338.990864, 101.1740, 0.0113590, -0.0117041, 89.11, 926, 0, 30, 2
49454.50, 78.929876, 338.991909, 100.5872, -0.0055945, -0.0196394, 70.80, 1612, 11, -89, 3
49454.50, 78.929088, 338.991126, 101.4548, 0.0137063, -0.0113198, 87.17, 610, 1, 0, 0
49454.75, 78.927709, 338.991269, 102.7572, -0.0281346, -0.0343555, 98.56, 1797, 23, 150, 1
49454.75, 78.928761, 338.992313, 100.7892, 0.0015317, -0.0091107, 80.92, 954, 6, 31, 2
49454.75, 78.929814, 338.993358, 99.6593, -0.0019898, -0.0303967, 70.88, 1568, 24, -88, 3
49454.75, 78.929034, 338.992584, 100.7626, -0.0148256, -0.0310024, 78.65, 619, 7, 0, 0
49455.00, 78.927646, 338.992726, 101.8226, -0.0285538, -0.0326056, 115.05, 1760, 45, 151, 1
49455.00, 78.928700, 338.993767, 100.0619, -0.0013149, -0.0354818, 68.40, 979, 21, 32, 2
49455.00, 78.929754, 338.994808, 99.0292, -0.0025870, -0.0084984, 85.68, 1593, 0, -88, 3
49455.00, 78.928981, 338.994044, 99.7956, -0.0096486, -0.0307976, 84.54, 656, 7, 0, 0
49455.25, 78.927585, 338.994177, 101.0348, -0.0282447, -0.0291933, 141.83, 1710, 53, 152, 1
49455.25, 78.928640, 338.995219, 99.0211, 0.0084206, -0.0285571, 70.56, 994, 4, 33, 2
49455.25, 78.929694, 338.996261, 98.9322, 0.0027981, 0.0136465, 81.28, 1655, 5, -87, 3
49455.25, 78.928927, 338.995503, 99.0665, 0.0104013, -0.0087546, 68.49, 675, 1, 0, 0
49455.50, 78.927519, 338.995626, 100.1236, -0.0197234, -0.0453457, 121.55, 1634, 115, 153, 1
49455.50, 78.928573, 338.996667, 98.2375, 0.0152742, -0.0126052, 63.33, 994, 7, 34, 2
49455.50, 78.929627, 338.997708, 99.3499, 0.0015800, 0.0112607, 98.81, 1610, 32, -85, 3
49455.50, 78.928874, 338.996964, 98.7529, 0.0380654, -0.0011855, 61.61, 679, 0, 0, 0
49455.75, 78.927460, 338.997081, 99.4514, -0.0203456, -0.0026369, 110.62, 1691, 95, 154, 1
49455.75, 78.928514, 338.998122, 98.3111, 0.0037388, 0.0190485, 79.73, 1019, 15, 35, 2
49455.75, 78.929568, 338.999163, 98.7984, -0.0105108, -0.0606298, 149.87, 1613, 0, -85, 3
49455.75, 78.928821, 338.998425, 98.6679, 0.0358516, 0.0087221, 67.17, 672, 19, 0, 0
49456.00, 78.927388, 338.998530, 99.0196, -0.0073167, -0.0369997, 118.54, 1801, 50, 156, 1
49456.00, 78.928449, 338.999575, 98.7410, 0.0067159, 0.0022079, 97.80, 1038, 7, 36, 2
49456.00, 78.929511, 339.000619, 97.7149, -0.0339341, -0.0331725, 166.21, 1612, 22, -84, 3
49456.00, 78.928768, 338.999888, 98.9482, -0.0027291, 0.0160598, 60.07, 672, 16, 0, 0
49456.25, 78.927310, 338.999975, 97.2174, 0.0028563, -0.0758816, 136.82, 1839, 22, 159, 1
49456.25, 78.928378, 339.001020, 98.3219, 0.0180328, -0.0244773, 94.78, 966, 15, 38, 2
49456.25, 78.929447, 339.002065, 95.7122, -0.0257195, -0.1032416, 145.77, 1635, 23, -83, 3
49456.25, 78.928715, 339.001349, 98.6363, -0.0073278, -0.0337840, 56.67, 643, 12, 0, 0
49456.50, 78.927239, 339.001420, 96.2932, -0.0162134, 0.0108915, 160.75, 1796, 20, 161, 1
49456.50, 78.928310, 339.002467, 97.1525, 0.0130503, -0.0399217, 122.98, 953, 24, 40, 2
49456.50, 78.929380, 339.003514, 93.8116, -0.0388898, -0.0306046, 106.08, 1653, 9, -81, 3
49456.50, 78.928662, 339.002812, 97.2833, -0.0129256, -0.0527439, 67.69, 647, 4, 0, 0
49456.75, 78.927161, 339.002862, 96.4159, -0.0012477, -0.0196511, 148.71, 1786, 19, 164, 1
49456.75, 78.928235, 339.003910, 95.9726, -0.0056007, -0.0503482, 186.52, 983, 10, 42, 2
49456.75, 78.929310, 339.004959, 93.0516, -0.0382867, -0.0456645, 82.72, 1666, 22, -79, 3
49456.75, 78.928609, 339.004275, 95.5930, 0.0162741, -0.0600622, 153.04, 660, 4, 0, 0
49457.00, 78.927073, 339.004300, 95.3450, 0.0152028, -0.0582162, 108.72, 1767, 27, 168, 1
49457.00, 78.928154, 339.005349, 93.9541, 0.0082703, -0.0923398, 189.80, 986, 12, 46, 2
49457.00, 78.929235, 339.006398, 91.8566, -0.0423725, -0.0581659, 69.42, 1670, 40, -77, 3
49457.00, 78.928556, 339.005739, 93.9204, 0.0310993, -0.0612761, 173.83, 652, 6, 0, 0
49457.25, 78.926985, 339.005727, 92.7697, 0.0217067, -0.0974465, 109.35, 1739, 84, 172, 1
49457.25, 78.928072, 339.006783, 90.4648, 0.0340388, -0.1252800, 138.27, 1008, 32, 49, 2
49457.25, 78.929158, 339.007839, 90.2010, -0.0248035, -0.0406069, 126.72, 1693, 18, -74, 3
49457.25, 78.928504, 339.007203, 91.0006, 0.0182740, -0.1145970, 127.65, 657, 18, 0, 0
49457.50, 78.926896, 339.007179, 88.6102, -0.0063039, -0.1085196, 170.18, 1844, 22, 176, 1
49457.50, 78.927987, 339.008224, 87.0896, 0.0228824, -0.0730382, 101.82, 974, 46, 52, 2
49457.50, 78.929078, 339.009270, 88.0603, 0.0133845, -0.0611821, 126.02, 1733, 6, -71, 3
49457.50, 78.928451, 339.008669, 87.5577, 0.0184842, -0.0807712, 92.98, 673, 5, 0, 0
49457.75, 78.926810, 339.008599, 85.8285, -0.0070999, -0.0948425, 98.24, 1823, 99, 180, 1
49457.75, 78.927903, 339.009655, 85.1835, 0.0223925, -0.0299111, 86.59, 974, 20, 56, 2
49457.75, 78.928996, 339.010711, 87.2511, 0.0160069, 0.0326211, 121.86, 1723, 14, -67, 3
49457.75, 78.928399, 339.010135, 86.0981, 0.0233854, 0.0020407, 65.65, 642, 16, 0, 0
49458.00, 78.926723, 339.010050, 83.3535, -0.0109085, -0.0683525, 64.98, 1914, 19, 184, 1
49458.00, 78.927821, 339.011099, 84.5742, 0.0385337, 0.0080269, 71.50, 1007, 15, 59, 2
49458.00, 78.928918, 339.012147, 88.0752, 0.0200073, 0.0405398, 83.18, 1692, 43, -65, 3
49458.00, 78.928347, 339.011601, 86.6297, 0.0214983, 0.0362945, 47.11, 663, 16, 0, 0
