# Filename: 20180418_134100_smooth_nadir3seg_50pt.csv
# Input filename: 20180418_134100.atm6AT6.filt.qi
# Number of segments: 3
# Nadir block width: 80.0m
# Output interval: 0.25sec
# Smoothing interval: 0.5sec
# Trajectory file used: 180418_aa_l12_cfm_itrf14_14may18_b897
# International Terrestrial Reference Frame: ITRF14
#
# UTC_Seconds_Of_Day, Latitude(deg), Longitude(deg), WGS84_Ellipsoid_Height(m), South-to-North_Slope, West-to-East_Slope, RMS_Fit(cm), Number_Of_ATM_Measurments_Used, Number_Of_ATM_Measurements_Removed, Distance_Of_Block_To_The_Right_Of_Aircraft(m), Track_Identifier
49262.50, 78.983374, 337.836934, 433.0671, -0.0188349, -0.0062850, 6.34, 1697, 3, 80, 1
49262.50, 78.983991, 337.837897, 431.7887, -0.0167478, -0.0111723, 7.19, 900, 11, 8, 2
49262.50, 78.984607, 337.838859, 430.0012, -0.0240167, -0.0222610, 5.67, 1515, 9, -64, 3
49262.50, 78.984059, 337.838004, 431.6262, -0.0172932, -0.0120465, 7.47, 987, 32, 0, 0
49262.75, 78.983289, 337.838542, 432.9538, -0.0187513, -0.0101763, 5.92, 1773, 0, 79, 1
49262.75, 78.983907, 337.839507, 431.4389, -0.0192196, -0.0188943, 5.42, 913, 17, 7, 2
49262.75, 78.984525, 337.840472, 429.4209, -0.0241257, -0.0248263, 5.63, 1558, 0, -65, 3
49262.75, 78.983968, 337.839602, 431.2565, -0.0200079, -0.0198021, 6.17, 1022, 13, 0, 0
49263.00, 78.983204, 337.840148, 432.6645, -0.0177682, -0.0161609, 6.48, 1778, 10, 78, 1
49263.00, 78.983823, 337.841116, 430.9234, -0.0214309, -0.0217301, 5.21, 912, 0, 6, 2
49263.00, 78.984443, 337.842084, 428.7772, -0.0256323, -0.0269566, 6.29, 1630, 0, -66, 3
49263.00, 78.983877, 337.841200, 430.7483, -0.0220050, -0.0221488, 5.24, 1025, 2, 0, 0
49263.25, 78.983116, 337.841746, 432.2410, -0.0179741, -0.0181040, 5.39, 1769, 16, 78, 1
49263.25, 78.983738, 337.842719, 430.3740, -0.0234436, -0.0229561, 5.07, 911, 9, 6, 2
49263.25, 78.984359, 337.843691, 428.0945, -0.0269516, -0.0281043, 6.08, 1628, 1, -67, 3
49263.25, 78.983786, 337.842794, 430.2114, -0.0235128, -0.0231307, 5.01, 1015, 11, 0, 0
49263.50, 78.983027, 337.843340, 431.7477, -0.0184731, -0.0208767, 7.38, 1772, 18, 78, 1
49263.50, 78.983651, 337.844317, 429.6932, -0.0247619, -0.0303269, 9.24, 932, 0, 5, 2
49263.50, 78.984275, 337.845293, 427.3163, -0.0245244, -0.0307226, 7.85, 1590, 1, -67, 3
49263.50, 78.983695, 337.844385, 429.5321, -0.0243723, -0.0308528, 9.43, 1029, 0, 0, 0
49263.75, 78.982934, 337.844927, 431.0367, -0.0182630, -0.0301367, 7.97, 1738, 14, 78, 1
49263.75, 78.983562, 337.845911, 428.7669, -0.0244902, -0.0384439, 5.61, 892, 1, 5, 2
49263.75, 78.984189, 337.846895, 426.4183, -0.0199096, -0.0318998, 7.99, 1591, 7, -68, 3
49263.75, 78.983604, 337.845977, 428.6012, -0.0242131, -0.0384370, 5.59, 991, 2, 0, 0
49264.00, 78.982840, 337.846507, 430.0129, -0.0181523, -0.0398392, 8.26, 1753, 2, 78, 1
49264.00, 78.983473, 337.847502, 427.6275, -0.0229363, -0.0427506, 5.40, 930, 0, 5, 2
49264.00, 78.984105, 337.848496, 425.4338, -0.0146784, -0.0327658, 9.20, 1582, 10, -69, 3
49264.00, 78.983513, 337.847566, 427.4730, -0.0225084, -0.0423693, 5.90, 1014, 2, 0, 0
49264.25, 78.982745, 337.848088, 428.7539, -0.0179452, -0.0454078, 4.74, 1763, 2, 79, 1
