# Filename: 20180418_134800_smooth_nadir3seg_50pt.csv
# Input filename: 20180418_134800.atm6AT6.filt.qi
# Number of segments: 3
# Nadir block width: 80.0m
# Output interval: 0.25sec
# Smoothing interval: 0.5sec
# Trajectory file used: 180418_aa_l12_cfm_itrf14_14may18_b897
# International Terrestrial Reference Frame: ITRF14
#
# UTC_Seconds_Of_Day, Latitude(deg), Longitude(deg), WGS84_Ellipsoid_Height(m), South-to-North_Slope, West-to-East_Slope, RMS_Fit(cm), Number_Of_ATM_Measurments_Used, Number_Of_ATM_Measurements_Removed, Distance_Of_Block_To_The_Right_Of_Aircraft(m), Track_Identifier
49685.00, 78.921123, 340.371812, 47.2971, -0.0028225, 0.0256126, 11.39, 654, 13, 0, 0
49685.25, 78.920050, 340.373312, 48.3963, -0.0047019, 0.0081816, 8.20, 1859, 12, 119, 1
49685.25, 78.921104, 340.373293, 47.9118, -0.0020303, 0.0120083, 9.63, 1000, 2, 2, 2
49685.25, 78.922158, 340.373275, 47.7566, 0.0001873, 0.0110556, 8.13, 1578, 18, -115, 3
49685.25, 78.921124, 340.373293, 47.8889, -0.0018392, 0.0121372, 9.29, 690, 1, 0, 0
49685.50, 78.920048, 340.374793, 48.5297, -0.0026447, -0.0022754, 10.66, 1894, 6, 120, 1
49685.50, 78.921103, 340.374775, 48.1190, -0.0024630, 0.0014730, 8.08, 1020, 1, 2, 2
49685.50, 78.922158, 340.374758, 47.9951, -0.0008282, 0.0031024, 7.78, 1643, 2, -115, 3
49685.50, 78.921125, 340.374775, 48.0887, -0.0024045, 0.0011391, 7.22, 712, 0, 0, 0
49685.75, 78.920040, 340.376272, 48.3295, -0.0008332, -0.0124519, 8.40, 1946, 7, 121, 1
49685.75, 78.921099, 340.376256, 48.0569, -0.0026551, -0.0052880, 7.78, 1013, 2, 3, 2
49685.75, 78.922157, 340.376240, 47.9625, -0.0001910, -0.0047438, 8.62, 1664, 10, -115, 3
49685.75, 78.921126, 340.376256, 48.0359, -0.0025996, -0.0042689, 7.05, 691, 0, 0, 0
49686.00, 78.920028, 340.377752, 47.8124, 0.0002481, -0.0208940, 8.44, 1962, 3, 122, 1
49686.00, 78.921091, 340.377739, 47.7277, -0.0017001, -0.0155212, 7.87, 970, 5, 4, 2
49686.00, 78.922154, 340.377725, 47.6139, 0.0004609, -0.0167492, 9.65, 1727, 9, -114, 3
49686.00, 78.921126, 340.377738, 47.7215, -0.0020663, -0.0150847, 8.40, 649, 0, 0, 0
49686.25, 78.920011, 340.379230, 47.1183, 0.0012624, -0.0239162, 7.98, 1957, 2, 124, 1
49686.25, 78.921079, 340.379219, 47.1252, -0.0008501, -0.0226097, 6.13, 940, 5, 5, 2
49686.25, 78.922148, 340.379208, 47.0079, -0.0007250, -0.0223362, 8.52, 1743, 0, -114, 3
49686.25, 78.921127, 340.379219, 47.1210, -0.0008019, -0.0225905, 6.83, 625, 1, 0, 0
49686.50, 78.919993, 340.380703, 46.3370, 0.0008268, -0.0251741, 9.74, 1898, 8, 126, 1
49686.50, 78.921065, 340.380698, 46.3483, -0.0003661, -0.0265904, 6.58, 934, 0, 7, 2
49686.50, 78.922137, 340.380693, 46.2526, -0.0006283, -0.0253367, 9.81, 1707, 0, -112, 3
49686.50, 78.921128, 340.380698, 46.3463, 0.0000000, -0.0264923, 7.02, 613, 0, 0, 0
49686.75, 78.919973, 340.382187, 45.6152, 0.0001775, -0.0191729, 10.32, 1902, 17, 128, 1
49686.75, 78.921048, 340.382180, 45.5445, -0.0008879, -0.0237168, 8.23, 957, 3, 9, 2
49686.75, 78.922124, 340.382174, 45.2909, -0.0015808, -0.0366305, 11.48, 1685, 27, -111, 3
49686.75, 78.921128, 340.382180, 45.5401, -0.0007498, -0.0239075, 8.11, 639, 1, 0, 0
49687.00, 78.919954, 340.383665, 45.1761, 0.0020787, -0.0107026, 12.78, 1925, 7, 131, 1
49687.00, 78.921031, 340.383660, 45.1920, -0.0030309, -0.0009509, 23.24, 1005, 24, 11, 2
49687.00, 78.922108, 340.383656, 44.4800, -0.0088379, -0.0197166, 38.63, 1692, 0, -109, 3
49687.00, 78.921128, 340.383660, 45.0999, -0.0003817, -0.0061397, 15.55, 638, 51, 0, 0
49687.25, 78.919934, 340.385149, 44.9794, 0.0032845, -0.0017387, 17.64, 1767, 116, 133, 1
49687.25, 78.921013, 340.385142, 45.4073, 0.0019093, 0.0099423, 50.32, 1035, 25, 13, 2
49687.25, 78.922093, 340.385135, 44.8524, -0.0113456, 0.0396297, 28.34, 1684, 10, -107, 3
49687.25, 78.921128, 340.385141, 45.5277, -0.0008844, 0.0198030, 46.06, 681, 24, 0, 0
49687.50, 78.919914, 340.386625, 44.9235, 0.0062935, -0.0045214, 33.89, 1898, 0, 135, 1
49687.50, 78.920993, 340.386623, 45.7427, 0.0066202, 0.0051532, 60.48, 1001, 25, 15, 2
49687.50, 78.922072, 340.386620, 45.8988, -0.0043706, 0.0286058, 18.37, 1701, 35, -105, 3
49687.50, 78.921129, 340.386622, 45.8488, 0.0075200, -0.0053826, 65.52, 667, 11, 0, 0
49687.75, 78.919895, 340.388104, 44.4248, -0.0001134, -0.0190219, 49.17, 1900, 0, 137, 1
49687.75, 78.920972, 340.388102, 45.9078, 0.0073519, 0.0006169, 42.45, 962, 54, 17, 2
49687.75, 78.922049, 340.388100, 46.5786, 0.0004231, 0.0185672, 9.58, 1713, 19, -102, 3
49687.75, 78.921129, 340.388101, 46.0159, 0.0077297, 0.0114188, 29.92, 625, 52, 0, 0
49688.00, 78.919877, 340.389588, 43.6984, -0.0218872, 0.0129238, 24.13, 1751, 126, 139, 1
49688.00, 78.920954, 340.389583, 45.4518, 0.0264668, -0.0240217, 49.54, 1024, 0, 20, 2
49688.00, 78.922030, 340.389578, 47.0353, 0.0035448, 0.0139727, 8.62, 1705, 23, -100, 3
49688.00, 78.921129, 340.389582, 46.1025, 0.0161108, -0.0051985, 22.49, 631, 43, 0, 0
49688.25, 78.919861, 340.391065, 44.5668, -0.0192799, 0.0381895, 24.37, 1815, 21, 141, 1
49688.25, 78.920936, 340.391063, 45.0444, 0.0324281, 0.0016066, 49.71, 1009, 21, 21, 2
49688.25, 78.922012, 340.391061, 47.4225, 0.0058011, 0.0136708, 9.31, 1656, 39, -98, 3
49688.25, 78.921129, 340.391063, 45.7420, 0.0324496, -0.0066247, 34.00, 668, 2, 0, 0
49688.50, 78.919845, 340.392542, 46.0603, -0.0077577, 0.0358205, 21.81, 1752, 62, 143, 1
49688.50, 78.920919, 340.392543, 45.8144, 0.0135662, 0.0484413, 41.29, 1015, 17, 23, 2
49688.50, 78.921994, 340.392544, 47.7264, 0.0081448, 0.0097721, 10.57, 1670, 6, -96, 3
49688.50, 78.921129, 340.392543, 46.1718, 0.0221603, 0.0348526, 35.12, 682, 0, 0, 0
49688.75, 78.919830, 340.394020, 47.0558, -0.0022955, 0.0184227, 10.56, 1782, 45, 145, 1
49688.75, 78.920903, 340.394022, 46.9720, 0.0042560, 0.0237086, 19.63, 996, 0, 25, 2
49688.75, 78.921975, 340.394024, 47.9165, 0.0072259, 0.0023310, 10.17, 1655, 20, -94, 3
49688.75, 78.921129, 340.394022, 47.0928, 0.0069517, 0.0203034, 15.97, 675, 13, 0, 0
49689.00, 78.919815, 340.395497, 47.4895, -0.0016815, 0.0076985, 10.12, 1821, 5, 146, 1
49689.00, 78.920887, 340.395502, 47.4140, 0.0014025, 0.0038808, 10.27, 973, 2, 27, 2
49689.00, 78.921960, 340.395506, 47.8541, 0.0049049, -0.0083496, 8.09, 1637, 25, -92, 3
49689.00, 78.921129, 340.395503, 47.4552, 0.0029742, 0.0014392, 8.66, 665, 2, 0, 0
49689.25, 78.919800, 340.396984, 47.5696, -0.0014030, -0.0028680, 8.58, 1793, 4, 148, 1
49689.25, 78.920872, 340.396983, 47.3925, -0.0012682, -0.0051481, 9.01, 981, 3, 29, 2
49689.25, 78.921945, 340.396983, 47.5207, 0.0031265, -0.0139828, 6.55, 1703, 7, -91, 3
49689.25, 78.921129, 340.396983, 47.3602, 0.0001742, -0.0072952, 7.68, 649, 0, 0, 0
49689.50, 78.919784, 340.398460, 47.3925, -0.0008569, -0.0088063, 9.40, 1770, 6, 150, 1
49689.50, 78.920858, 340.398463, 47.1896, -0.0023319, -0.0080362, 6.25, 998, 3, 30, 2
49689.50, 78.921931, 340.398466, 47.0940, 0.0012981, -0.0144775, 6.86, 1686, 20, -89, 3
49689.50, 78.921130, 340.398464, 47.1194, -0.0015998, -0.0078436, 6.31, 666, 1, 0, 0
49689.75, 78.919769, 340.399945, 47.0518, -0.0008895, -0.0130151, 7.71, 1775, 2, 151, 1
49689.75, 78.920844, 340.399944, 46.8829, -0.0017007, -0.0122684, 6.02, 974, 18, 32, 2
49689.75, 78.921919, 340.399943, 46.6915, -0.0010970, -0.0141925, 7.14, 1676, 3, -88, 3
49689.75, 78.921130, 340.399943, 46.8239, -0.0015641, -0.0108629, 6.65, 669, 1, 0, 0
49690.00, 78.919755, 340.401433, 46.6790, -0.0023104, -0.0095439, 11.07, 1801, 0, 153, 1
49690.00, 78.920831, 340.401426, 46.4631, -0.0018557, -0.0146892, 6.29, 982, 2, 33, 2
49690.00, 78.921906, 340.401419, 46.1781, -0.0029547, -0.0204911, 8.57, 1666, 4, -86, 3
49690.00, 78.921130, 340.401424, 46.4056, -0.0019239, -0.0157688, 6.49, 658, 2, 0, 0
49690.25, 78.919739, 340.402913, 46.4556, -0.0047140, -0.0015837, 9.93, 1747, 32, 155, 1
49690.25, 78.920817, 340.402905, 45.9102, -0.0048287, -0.0210286, 13.22, 938, 30, 35, 2
49690.25, 78.921894, 340.402897, 45.2834, -0.0049365, -0.0379646, 12.22, 1676, 1, -85, 3
49690.25, 78.921130, 340.402902, 45.7346, -0.0051527, -0.0274900, 10.51, 657, 4, 0, 0
49690.50, 78.919725, 340.404398, 46.4886, -0.0043379, 0.0028003, 8.53, 1742, 5, 156, 1
49690.50, 78.920803, 340.404386, 45.6965, -0.0116765, 0.0038364, 26.33, 961, 1, 36, 2
49690.50, 78.921881, 340.404374, 44.4048, -0.0069920, -0.0184168, 34.91, 1688, 4, -84, 3
49690.50, 78.921130, 340.404383, 45.2567, -0.0127758, -0.0016953, 35.07, 669, 0, 0, 0
49690.75, 78.919709, 340.405875, 46.5362, -0.0008577, -0.0040824, 14.52, 1714, 7, 158, 1
49690.75, 78.920789, 340.405865, 46.1281, -0.0076597, 0.0220354, 26.07, 1001, 0, 38, 2
49690.75, 78.921869, 340.405856, 44.9006, -0.0075293, 0.0479200, 21.92, 1652, 6, -82, 3
49690.75, 78.921131, 340.405862, 45.7967, -0.0128139, 0.0370224, 15.27, 676, 11, 0, 0
49691.00, 78.919692, 340.407360, 46.3350, 0.0040112, -0.0139259, 12.18, 1701, 14, 160, 1
49691.00, 78.920773, 340.407347, 46.6393, 0.0020837, 0.0077458, 11.21, 979, 40, 40, 2
49691.00, 78.921854, 340.407333, 46.3744, -0.0033907, 0.0458318, 19.41, 1600, 11, -80, 3
49691.00, 78.921132, 340.407342, 46.6636, 0.0000000, 0.0161533, 16.32, 667, 22, 0, 0
49691.25, 78.919674, 340.408848, 45.8755, 0.0076808, -0.0179212, 11.89, 1760, 11, 162, 1
49691.25, 78.920756, 340.408828, 46.7511, 0.0061039, -0.0004983, 11.43, 1016, 0, 42, 2
49691.25, 78.921837, 340.408809, 47.3098, 0.0027690, 0.0180846, 13.40, 1569, 24, -78, 3
49691.25, 78.921132, 340.408822, 47.0095, 0.0060100, 0.0052582, 7.59, 671, 10, 0, 0
49691.50, 78.919653, 340.410332, 45.2125, 0.0162378, -0.0314670, 31.40, 1796, 30, 165, 1
49691.50, 78.920736, 340.410310, 46.6838, 0.0097774, -0.0025979, 6.93, 990, 5, 44, 2
49691.50, 78.921819, 340.410287, 47.6357, 0.0052854, 0.0054581, 10.71, 1628, 0, -76, 3
49691.50, 78.921133, 340.410301, 47.1015, 0.0088333, 0.0006662, 7.61, 667, 0, 0, 0
49691.75, 78.919639, 340.411815, 44.2324, 0.0259409, -0.0322054, 40.26, 1858, 19, 166, 1
49691.75, 78.920722, 340.411790, 46.5969, 0.0099744, -0.0018142, 9.05, 944, 30, 46, 2
49691.75, 78.921805, 340.411766, 47.5884, 0.0061011, -0.0073107, 7.29, 1650, 7, -75, 3
49691.75, 78.921135, 340.411781, 47.0234, 0.0083554, -0.0056774, 7.92, 636, 3, 0, 0
49692.00, 78.919630, 340.413306, 44.1068, 0.0142177, 0.0488729, 43.91, 1819, 69, 167, 1
49692.00, 78.920713, 340.413273, 46.3015, 0.0137179, -0.0148857, 26.71, 971, 0, 47, 2
49692.00, 78.921795, 340.413240, 47.2613, 0.0059953, -0.0129007, 7.59, 1628, 1, -73, 3
49692.00, 78.921136, 340.413260, 46.8303, 0.0045790, -0.0077896, 9.82, 624, 16, 0, 0
49692.25, 78.919591, 340.414786, 45.3119, 0.0011990, 0.0427155, 23.85, 1936, 7, 172, 1
49692.25, 78.920683, 340.414754, 45.8418, 0.0096300, -0.0103395, 36.63, 1018, 0, 51, 2
49692.25, 78.921776, 340.414721, 46.7547, 0.0052181, -0.0194128, 6.35, 1612, 8, -71, 3
49692.25, 78.921137, 340.414740, 46.3157, 0.0076919, -0.0226955, 13.49, 670, 4, 0, 0
49692.50, 78.919523, 340.416277, 46.2015, -0.0028750, 0.0168079, 13.75, 1962, 1, 180, 1
49692.50, 78.920638, 340.416238, 45.7823, -0.0034466, 0.0114653, 11.64, 976, 63, 56, 2
49692.50, 78.921753, 340.416199, 46.1598, 0.0040026, -0.0187983, 6.67, 1603, 70, -68, 3
49692.50, 78.921139, 340.416220, 45.8402, 0.0049805, -0.0075421, 20.24, 687, 0, 0, 0
49692.75, 78.919434, 340.417769, 46.5254, -0.0029546, 0.0025850, 10.47, 1917, 7, 190, 1
49692.75, 78.920578, 340.417723, 46.0222, -0.0055966, 0.0019035, 8.14, 1071, 5, 63, 2
49692.75, 78.921721, 340.417676, 45.6316, 0.0014348, -0.0172899, 10.37, 1652, 59, -64, 3
49692.75, 78.921141, 340.417700, 45.7047, -0.0038063, -0.0014909, 11.04, 692, 1, 0, 0
49693.00, 78.919334, 340.419261, 46.4651, -0.0008859, -0.0095453, 14.11, 1860, 10, 201, 1
49693.00, 78.920502, 340.419209, 46.0569, -0.0057447, -0.0019240, 7.79, 1150, 2, 71, 2
49693.00, 78.921670, 340.419156, 45.3412, -0.0048941, -0.0089845, 19.19, 1703, 0, -59, 3
49693.00, 78.921144, 340.419180, 45.6641, -0.0053403, 0.0002942, 8.57, 712, 2, 0, 0
49693.25, 78.919233, 340.420757, 46.0057, 0.0060687, -0.0234973, 21.04, 1772, 8, 213, 1
49693.25, 78.920416, 340.420697, 46.0327, -0.0052337, -0.0021632, 8.57, 1152, 5, 81, 2
49693.25, 78.921599, 340.420636, 45.3377, -0.0077497, 0.0030820, 10.61, 1709, 14, -50, 3
49693.25, 78.921146, 340.420659, 45.6549, -0.0033752, 0.0001886, 9.50, 730, 0, 0, 0
49693.50, 78.919147, 340.422250, 45.3680, 0.0096511, -0.0143089, 23.41, 1743, 5, 223, 1
49693.50, 78.920333, 340.422184, 46.1399, -0.0023997, 0.0066308, 11.90, 1110, 8, 91, 2
49693.50, 78.921518, 340.422118, 45.6697, -0.0058278, 0.0155269, 10.71, 1747, 3, -41, 3
49693.50, 78.921150, 340.422139, 45.8835, -0.0027381, 0.0152177, 10.02, 728, 2, 0, 0
49693.75, 78.919073, 340.423758, 45.1486, 0.0048913, 0.0111552, 24.32, 1732, 10, 231, 1
49693.75, 78.920251, 340.423679, 46.4573, 0.0017049, 0.0136899, 15.35, 1052, 28, 100, 2
49693.75, 78.921429, 340.423601, 46.3405, -0.0038924, 0.0245174, 9.92, 1753, 25, -31, 3
49693.75, 78.921153, 340.423619, 46.4367, -0.0007340, 0.0197276, 8.28, 753, 1, 0, 0
49694.00, 78.919013, 340.425270, 45.7567, 0.0004597, 0.0333152, 14.76, 1677, 21, 238, 1
49694.00, 78.920176, 340.425177, 46.7535, 0.0061839, 0.0102809, 17.35, 1012, 2, 109, 2
49694.00, 78.921340, 340.425085, 46.9654, 0.0001187, 0.0165092, 9.67, 1763, 43, -20, 3
49694.00, 78.921157, 340.425099, 46.9728, 0.0018329, 0.0141317, 6.86, 793, 0, 0, 0
49694.25, 78.918968, 340.426768, 46.5543, 0.0018213, 0.0132831, 19.15, 1656, 5, 244, 1
49694.25, 78.920117, 340.426669, 47.0079, 0.0039573, 0.0079070, 12.43, 948, 4, 116, 2
49694.25, 78.921265, 340.426570, 47.2981, 0.0012686, 0.0052757, 6.70, 1786, 28, -11, 3
49694.25, 78.921161, 340.426579, 47.2936, 0.0019644, 0.0051298, 6.67, 854, 5, 0, 0
49694.50, 78.918933, 340.428283, 46.6305, 0.0043171, -0.0102444, 13.68, 1645, 7, 249, 1
49694.50, 78.920067, 340.428170, 47.0942, 0.0020147, -0.0015006, 11.08, 936, 0, 122, 2
49694.50, 78.921200, 340.428058, 47.2827, 0.0010132, -0.0052883, 9.10, 1818, 2, -4, 3
49694.50, 78.921166, 340.428061, 47.2747, 0.0007291, -0.0063072, 8.15, 897, 0, 0, 0
49694.75, 78.918908, 340.429789, 46.0813, 0.0070789, -0.0252992, 16.17, 1618, 21, 252, 1
49694.75, 78.920033, 340.429666, 46.7777, 0.0021277, -0.0167598, 9.06, 1002, 2, 127, 2
49694.75, 78.921157, 340.429542, 46.9785, 0.0001258, -0.0140839, 7.14, 1778, 1, 2, 3
49694.75, 78.921172, 340.429541, 46.9812, -0.0004619, -0.0122369, 5.93, 906, 4, 0, 0
49695.00, 78.918891, 340.431292, 44.9745, 0.0127415, -0.0493752, 23.77, 1635, 8, 254, 1
49695.00, 78.920011, 340.431160, 46.1089, 0.0030691, -0.0235284, 8.35, 982, 10, 130, 2
49695.00, 78.921130, 340.431027, 46.4458, 0.0008048, -0.0182085, 8.28, 1710, 0, 5, 3
49695.00, 78.921178, 340.431021, 46.4732, 0.0005194, -0.0192845, 7.43, 899, 0, 0, 0
49695.25, 78.918887, 340.432811, 43.0277, 0.0139038, -0.0699398, 48.81, 1648, 46, 256, 1
49695.25, 78.920002, 340.432662, 45.2153, 0.0057613, -0.0302720, 12.28, 901, 60, 132, 2
49695.25, 78.921117, 340.432512, 45.7646, 0.0018864, -0.0235806, 4.54, 1653, 9, 8, 3
49695.25, 78.921185, 340.432503, 45.7901, 0.0020243, -0.0235819, 4.26, 901, 2, 0, 0
49695.50, 78.918893, 340.434307, 41.2806, -0.0111675, -0.0102178, 103.47, 1700, 14, 256, 1
49695.50, 78.920003, 340.434151, 43.8002, 0.0165980, -0.0513116, 34.06, 929, 51, 132, 2
49695.50, 78.921114, 340.433994, 44.9063, 0.0024798, -0.0297762, 6.91, 1692, 5, 9, 3
49695.50, 78.921193, 340.433983, 44.9474, 0.0026292, -0.0296978, 6.76, 949, 1, 0, 0
49695.75, 78.918901, 340.435830, 41.4472, -0.0293662, 0.0452203, 38.75, 1665, 40, 256, 1
49695.75, 78.920009, 340.435654, 41.9805, 0.0302011, -0.0501520, 40.75, 915, 36, 133, 2
49695.75, 78.921117, 340.435478, 43.8653, 0.0027982, -0.0347763, 5.42, 1671, 28, 9, 3
49695.75, 78.921201, 340.435465, 43.9187, 0.0023526, -0.0348087, 5.32, 936, 12, 0, 0
49696.00, 78.918912, 340.437334, 43.3211, -0.0120784, 0.0386258, 21.27, 1557, 127, 256, 1
49696.00, 78.920019, 340.437147, 42.1219, 0.0141906, 0.0401910, 70.02, 973, 0, 133, 2
49696.00, 78.921127, 340.436960, 43.1177, 0.0021831, -0.0132511, 21.20, 1626, 35, 9, 3
49696.00, 78.921210, 340.436946, 43.1781, 0.0012931, -0.0117071, 19.73, 917, 12, 0, 0
49696.25, 78.918926, 340.438855, 44.5610, -0.0061720, 0.0298917, 14.17, 1626, 28, 255, 1
49696.25, 78.920032, 340.438649, 43.5850, -0.0014737, 0.0489570, 23.02, 973, 5, 132, 2
49696.25, 78.921137, 340.438443, 43.5200, -0.0003256, 0.0308563, 14.83, 1671, 21, 9, 3
49696.25, 78.921220, 340.438428, 43.5241, -0.0005857, 0.0300588, 14.57, 954, 5, 0, 0
49696.50, 78.918942, 340.440371, 45.4340, -0.0032974, 0.0217439, 12.95, 1689, 3, 255, 1
49696.50, 78.920045, 340.440148, 44.8357, -0.0035089, 0.0300148, 10.90, 949, 2, 132, 2
49696.50, 78.921149, 340.439926, 44.5204, -0.0004459, 0.0308869, 7.92, 1727, 0, 9, 3
49696.50, 78.921231, 340.439909, 44.5117, -0.0001413, 0.0308071, 8.15, 981, 0, 0, 0
49696.75, 78.918955, 340.441891, 46.0454, -0.0008516, 0.0127596, 14.63, 1723, 15, 255, 1
49696.75, 78.920058, 340.441649, 45.6484, -0.0031259, 0.0213234, 10.90, 952, 3, 132, 2
49696.75, 78.921161, 340.441408, 45.3818, 0.0004739, 0.0245323, 6.40, 1716, 5, 9, 3
49696.75, 78.921242, 340.441390, 45.3844, 0.0009708, 0.0242211, 5.71, 967, 1, 0, 0
49697.00, 78.918968, 340.443411, 46.3251, 0.0020902, 0.0007205, 14.03, 1762, 1, 255, 1
49697.00, 78.920071, 340.443150, 46.1609, -0.0019789, 0.0113846, 13.00, 965, 0, 132, 2
49697.00, 78.921174, 340.442890, 46.0191, 0.0010604, 0.0158979, 7.45, 1770, 8, 9, 3
49697.00, 78.921255, 340.442871, 46.0173, 0.0012944, 0.0151267, 6.91, 985, 5, 0, 0
49697.25, 78.918983, 340.444926, 46.2632, 0.0040724, -0.0078810, 11.35, 1782, 5, 254, 1
49697.25, 78.920087, 340.444649, 46.3477, -0.0004691, 0.0002335, 10.05, 1007, 5, 132, 2
49697.25, 78.921192, 340.444373, 46.3668, 0.0013141, 0.0063647, 6.08, 1794, 19, 9, 3
49697.25, 78.921268, 340.444354, 46.3658, 0.0016981, 0.0066102, 6.09, 997, 3, 0, 0
49697.50, 78.919001, 340.446439, 45.9299, 0.0047851, -0.0139831, 11.16, 1758, 4, 254, 1
49697.50, 78.920107, 340.446146, 46.2126, -0.0003042, -0.0088883, 9.24, 1013, 0, 131, 2
49697.50, 78.921213, 340.445854, 46.4116, 0.0019509, -0.0023365, 6.62, 1751, 11, 8, 3
49697.50, 78.921282, 340.445836, 46.4230, 0.0023909, -0.0028555, 6.25, 967, 1, 0, 0
49697.75, 78.919023, 340.447952, 45.3828, 0.0038241, -0.0190164, 14.24, 1687, 0, 253, 1
49697.75, 78.920131, 340.447642, 45.7978, -0.0003301, -0.0172439, 9.34, 957, 0, 130, 2
49697.75, 78.921239, 340.447332, 46.1318, 0.0033213, -0.0129579, 8.25, 1723, 5, 6, 3
49697.75, 78.921297, 340.447316, 46.1533, 0.0034763, -0.0135715, 7.51, 953, 5, 0, 0
49698.00, 78.919048, 340.449469, 44.7187, 0.0006355, -0.0183031, 15.28, 1699, 3, 252, 1
49698.00, 78.920158, 340.449140, 45.1728, 0.0015909, -0.0220018, 11.36, 939, 7, 129, 2
49698.00, 78.921267, 340.448810, 45.5647, 0.0042830, -0.0218873, 6.99, 1725, 3, 5, 3
49698.00, 78.921312, 340.448797, 45.5659, 0.0044546, -0.0232423, 5.79, 920, 1, 0, 0
