# Filename: 20180418_133400_smooth_nadir3seg_50pt.csv
# Input filename: 20180418_133400.atm6AT6.filt.qi
# Number of segments: 3
# Nadir block width: 80.0m
# Output interval: 0.25sec
# Smoothing interval: 0.5sec
# Trajectory file used: 180418_aa_l12_cfm_itrf14_14may18_b897
# International Terrestrial Reference Frame: ITRF14
#
# UTC_Seconds_Of_Day, Latitude(deg), Longitude(deg), WGS84_Ellipsoid_Height(m), South-to-North_Slope, West-to-East_Slope, RMS_Fit(cm), Number_Of_ATM_Measurments_Used, Number_Of_ATM_Measurements_Removed, Distance_Of_Block_To_The_Right_Of_Aircraft(m), Track_Identifier
48849.50, 79.180740, 335.267796, 856.6296, -0.0030961, -0.0028819, 7.67, 1883, 0, 94, 1
48849.50, 79.181408, 335.269129, 856.3804, -0.0021319, -0.0027593, 5.19, 1010, 2, 15, 2
48849.50, 79.182077, 335.270462, 856.1024, -0.0030325, -0.0035201, 7.13, 1686, 15, -65, 3
48849.50, 79.181534, 335.269379, 856.3358, -0.0021515, -0.0031464, 5.40, 1010, 1, 0, 0
48849.75, 79.180622, 335.269369, 856.5479, -0.0027587, -0.0040241, 7.02, 1900, 6, 95, 1
48849.75, 79.181292, 335.270705, 856.3089, -0.0018315, -0.0033449, 6.04, 996, 3, 15, 2
48849.75, 79.181961, 335.272042, 856.0436, -0.0038578, -0.0043235, 8.48, 1709, 5, -64, 3
48849.75, 79.181422, 335.270966, 856.2638, -0.0017375, -0.0029442, 6.68, 1001, 3, 0, 0
48850.00, 79.180503, 335.270941, 856.4748, -0.0025614, -0.0031057, 7.32, 1902, 2, 96, 1
48850.00, 79.181174, 335.272279, 856.2534, -0.0015160, -0.0014526, 6.24, 935, 10, 16, 2
48850.00, 79.181844, 335.273617, 856.0102, -0.0054155, -0.0024713, 6.97, 1614, 6, -63, 3
48850.00, 79.181311, 335.272552, 856.2219, -0.0010332, -0.0008025, 6.29, 937, 5, 0, 0
48850.25, 79.180385, 335.272515, 856.4111, -0.0018766, -0.0032798, 6.54, 1857, 4, 97, 1
48850.25, 79.181055, 335.273852, 856.2194, -0.0014142, -0.0019006, 5.57, 962, 6, 17, 2
48850.25, 79.181725, 335.275190, 855.9420, -0.0037814, -0.0048310, 6.39, 1613, 5, -62, 3
48850.25, 79.181199, 335.274140, 856.1848, -0.0011689, -0.0026117, 6.04, 963, 3, 0, 0
48850.50, 79.180267, 335.274087, 856.3547, -0.0021669, -0.0020599, 6.73, 1819, 11, 97, 1
48850.50, 79.180936, 335.275424, 856.1556, -0.0017976, -0.0028763, 5.67, 1025, 5, 18, 2
48850.50, 79.181606, 335.276762, 855.8601, -0.0040825, -0.0028469, 5.53, 1685, 5, -62, 3
48850.50, 79.181088, 335.275726, 856.1022, -0.0018814, -0.0030158, 5.52, 1036, 4, 0, 0
48850.75, 79.180149, 335.275668, 856.3332, -0.0026977, -0.0015001, 7.11, 1840, 14, 98, 1
48850.75, 79.180818, 335.277000, 856.1058, -0.0023068, -0.0013360, 5.83, 1020, 3, 19, 2
48850.75, 79.181487, 335.278333, 855.8174, -0.0040981, -0.0029877, 5.01, 1711, 7, -61, 3
48850.75, 79.180976, 335.277314, 856.0478, -0.0024575, -0.0013725, 5.35, 1043, 5, 0, 0
48851.00, 79.180032, 335.277243, 856.3252, -0.0018353, -0.0016530, 7.15, 1824, 13, 99, 1
48851.00, 79.180700, 335.278575, 856.0861, -0.0024395, -0.0018412, 6.03, 978, 2, 19, 2
48851.00, 79.181369, 335.279906, 855.7980, -0.0045132, -0.0019017, 6.23, 1724, 1, -60, 3
48851.00, 79.180864, 335.278901, 856.0250, -0.0022035, -0.0019313, 5.88, 1018, 5, 0, 0
48851.25, 79.179917, 335.278824, 856.3143, -0.0017963, -0.0009164, 6.63, 1855, 2, 99, 1
48851.25, 79.180584, 335.280153, 856.0518, -0.0032620, -0.0027525, 5.65, 1007, 2, 20, 2
48851.25, 79.181251, 335.281481, 855.7454, -0.0032610, -0.0038338, 6.54, 1710, 2, -59, 3
48851.25, 79.180753, 335.280489, 855.9743, -0.0028261, -0.0031262, 5.93, 1035, 5, 0, 0
48851.50, 79.179802, 335.280409, 856.2903, -0.0029879, -0.0014936, 6.42, 1852, 6, 100, 1
48851.50, 79.180468, 335.281733, 856.0182, -0.0038603, -0.0022514, 5.55, 996, 5, 21, 2
48851.50, 79.181134, 335.283058, 855.6736, -0.0035714, -0.0026614, 6.40, 1693, 1, -59, 3
48851.50, 79.180641, 335.282077, 855.9309, -0.0040762, -0.0021646, 5.58, 1016, 5, 0, 0
48851.75, 79.179688, 335.281991, 856.2638, -0.0030801, -0.0017461, 6.93, 1839, 8, 100, 1
48851.75, 79.180353, 335.283313, 856.0215, -0.0045145, -0.0010804, 6.31, 962, 8, 21, 2
48851.75, 79.181018, 335.284636, 855.6262, -0.0032387, -0.0029792, 6.26, 1684, 3, -58, 3
48851.75, 79.180530, 335.283665, 855.9260, -0.0048169, -0.0020770, 6.39, 988, 5, 0, 0
48852.00, 79.179573, 335.283573, 856.2131, -0.0019762, -0.0032267, 7.13, 1874, 1, 100, 1
48852.00, 79.180238, 335.284896, 855.9805, -0.0034886, -0.0045596, 5.80, 986, 5, 21, 2
48852.00, 79.180903, 335.286219, 855.5652, -0.0024836, -0.0026522, 5.77, 1685, 11, -58, 3
48852.00, 79.180418, 335.285255, 855.8676, -0.0043197, -0.0050560, 5.83, 1027, 1, 0, 0
48852.25, 79.179460, 335.285155, 856.1441, -0.0018058, -0.0026930, 6.71, 1851, 6, 101, 1
48852.25, 79.180124, 335.286477, 855.8728, -0.0035503, -0.0041698, 5.05, 1025, 4, 22, 2
48852.25, 79.180788, 335.287799, 855.5132, -0.0018777, -0.0018583, 5.25, 1705, 20, -57, 3
48852.25, 79.180307, 335.286842, 855.7627, -0.0038476, -0.0040674, 5.58, 1071, 1, 0, 0
48852.50, 79.179344, 335.286737, 856.0790, -0.0020402, -0.0025860, 7.14, 1810, 1, 101, 1
48852.50, 79.180009, 335.288057, 855.7999, -0.0039078, -0.0031889, 5.92, 1022, 4, 22, 2
48852.50, 79.180673, 335.289378, 855.4923, -0.0015702, -0.0003025, 6.42, 1700, 15, -57, 3
48852.50, 79.180196, 335.288429, 855.6916, -0.0040795, -0.0033525, 5.89, 1060, 3, 0, 0
48852.75, 79.179229, 335.288316, 856.0125, -0.0027028, -0.0026540, 7.83, 1826, 3, 102, 1
48852.75, 79.179893, 335.289638, 855.7327, -0.0039693, -0.0039965, 6.32, 949, 4, 23, 2
48852.75, 79.180557, 335.290959, 855.4773, -0.0003365, -0.0004368, 6.27, 1633, 7, -56, 3
48852.75, 79.180084, 335.290019, 855.6225, -0.0037446, -0.0037490, 6.21, 987, 4, 0, 0
48853.00, 79.179114, 335.289898, 855.9500, -0.0031351, -0.0032283, 7.50, 1842, 3, 102, 1
48853.00, 79.179778, 335.291218, 855.6281, -0.0030768, -0.0048546, 5.84, 951, 9, 23, 2
48853.00, 79.180441, 335.292537, 855.4603, 0.0006191, 0.0004071, 5.93, 1650, 26, -56, 3
48853.00, 79.179973, 335.291606, 855.5366, -0.0022266, -0.0035874, 5.74, 990, 2, 0, 0
48853.25, 79.179000, 335.291481, 855.8781, -0.0029833, -0.0037549, 6.79, 1813, 8, 102, 1
48853.25, 79.179662, 335.292799, 855.5445, -0.0024409, -0.0024600, 5.88, 994, 3, 24, 2
48853.25, 79.180325, 335.294117, 855.4696, 0.0006010, 0.0003865, 6.62, 1720, 14, -55, 3
48853.25, 79.179862, 335.293196, 855.4868, -0.0016620, -0.0007898, 6.15, 1031, 4, 0, 0
48853.50, 79.178885, 335.293070, 855.7936, -0.0040912, -0.0034035, 7.26, 1797, 9, 103, 1
48853.50, 79.179547, 335.294383, 855.5181, -0.0014101, -0.0007167, 6.61, 1009, 5, 24, 2
48853.50, 79.180210, 335.295696, 855.4984, -0.0008468, 0.0005815, 6.04, 1713, 4, -55, 3
48853.50, 79.179750, 335.294785, 855.4902, -0.0002182, 0.0005440, 5.84, 1047, 6, 0, 0
48853.75, 79.178772, 335.294654, 855.7231, -0.0045064, -0.0041599, 6.92, 1787, 11, 103, 1
48853.75, 79.179433, 335.295966, 855.4935, -0.0002301, -0.0006924, 5.82, 1002, 10, 24, 2
48853.75, 79.180094, 335.297278, 855.5227, -0.0003190, 0.0011141, 5.92, 1707, 7, -54, 3
48853.75, 79.179639, 335.296375, 855.4871, 0.0009222, -0.0002401, 4.51, 1027, 8, 0, 0
48854.00, 79.178662, 335.296247, 855.6593, -0.0033637, -0.0039897, 6.79, 1782, 8, 103, 1
48854.00, 79.179325, 335.297561, 855.4765, 0.0003196, -0.0001029, 5.81, 989, 3, 24, 2
48854.00, 79.179988, 335.298876, 855.5256, 0.0001620, -0.0005991, 6.45, 1733, 4, -55, 3
48854.00, 79.179528, 335.297963, 855.4905, 0.0009931, 0.0010944, 5.20, 1032, 1, 0, 0
48854.25, 79.178558, 335.297851, 855.5994, -0.0032051, -0.0024405, 6.90, 1746, 7, 102, 1
48854.25, 79.179232, 335.299188, 855.4830, 0.0010603, 0.0007284, 6.18, 1015, 0, 22, 2
48854.25, 79.179906, 335.300524, 855.5297, -0.0011463, 0.0000000, 6.15, 1732, 1, -58, 3
48854.25, 79.179417, 335.299554, 855.5115, 0.0018873, 0.0009829, 5.63, 1046, 2, 0, 0
48854.50, 79.178470, 335.299486, 855.5420, -0.0021878, -0.0030857, 8.31, 1735, 5, 99, 1
48854.50, 79.179153, 335.300843, 855.5121, 0.0003591, 0.0013402, 6.29, 1009, 1, 18, 2
48854.50, 79.179837, 335.302200, 855.5231, 0.0000000, -0.0004620, 5.75, 1664, 8, -63, 3
48854.50, 79.179306, 335.301145, 855.5259, 0.0005906, 0.0005392, 6.54, 987, 2, 0, 0
48854.75, 79.178396, 335.301150, 855.4914, -0.0009202, -0.0016192, 9.35, 1753, 0, 95, 1
48854.75, 79.179086, 335.302519, 855.5238, 0.0000000, -0.0004621, 5.51, 999, 12, 13, 2
48854.75, 79.179776, 335.303889, 855.5102, 0.0004205, 0.0001237, 5.79, 1662, 4, -69, 3
48854.75, 79.179195, 335.302735, 855.5236, 0.0000000, -0.0004220, 5.46, 973, 13, 0, 0
48855.00, 79.178333, 335.302837, 855.4701, 0.0004358, -0.0003147, 7.91, 1794, 3, 89, 1
48855.00, 79.179024, 335.304208, 855.5215, -0.0001490, 0.0001335, 6.37, 1035, 7, 7, 2
48855.00, 79.179716, 335.305580, 855.5389, 0.0004438, 0.0017335, 6.28, 1602, 4, -75, 3
48855.00, 79.179083, 335.304325, 855.5189, 0.0000000, 0.0002864, 6.18, 1003, 9, 0, 0
48855.25, 79.178274, 335.304528, 855.4804, 0.0006825, 0.0009597, 7.27, 1841, 5, 83, 1
48855.25, 79.178964, 335.305899, 855.5254, -0.0005978, 0.0000000, 6.51, 993, 1, 1, 2
48855.25, 79.179654, 335.307270, 855.5902, 0.0006575, 0.0010768, 6.23, 1595, 9, -81, 3
48855.25, 79.178972, 335.305915, 855.5245, -0.0005649, 0.0000000, 6.48, 968, 1, 0, 0
48855.50, 79.178216, 335.306218, 855.5034, 0.0011918, 0.0007929, 7.42, 1856, 1, 77, 1
48855.50, 79.178902, 335.307586, 855.5218, 0.0000000, -0.0003484, 5.95, 977, 3, -5, 2
48855.50, 79.179588, 335.308954, 855.5940, 0.0006839, -0.0001695, 6.56, 1570, 9, -86, 3
48855.50, 79.178861, 335.307504, 855.5241, -0.0005186, -0.0004935, 6.09, 974, 2, 0, 0
48855.75, 79.178153, 335.307904, 855.5139, 0.0010212, 0.0008364, 6.53, 1833, 1, 71, 1
48855.75, 79.178832, 335.309259, 855.5345, 0.0006677, 0.0007786, 5.88, 990, 2, -10, 2
48855.75, 79.179511, 335.310614, 855.5913, 0.0001211, 0.0009376, 6.05, 1545, 16, -90, 3
48855.75, 79.178749, 335.309094, 855.5307, -0.0001077, 0.0001972, 5.96, 993, 2, 0, 0
48856.00, 79.178083, 335.309572, 855.4873, 0.0007495, -0.0011889, 5.72, 1747, 4, 66, 1
48856.00, 79.178752, 335.310912, 855.5598, 0.0011812, 0.0007712, 6.14, 965, 4, -14, 2
48856.00, 79.179422, 335.312253, 855.6160, 0.0001642, 0.0003430, 6.29, 1607, 15, -93, 3
48856.00, 79.178637, 335.310682, 855.5437, 0.0010609, 0.0006605, 5.96, 982, 4, 0, 0
48856.25, 79.178001, 335.311218, 855.4772, 0.0003738, 0.0005205, 6.19, 1731, 5, 62, 1
48856.25, 79.178663, 335.312544, 855.5739, 0.0006361, 0.0008137, 6.19, 970, 4, -16, 2
48856.25, 79.179324, 335.313870, 855.6377, 0.0000000, 0.0007837, 6.68, 1572, 0, -95, 3
48856.25, 79.178525, 335.312269, 855.5615, 0.0006470, 0.0012324, 5.87, 1021, 7, 0, 0
48856.50, 79.177905, 335.312835, 855.5038, -0.0002487, 0.0011602, 6.64, 1773, 10, 60, 1
48856.50, 79.178562, 335.314156, 855.5828, 0.0007369, 0.0006801, 5.42, 971, 1, -18, 2
48856.50, 79.179219, 335.315477, 855.6420, 0.0002862, -0.0002863, 6.97, 1555, 0, -96, 3
48856.50, 79.178413, 335.313856, 855.5698, 0.0005730, 0.0000000, 5.16, 1021, 3, 0, 0
48856.75, 79.177802, 335.314438, 855.5296, 0.0000000, 0.0006376, 6.41, 1815, 19, 59, 1
48856.75, 79.178455, 335.315754, 855.6029, 0.0006839, 0.0011647, 5.11, 956, 5, -18, 2
48856.75, 79.179108, 335.317070, 855.6508, -0.0001561, 0.0008006, 6.83, 1569, 1, -96, 3
48856.75, 79.178300, 335.315442, 855.5854, 0.0001973, 0.0012640, 5.05, 1004, 11, 0, 0
48857.00, 79.177689, 335.316019, 855.5549, 0.0006997, 0.0007882, 5.72, 1871, 4, 59, 1
48857.00, 79.178342, 335.317340, 855.6265, 0.0003498, 0.0005502, 5.52, 943, 5, -18, 2
48857.00, 79.178995, 335.318661, 855.6575, 0.0006392, -0.0005042, 6.57, 1577, 4, -96, 3
48857.00, 79.178188, 335.317027, 855.6155, 0.0003910, 0.0003827, 5.40, 1017, 5, 0, 0
48857.25, 79.177573, 335.317594, 855.5717, 0.0008278, 0.0006254, 5.92, 1880, 15, 60, 1
48857.25, 79.178227, 335.318921, 855.6233, 0.0006246, -0.0005039, 5.24, 940, 4, -18, 2
48857.25, 79.178881, 335.320249, 855.6487, 0.0004985, 0.0004366, 6.90, 1593, 3, -96, 3
48857.25, 79.178075, 335.318612, 855.6159, 0.0006310, -0.0001035, 5.22, 1008, 3, 0, 0
48857.50, 79.177456, 335.319166, 855.5821, 0.0007386, 0.0006392, 6.61, 1827, 8, 60, 1
48857.50, 79.178110, 335.320498, 855.6139, 0.0003502, 0.0002647, 5.41, 995, 1, -18, 2
48857.50, 79.178764, 335.321831, 855.6743, 0.0001014, 0.0011011, 6.87, 1624, 4, -96, 3
48857.50, 79.177961, 335.320195, 855.6110, -0.0002282, -0.0001045, 5.23, 1024, 4, 0, 0
48857.75, 79.177338, 335.320737, 855.5889, 0.0006550, 0.0004586, 6.27, 1802, 3, 61, 1
48857.75, 79.177992, 335.322072, 855.6247, 0.0002808, 0.0004304, 5.65, 995, 4, -17, 2
48857.75, 79.178646, 335.323408, 855.6615, 0.0013207, -0.0004910, 6.24, 1623, 25, -95, 3
48857.75, 79.177848, 335.321778, 855.6191, -0.0002753, 0.0000000, 5.50, 1042, 4, 0, 0
