# Filename: 20180418_133600_smooth_nadir3seg_50pt.csv
# Input filename: 20180418_133600.atm6AT6.filt.qi
# Number of segments: 3
# Nadir block width: 80.0m
# Output interval: 0.25sec
# Smoothing interval: 0.5sec
# Trajectory file used: 180418_aa_l12_cfm_itrf14_14may18_b897
# International Terrestrial Reference Frame: ITRF14
#
# UTC_Seconds_Of_Day, Latitude(deg), Longitude(deg), WGS84_Ellipsoid_Height(m), South-to-North_Slope, West-to-East_Slope, RMS_Fit(cm), Number_Of_ATM_Measurments_Used, Number_Of_ATM_Measurements_Removed, Distance_Of_Block_To_The_Right_Of_Aircraft(m), Track_Identifier
48966.00, 79.124411, 335.980963, 839.1497, -0.0124636, -0.0077552, 6.38, 953, 17, 13, 2
48966.00, 79.125038, 335.982536, 838.0491, -0.0106789, -0.0083322, 7.62, 1620, 10, -64, 3
48966.00, 79.124519, 335.981235, 838.9520, -0.0125641, -0.0073401, 5.95, 982, 22, 0, 0
48966.25, 79.123633, 335.980865, 839.9024, -0.0055156, -0.0114468, 6.96, 1789, 16, 92, 1
48966.25, 79.124265, 335.982447, 839.0719, -0.0100643, -0.0094841, 7.17, 1021, 4, 15, 2
48966.25, 79.124897, 335.984029, 838.0181, -0.0127332, -0.0051271, 6.49, 1589, 1, -63, 3
48966.25, 79.124384, 335.982745, 838.8769, -0.0105825, -0.0088318, 8.00, 1055, 2, 0, 0
48966.50, 79.123480, 335.982334, 839.6359, -0.0034146, -0.0114189, 8.11, 1773, 8, 95, 1
48966.50, 79.124116, 335.983920, 838.9245, -0.0084482, -0.0095154, 7.75, 1012, 0, 16, 2
48966.50, 79.124751, 335.985507, 838.0381, -0.0120313, -0.0064281, 6.73, 1590, 10, -62, 3
48966.50, 79.124249, 335.984254, 838.7482, -0.0078621, -0.0078015, 8.60, 1029, 5, 0, 0
48966.75, 79.123325, 335.983790, 839.3188, -0.0014606, -0.0127770, 7.63, 1770, 1, 97, 1
48966.75, 79.123962, 335.985383, 838.7384, -0.0045514, -0.0097650, 10.47, 972, 1, 19, 2
48966.75, 79.124599, 335.986977, 837.9722, -0.0089357, -0.0076798, 10.24, 1611, 4, -60, 3
48966.75, 79.124115, 335.985765, 838.5753, -0.0055483, -0.0090949, 10.25, 985, 0, 0, 0
48967.00, 79.123170, 335.985244, 838.9284, 0.0004699, -0.0140886, 8.46, 1791, 1, 100, 1
48967.00, 79.123808, 335.986842, 838.4546, -0.0002725, -0.0110611, 6.72, 977, 9, 21, 2
48967.00, 79.124446, 335.988439, 837.7836, -0.0057091, -0.0105119, 8.92, 1697, 2, -57, 3
48967.00, 79.123980, 335.987274, 838.3041, -0.0027638, -0.0118739, 8.69, 1014, 3, 0, 0
48967.25, 79.123015, 335.986707, 838.5009, 0.0023141, -0.0129361, 7.90, 1824, 5, 102, 1
48967.25, 79.123653, 335.988304, 838.1098, 0.0000000, -0.0113038, 7.34, 1017, 7, 24, 2
48967.25, 79.124291, 335.989901, 837.5642, -0.0052655, -0.0094795, 8.73, 1744, 7, -55, 3
48967.25, 79.123846, 335.988785, 837.9694, -0.0014934, -0.0114159, 7.43, 1070, 3, 0, 0
48967.50, 79.122861, 335.988170, 838.0521, 0.0021642, -0.0132613, 7.77, 1801, 3, 105, 1
48967.50, 79.123499, 335.989766, 837.7390, 0.0012828, -0.0124015, 7.71, 985, 1, 26, 2
48967.50, 79.124138, 335.991363, 837.3196, -0.0023493, -0.0099228, 8.33, 1716, 4, -52, 3
48967.50, 79.123711, 335.990296, 837.6149, 0.0001918, -0.0120811, 7.68, 1032, 3, 0, 0
48967.75, 79.122709, 335.989639, 837.6470, 0.0015608, -0.0113644, 8.01, 1817, 7, 107, 1
48967.75, 79.123347, 335.991233, 837.3629, -0.0004223, -0.0111647, 7.51, 1007, 5, 28, 2
48967.75, 79.123985, 335.992826, 837.0179, -0.0003698, -0.0103533, 6.97, 1700, 6, -50, 3
48967.75, 79.123577, 335.991807, 837.2341, 0.0010745, -0.0111231, 6.82, 1051, 3, 0, 0
48968.00, 79.122559, 335.991110, 837.2773, 0.0021450, -0.0107524, 7.45, 1792, 4, 109, 1
48968.00, 79.123195, 335.992700, 837.0098, -0.0004123, -0.0116471, 7.42, 1004, 4, 30, 2
48968.00, 79.123832, 335.994290, 836.6961, 0.0002737, -0.0102329, 5.97, 1722, 5, -48, 3
48968.00, 79.123442, 335.993317, 836.8838, 0.0009105, -0.0095896, 6.53, 1085, 0, 0, 0
48968.25, 79.122408, 335.992583, 836.8660, 0.0026401, -0.0126579, 8.67, 1721, 1, 111, 1
48968.25, 79.123046, 335.994173, 836.6745, 0.0006797, -0.0097671, 6.85, 940, 6, 32, 2
48968.25, 79.123683, 335.995764, 836.3685, 0.0002436, -0.0107009, 6.78, 1690, 16, -46, 3
48968.25, 79.123308, 335.994828, 836.5684, 0.0009728, -0.0090760, 6.61, 1037, 3, 0, 0
48968.50, 79.122260, 335.994064, 836.4415, 0.0044568, -0.0123597, 9.60, 1784, 1, 112, 1
48968.50, 79.122897, 335.995651, 836.3231, 0.0027117, -0.0114563, 8.15, 1001, 1, 34, 2
48968.50, 79.123535, 335.997239, 836.0264, 0.0005696, -0.0108060, 6.82, 1623, 23, -44, 3
48968.50, 79.123174, 335.996339, 836.2274, 0.0016747, -0.0110665, 7.05, 1043, 6, 0, 0
48968.75, 79.122114, 335.995547, 836.0760, 0.0038101, -0.0083942, 8.57, 1828, 3, 114, 1
48968.75, 79.122751, 335.997132, 835.9647, 0.0014707, -0.0096456, 8.70, 1003, 1, 35, 2
48968.75, 79.123389, 335.998717, 835.6900, 0.0005273, -0.0103242, 6.89, 1676, 14, -43, 3
48968.75, 79.123040, 335.997850, 835.8546, 0.0015260, -0.0108437, 7.26, 1075, 3, 0, 0
48969.00, 79.121968, 335.997031, 835.7027, 0.0050606, -0.0111724, 8.16, 1787, 0, 115, 1
48969.00, 79.122606, 335.998616, 835.5942, 0.0022502, -0.0121549, 7.26, 965, 0, 37, 2
48969.00, 79.123244, 336.000201, 835.3674, 0.0007034, -0.0097953, 7.92, 1714, 4, -42, 3
48969.00, 79.122906, 335.999361, 835.4824, 0.0018732, -0.0110039, 7.30, 1040, 3, 0, 0
48969.25, 79.121821, 335.998517, 835.2720, 0.0041853, -0.0109127, 8.72, 1812, 0, 117, 1
48969.25, 79.122460, 336.000101, 835.1918, 0.0034711, -0.0104291, 7.53, 983, 2, 38, 2
48969.25, 79.123100, 336.001684, 835.0489, 0.0007284, -0.0099686, 7.71, 1690, 7, -40, 3
48969.25, 79.122773, 336.000874, 835.1384, 0.0019570, -0.0088126, 7.90, 1050, 0, 0, 0
48969.50, 79.121674, 336.000003, 834.8848, 0.0036624, -0.0096821, 8.72, 1795, 1, 119, 1
48969.50, 79.122315, 336.001586, 834.8244, 0.0028101, -0.0094928, 8.33, 980, 1, 40, 2
48969.50, 79.122957, 336.003170, 834.7078, 0.0010154, -0.0104508, 7.36, 1662, 20, -39, 3
48969.50, 79.122639, 336.002386, 834.7766, 0.0041754, -0.0103812, 8.02, 1105, 4, 0, 0
48969.75, 79.121527, 336.001486, 834.5782, 0.0039754, -0.0069649, 7.53, 1781, 0, 120, 1
48969.75, 79.122170, 336.003070, 834.5171, 0.0005334, -0.0093706, 8.02, 969, 2, 41, 2
48969.75, 79.122813, 336.004654, 834.3725, 0.0014245, -0.0090244, 7.22, 1657, 3, -38, 3
48969.75, 79.122507, 336.003900, 834.4315, 0.0033727, -0.0078815, 7.65, 1108, 3, 0, 0
48970.00, 79.121380, 336.002969, 834.3080, 0.0038442, -0.0065670, 8.43, 1789, 0, 122, 1
48970.00, 79.122024, 336.004553, 834.2212, 0.0017551, -0.0086522, 8.02, 973, 23, 43, 2
48970.00, 79.122668, 336.006138, 834.0951, 0.0007566, -0.0080258, 6.92, 1672, 3, -36, 3
48970.00, 79.122374, 336.005414, 834.1616, 0.0024416, -0.0071811, 6.67, 1090, 15, 0, 0
48970.25, 79.121232, 336.004457, 834.0597, 0.0017154, -0.0053778, 9.09, 1720, 15, 124, 1
48970.25, 79.121878, 336.006039, 833.9576, 0.0019496, -0.0059458, 6.52, 902, 34, 45, 2
48970.25, 79.122524, 336.007620, 833.8437, 0.0000000, -0.0083441, 7.39, 1662, 1, -35, 3
48970.25, 79.122241, 336.006929, 833.9260, 0.0015620, -0.0064582, 7.30, 1010, 13, 0, 0
48970.50, 79.121084, 336.005942, 833.8163, 0.0022934, -0.0077930, 8.50, 1651, 36, 126, 1
48970.50, 79.121732, 336.007522, 833.7277, 0.0021240, -0.0066506, 7.30, 898, 44, 46, 2
48970.50, 79.122380, 336.009102, 833.5949, -0.0003767, -0.0079067, 7.97, 1556, 6, -33, 3
48970.50, 79.122109, 336.008443, 833.6841, 0.0016833, -0.0075916, 8.16, 1000, 15, 0, 0
48970.75, 79.120937, 336.007429, 833.5728, 0.0026106, -0.0060858, 8.45, 1577, 75, 127, 1
48970.75, 79.121586, 336.009007, 833.5324, 0.0004838, -0.0051498, 9.59, 900, 57, 48, 2
48970.75, 79.122236, 336.010586, 833.3480, 0.0002700, -0.0063491, 8.16, 1493, 13, -32, 3
48970.75, 79.121978, 336.009959, 833.4241, 0.0008212, -0.0070707, 8.59, 1039, 22, 0, 0
48971.00, 79.120794, 336.008914, 833.4014, 0.0015550, -0.0031950, 9.60, 1437, 118, 129, 1
48971.00, 79.121443, 336.010492, 833.3698, -0.0002142, -0.0056246, 11.99, 910, 29, 49, 2
48971.00, 79.122092, 336.012071, 833.1790, -0.0001845, -0.0039597, 7.60, 1503, 4, -30, 3
48971.00, 79.121847, 336.011475, 833.2389, -0.0003983, -0.0041799, 8.76, 1030, 9, 0, 0
48971.25, 79.120650, 336.010412, 833.3137, 0.0024638, -0.0028071, 18.99, 1496, 42, 130, 1
48971.25, 79.121300, 336.011985, 833.2304, -0.0002463, -0.0035721, 14.92, 887, 13, 51, 2
48971.25, 79.121950, 336.013558, 833.0692, -0.0002793, -0.0040201, 7.74, 1449, 5, -29, 3
48971.25, 79.121716, 336.012992, 833.1235, -0.0009434, -0.0037114, 9.74, 969, 10, 0, 0
48971.50, 79.120507, 336.011909, 833.1870, 0.0021768, -0.0027899, 21.98, 1565, 44, 132, 1
48971.50, 79.121157, 336.013478, 833.1173, 0.0008365, -0.0033414, 15.46, 762, 42, 52, 2
48971.50, 79.121808, 336.015048, 832.9451, -0.0004615, -0.0045898, 8.22, 1439, 14, -27, 3
48971.50, 79.121585, 336.014509, 833.0132, -0.0006066, -0.0041361, 10.69, 896, 24, 0, 0
48971.75, 79.120364, 336.013405, 833.0833, 0.0016099, -0.0021188, 23.23, 1556, 64, 133, 1
48971.75, 79.121015, 336.014970, 833.0624, 0.0002553, -0.0021977, 27.39, 857, 16, 54, 2
48971.75, 79.121667, 336.016535, 832.8649, -0.0020068, -0.0029772, 9.83, 1451, 25, -26, 3
48971.75, 79.121455, 336.016027, 832.9363, -0.0014307, -0.0026224, 14.19, 966, 22, 0, 0
48972.00, 79.120222, 336.014908, 832.9728, 0.0023846, -0.0043434, 27.51, 1384, 54, 135, 1
48972.00, 79.120876, 336.016470, 832.9127, 0.0017202, -0.0071077, 26.35, 712, 18, 55, 2
48972.00, 79.121529, 336.018032, 832.8003, -0.0014513, -0.0025313, 9.28, 1356, 25, -25, 3
48972.00, 79.121325, 336.017544, 832.8322, 0.0000000, -0.0036033, 14.16, 889, 18, 0, 0
48972.25, 79.120084, 336.016412, 832.8220, -0.0004657, -0.0031532, 24.64, 1208, 36, 136, 1
48972.25, 79.120737, 336.017970, 832.7595, -0.0004317, 0.0000000, 17.67, 778, 1, 56, 2
48972.25, 79.121391, 336.019528, 832.7225, -0.0007217, -0.0025454, 7.90, 1271, 7, -24, 3
48972.25, 79.121196, 336.019063, 832.7444, -0.0002102, -0.0009684, 10.43, 896, 4, 0, 0
48972.50, 79.119949, 336.017924, 832.8412, -0.0012133, 0.0016278, 16.01, 1194, 69, 136, 1
48972.50, 79.120601, 336.019476, 832.7698, 0.0000000, -0.0008462, 16.96, 898, 5, 57, 2
48972.50, 79.121254, 336.021029, 832.7384, -0.0023077, 0.0017225, 8.30, 1282, 9, -23, 3
48972.50, 79.121067, 336.020583, 832.7659, -0.0012445, 0.0009524, 9.47, 972, 14, 0, 0
48972.75, 79.119809, 336.019425, 832.8954, -0.0008069, 0.0003418, 15.44, 1292, 112, 138, 1
48972.75, 79.120463, 336.020977, 832.7935, -0.0010545, 0.0015098, 14.14, 824, 55, 58, 2
48972.75, 79.121118, 336.022528, 832.7972, -0.0011512, 0.0006734, 8.40, 1327, 32, -22, 3
48972.75, 79.120938, 336.022103, 832.8085, -0.0008329, 0.0006005, 9.45, 965, 46, 0, 0
48973.00, 79.119674, 336.020939, 832.9770, -0.0022817, 0.0016725, 10.94, 1342, 110, 138, 1
48973.00, 79.120329, 336.022485, 832.8958, -0.0022990, 0.0038608, 13.54, 763, 69, 59, 2
48973.00, 79.120983, 336.024030, 832.8670, -0.0022632, 0.0018301, 7.82, 1346, 37, -21, 3
48973.00, 79.120810, 336.023623, 832.8899, -0.0021871, 0.0024311, 9.43, 851, 52, 0, 0
48973.25, 79.119544, 336.022466, 833.0688, -0.0009094, 0.0010910, 8.62, 1575, 7, 139, 1
48973.25, 79.120197, 336.024003, 833.0445, -0.0015872, 0.0028868, 7.95, 680, 37, 59, 2
48973.25, 79.120851, 336.025539, 832.9841, -0.0030125, 0.0020383, 6.45, 1468, 5, -20, 3
48973.25, 79.120683, 336.025144, 833.0163, -0.0027450, 0.0026561, 6.84, 827, 14, 0, 0
48973.50, 79.119417, 336.024006, 833.1198, -0.0006880, 0.0016600, 7.66, 1778, 9, 138, 1
48973.50, 79.120072, 336.025537, 833.1487, -0.0003682, 0.0025699, 6.61, 889, 9, 59, 2
48973.50, 79.120728, 336.027069, 833.1167, -0.0040680, 0.0021600, 7.26, 1643, 3, -21, 3
48973.50, 79.120555, 336.026665, 833.1590, -0.0031805, 0.0037046, 7.65, 1091, 1, 0, 0
48973.75, 79.119294, 336.025542, 833.1849, -0.0010100, 0.0019215, 7.95, 1775, 9, 138, 1
48973.75, 79.119953, 336.027077, 833.2622, -0.0003825, 0.0040022, 6.82, 1019, 0, 58, 2
48973.75, 79.120611, 336.028613, 833.2263, -0.0031022, 0.0020438, 8.01, 1726, 1, -22, 3
48973.75, 79.120428, 336.028187, 833.2682, -0.0023861, 0.0009803, 7.24, 1201, 2, 0, 0
48974.00, 79.119175, 336.027094, 833.2884, -0.0012396, 0.0030856, 8.53, 1753, 3, 137, 1
48974.00, 79.119836, 336.028628, 833.4014, -0.0007170, 0.0047749, 6.32, 932, 3, 57, 2
48974.00, 79.120496, 336.030161, 833.3886, -0.0028170, 0.0070243, 6.52, 1722, 3, -24, 3
48974.00, 79.120302, 336.029710, 833.3985, -0.0039091, 0.0047709, 6.38, 1130, 13, 0, 0
48974.25, 79.119058, 336.028650, 833.4369, -0.0016571, 0.0046782, 9.01, 1742, 7, 136, 1
48974.25, 79.119721, 336.030181, 833.5706, -0.0011468, 0.0054490, 6.84, 860, 10, 55, 2
48974.25, 79.120383, 336.031712, 833.6196, -0.0019176, 0.0053732, 6.37, 1690, 1, -25, 3
48974.25, 79.120176, 336.031234, 833.6085, -0.0022509, 0.0055442, 6.92, 1085, 4, 0, 0
48974.50, 79.118945, 336.030214, 833.6703, -0.0023736, 0.0076028, 9.04, 1717, 5, 134, 1
48974.50, 79.119609, 336.031740, 833.7898, -0.0025139, 0.0065250, 6.66, 884, 8, 54, 2
48974.50, 79.120272, 336.033266, 833.8486, -0.0030610, 0.0065407, 6.02, 1633, 11, -27, 3
48974.50, 79.120051, 336.032757, 833.8306, -0.0017177, 0.0072256, 5.97, 1041, 4, 0, 0
48974.75, 79.118833, 336.031778, 833.9573, -0.0019736, 0.0080286, 8.11, 1641, 0, 132, 1
48974.75, 79.119498, 336.033300, 834.0348, -0.0017855, 0.0064758, 6.88, 930, 0, 52, 2
48974.75, 79.120162, 336.034823, 834.1099, -0.0033741, 0.0065413, 6.58, 1599, 8, -29, 3
48974.75, 79.119926, 336.034282, 834.0956, -0.0018685, 0.0077525, 6.64, 1037, 4, 0, 0
48975.00, 79.118726, 336.033348, 834.2385, -0.0022912, 0.0075326, 8.10, 1628, 4, 130, 1
48975.00, 79.119390, 336.034866, 834.2961, -0.0015312, 0.0080256, 7.59, 929, 1, 50, 2
48975.00, 79.120054, 336.036384, 834.3940, -0.0036669, 0.0077379, 6.59, 1590, 7, -31, 3
48975.00, 79.119801, 336.035807, 834.3774, -0.0018868, 0.0077259, 6.91, 1073, 1, 0, 0
48975.25, 79.118614, 336.034907, 834.5172, -0.0029402, 0.0077361, 7.59, 1687, 6, 129, 1
48975.25, 79.119279, 336.036424, 834.5723, -0.0020694, 0.0077272, 7.51, 905, 1, 48, 2
48975.25, 79.119944, 336.037941, 834.6844, -0.0025296, 0.0081202, 6.04, 1598, 1, -32, 3
48975.25, 79.119677, 336.037332, 834.6412, -0.0014321, 0.0072915, 6.21, 1033, 1, 0, 0
48975.50, 79.118505, 336.036480, 834.8075, -0.0028982, 0.0078114, 6.93, 1708, 2, 127, 1
48975.50, 79.119171, 336.037990, 834.8841, -0.0025828, 0.0103596, 6.85, 899, 5, 46, 2
48975.50, 79.119836, 336.039500, 834.9889, -0.0021169, 0.0100375, 5.42, 1612, 5, -34, 3
48975.50, 79.119553, 336.038858, 834.9485, -0.0035293, 0.0099305, 6.53, 975, 1, 0, 0
48975.75, 79.118398, 336.038045, 835.1304, -0.0026512, 0.0092155, 6.68, 1740, 2, 125, 1
48975.75, 79.119063, 336.039551, 835.2548, -0.0027336, 0.0105497, 7.31, 981, 2, 44, 2
48975.75, 79.119728, 336.041058, 835.3582, -0.0024780, 0.0110934, 5.45, 1599, 3, -36, 3
48975.75, 79.119430, 336.040384, 835.3141, -0.0036870, 0.0100937, 7.12, 1021, 2, 0, 0
48976.00, 79.118290, 336.039611, 835.5186, -0.0025987, 0.0116897, 6.69, 1745, 5, 123, 1
48976.00, 79.118955, 336.041115, 835.6271, -0.0032224, 0.0098871, 7.74, 1034, 3, 43, 2
48976.00, 79.119621, 336.042619, 835.7532, -0.0028175, 0.0110503, 5.77, 1644, 4, -38, 3
48976.00, 79.119307, 336.041910, 835.6883, -0.0025999, 0.0110400, 6.87, 1087, 14, 0, 0
48976.25, 79.118183, 336.041178, 835.9515, -0.0030136, 0.0124612, 7.57, 1769, 3, 121, 1
48976.25, 79.118848, 336.042678, 836.0331, -0.0035277, 0.0128875, 6.78, 1014, 0, 41, 2
48976.25, 79.119513, 336.044177, 836.1626, -0.0031747, 0.0117619, 5.70, 1719, 6, -40, 3
48976.25, 79.119185, 336.043436, 836.1055, -0.0034082, 0.0125203, 5.88, 1078, 5, 0, 0
48976.50, 79.118076, 336.042746, 836.3859, -0.0025969, 0.0120091, 7.49, 1781, 3, 119, 1
48976.50, 79.118741, 336.044241, 836.5079, -0.0033141, 0.0137977, 6.43, 987, 4, 39, 2
48976.50, 79.119406, 336.045736, 836.6087, -0.0037911, 0.0128123, 5.39, 1698, 17, -42, 3
48976.50, 79.119062, 336.044964, 836.5636, -0.0039638, 0.0125601, 6.01, 1005, 6, 0, 0
48976.75, 79.117968, 336.044313, 836.8453, -0.0028265, 0.0137303, 7.04, 1803, 2, 117, 1
48976.75, 79.118633, 336.045803, 837.0102, -0.0041300, 0.0142616, 6.66, 1026, 1, 37, 2
48976.75, 79.119298, 336.047292, 837.0890, -0.0044412, 0.0131818, 5.18, 1703, 15, -43, 3
48976.75, 79.118940, 336.046490, 837.0511, -0.0046449, 0.0136886, 6.35, 1039, 1, 0, 0
48977.00, 79.117861, 336.045879, 837.3153, -0.0029220, 0.0128127, 7.65, 1764, 3, 116, 1
48977.00, 79.118526, 336.047366, 837.5038, -0.0041205, 0.0130400, 6.62, 818, 0, 35, 2
48977.00, 79.119191, 336.048853, 837.5974, -0.0045760, 0.0147380, 5.81, 1637, 2, -45, 3
48977.00, 79.118818, 336.048018, 837.5457, -0.0046735, 0.0132707, 6.20, 875, 1, 0, 0
48977.25, 79.117755, 336.047444, 837.7846, -0.0036322, 0.0135109, 7.52, 1544, 0, 114, 1
48977.25, 79.118420, 336.048927, 837.9712, -0.0034397, 0.0129065, 7.17, 721, 0, 33, 2
48977.25, 79.119085, 336.050410, 838.1198, -0.0035449, 0.0148188, 6.26, 1395, 7, -47, 3
48977.25, 79.118696, 336.049544, 838.0301, -0.0041106, 0.0133889, 6.99, 744, 0, 0, 0
48977.50, 79.117648, 336.049011, 838.2744, -0.0028227, 0.0133534, 7.38, 1391, 0, 112, 1
48977.50, 79.118311, 336.050486, 838.4593, -0.0035142, 0.0142919, 6.40, 921, 1, 32, 2
48977.50, 79.118974, 336.051961, 838.6627, -0.0038980, 0.0150757, 6.28, 1315, 7, -48, 3
48977.50, 79.118575, 336.051072, 838.5395, -0.0036946, 0.0147139, 6.60, 927, 1, 0, 0
48977.75, 79.117544, 336.050573, 838.7668, -0.0028553, 0.0145318, 7.25, 1428, 1, 110, 1
48977.75, 79.118209, 336.052054, 838.9806, -0.0029648, 0.0145758, 5.79, 1013, 1, 30, 2
48977.75, 79.118874, 336.053534, 839.1941, -0.0038668, 0.0143660, 5.63, 1408, 14, -51, 3
